# SAPT0 interaction energy decomposition
# Individual components and total interaction energy, in kcal/mol
system	SAPT0_elst	SAPT0_exch	SAPT0_ind	SAPT0_disp	SAPT0_interaction_energy
2.05.13	-1.266	3.199	-0.429	-2.710	-1.207
2.05.14	-1.528	3.464	-0.430	-2.964	-1.457
2.05.15	-2.374	6.542	-0.790	-6.750	-3.373
2.05.16	-1.563	4.642	-0.716	-3.515	-1.152
2.05.17	-1.897	3.018	-0.450	-1.588	-0.917
2.05.18	-4.503	9.044	-1.134	-6.105	-2.698
2.05.19	-3.869	8.476	-2.075	-4.100	-1.569
2.05.20	-0.562	1.763	-0.227	-1.270	-0.296
2.06.01	-2.852	4.123	-0.558	-3.319	-2.606
2.06.02	-1.021	2.019	-0.213	-1.593	-0.808
2.06.03	-3.877	4.903	-0.801	-3.278	-3.054
2.06.04	-3.506	5.459	-0.678	-4.056	-2.781
2.06.05	-0.771	2.150	-0.218	-1.804	-0.643
2.06.06	-3.601	5.054	-0.882	-4.015	-3.444
2.06.07	-1.056	1.924	-0.231	-1.732	-1.096
2.06.08	-1.446	2.333	-0.286	-1.813	-1.213
2.06.09	-4.808	6.821	-1.002	-4.748	-3.737
2.06.10	-0.967	2.859	-0.317	-2.681	-1.106
2.06.11	-2.780	5.007	-0.776	-4.860	-3.410
2.06.12	-2.360	3.297	-0.496	-2.304	-1.863
2.06.13	-2.574	4.264	-0.640	-3.552	-2.501
2.06.14	-2.315	5.264	-0.536	-5.163	-2.750
2.06.15	-3.374	5.109	-0.702	-4.670	-3.636
2.06.16	-1.247	2.850	-0.385	-2.365	-1.148
2.06.17	-2.863	4.494	-0.644	-3.900	-2.913
2.06.18	-4.162	5.592	-0.735	-4.250	-3.555
2.06.19	-6.305	8.237	-1.100	-6.076	-5.245
2.06.20	-3.957	8.331	-0.748	-7.265	-3.639
2.06.21	-6.243	9.087	-1.146	-6.754	-5.056
2.06.22	-4.396	5.255	-0.990	-3.873	-4.003
2.06.23	-1.971	4.671	-0.423	-4.717	-2.439
2.06.24	-5.702	7.580	-1.222	-5.303	-4.646
2.07.01	-3.609	3.916	-0.705	-3.010	-3.408
2.07.02	-2.193	5.694	-0.711	-4.842	-2.052
2.07.03	-3.310	5.910	-0.904	-6.066	-4.370
2.07.04	-2.354	3.964	-0.491	-3.070	-1.951
2.07.05	-3.193	6.511	-1.646	-4.282	-2.609
2.07.06	-4.254	6.651	-1.028	-5.728	-4.359
2.07.07	-2.290	3.481	-0.396	-1.991	-1.196
2.07.08	-1.534	4.274	-0.996	-3.066	-1.322
2.07.09	-3.298	6.366	-1.010	-5.117	-3.058
2.07.10	-2.531	4.816	-0.706	-3.389	-1.810
2.08.01	-2.736	2.937	-0.548	-2.391	-2.738
2.08.02	-1.759	3.039	-0.417	-2.730	-1.867
2.08.03	-2.486	4.319	-0.760	-3.966	-2.893
2.08.04	-3.245	4.385	-0.966	-3.073	-2.899
2.08.05	-3.848	5.736	-0.898	-5.043	-4.053
2.08.06	-2.569	3.711	-0.524	-2.769	-2.151
2.08.07	-4.144	5.602	-1.050	-3.463	-3.056
2.08.08	-3.493	4.486	-0.711	-2.987	-2.706
2.08.09	-4.265	5.805	-0.994	-3.836	-3.290
2.08.10	-3.758	6.422	-1.218	-3.490	-2.044
2.08.11	-1.224	2.348	-0.306	-1.720	-0.902
2.08.12	-1.320	3.818	-0.616	-3.625	-1.742
2.08.13	-5.824	6.831	-1.257	-5.401	-5.651
2.08.14	-2.506	4.867	-0.776	-3.824	-2.239
2.09.01	-2.857	4.311	-0.545	-2.988	-2.078
2.09.02	-1.421	2.816	-0.333	-2.519	-1.457
2.09.03	-0.951	4.113	-0.694	-3.832	-1.364
2.09.04	-1.638	6.510	-1.061	-6.780	-2.968
2.09.05	-1.215	3.950	-0.532	-3.920	-1.716
2.09.06	-3.187	7.555	-0.738	-7.094	-3.463
2.09.07	-3.996	7.646	-1.199	-7.391	-4.940
2.09.08	-2.986	6.246	-1.155	-5.348	-3.244
2.09.09	-2.471	5.405	-0.608	-5.814	-3.488
2.09.10	-3.667	7.900	-0.897	-7.007	-3.672
2.09.11	-2.683	5.812	-0.700	-4.676	-2.248
2.09.12	-4.940	10.491	-1.316	-6.212	-1.977
2.09.13	-0.958	3.157	-0.570	-2.356	-0.726
2.09.14	-3.401	8.018	-1.180	-5.502	-2.065
2.09.15	-1.909	4.381	-0.558	-3.867	-1.952
2.10.01	-2.680	4.872	-0.916	-4.178	-2.902
2.10.02	-4.143	7.174	-1.240	-6.632	-4.841
2.10.03	-3.242	5.934	-1.122	-4.784	-3.214
2.10.04	-3.751	6.620	-0.977	-6.338	-4.445
2.10.05	-3.174	6.682	-0.954	-4.871	-2.317
2.10.06	-3.305	8.277	-0.656	-6.913	-2.596
2.10.07	-3.469	6.892	-0.832	-5.282	-2.691
2.10.08	-4.461	9.618	-1.304	-8.038	-4.186
2.10.09	-3.653	6.988	-1.042	-6.054	-3.760
2.10.10	-2.300	5.654	-0.580	-5.436	-2.662
2.10.11	-4.398	6.885	-1.104	-5.521	-4.138
2.10.12	-2.627	6.759	-0.738	-5.783	-2.388
2.10.13	-3.535	6.884	-0.988	-5.789	-3.428
2.10.14	-1.914	4.838	-0.425	-4.559	-2.059
2.10.15	-1.652	4.791	-0.605	-4.667	-2.134
2.10.16	-2.601	4.572	-0.743	-3.373	-2.144
2.10.17	-3.786	6.244	-1.045	-4.200	-2.787
2.10.18	-1.045	2.914	-0.315	-2.527	-0.973
2.11.01	-2.797	4.270	-0.673	-3.234	-2.435
2.11.02	-3.768	8.054	-1.264	-6.516	-3.493
2.11.03	-4.976	10.460	-1.514	-9.281	-5.311
2.11.04	-2.402	4.813	-0.627	-3.870	-2.086
2.11.05	-4.218	10.525	-1.826	-9.678	-5.197
2.11.06	-2.607	7.482	-1.274	-6.055	-2.454
2.11.07	-1.833	4.532	-0.719	-3.465	-1.486
2.12.01	-4.043	8.530	-1.317	-6.699	-3.529
2.12.02	-2.702	5.561	-0.684	-3.488	-1.313
2.12.03	-4.832	10.768	-1.780	-7.640	-3.483
2.12.04	-7.035	10.871	-1.827	-6.107	-4.098
2.12.05	-4.837	8.134	-1.378	-4.915	-2.997
2.12.06	-4.288	6.971	-1.064	-4.328	-2.709
2.12.07	-5.048	9.736	-1.598	-6.093	-3.002
2.12.08	-1.131	2.868	-0.340	-2.121	-0.724
2.12.09	-3.567	5.205	-0.793	-3.142	-2.297
2.12.10	-2.352	5.633	-0.649	-5.306	-2.674
2.12.11	-3.116	8.174	-0.860	-7.560	-3.362
2.12.12	-2.535	4.751	-0.744	-3.591	-2.119
2.12.13	-4.299	7.623	-1.237	-5.819	-3.732
2.12.14	-4.326	8.712	-1.267	-8.005	-4.886
2.12.15	-4.118	7.889	-1.373	-5.459	-3.062
2.12.16	-5.804	11.743	-1.804	-9.297	-5.162
2.12.17	-3.389	5.833	-0.895	-4.963	-3.414
2.12.18	-3.754	8.930	-1.192	-7.330	-3.347
2.12.19	-3.274	7.704	-1.076	-6.249	-2.895
2.12.20	-7.169	14.198	-2.217	-7.269	-2.457
2.12.21	-4.560	7.870	-1.154	-6.761	-4.604
2.12.22	-4.912	7.682	-1.182	-5.571	-3.983
2.12.23	-2.707	6.209	-0.616	-5.870	-2.983
2.12.24	-4.974	8.717	-1.361	-5.646	-3.264
2.13.01	-6.594	9.215	-1.465	-5.692	-4.536
2.13.02	-5.604	13.095	-1.314	-9.123	-2.945
2.13.03	-4.564	7.894	-1.238	-5.724	-3.632
2.13.04	-2.758	6.213	-0.732	-4.949	-2.225
2.13.05	-6.245	7.999	-1.277	-5.053	-4.576
2.13.06	-6.247	8.496	-1.615	-6.030	-5.397
2.13.07	-1.748	3.899	-0.409	-3.282	-1.540
2.13.08	-7.945	11.189	-2.066	-7.169	-5.992
2.13.09	-2.033	5.753	-0.859	-4.814	-1.953
2.13.10	-6.307	8.562	-1.561	-5.928	-5.234
2.13.11	-3.302	5.460	-0.898	-4.864	-3.605
2.13.12	-3.426	5.626	-0.860	-4.413	-3.073
2.13.13	-2.843	5.830	-0.771	-5.242	-3.026
2.13.14	-5.869	10.741	-1.651	-7.971	-4.750
2.13.15	-3.871	6.456	-1.084	-5.348	-3.847
2.13.16	-4.974	8.521	-1.295	-5.463	-3.211
2.13.17	-4.257	6.358	-1.030	-4.400	-3.329
2.13.18	-5.887	11.310	-1.472	-7.973	-4.022
2.13.19	-4.966	8.251	-1.461	-6.943	-5.120
2.13.20	-2.185	4.337	-0.861	-3.934	-2.643
2.13.21	-2.776	7.094	-1.003	-6.253	-2.939
3.01.01	-0.429	0.791	-0.070	-0.417	-0.125
3.01.02	-0.531	0.981	-0.113	-0.688	-0.351
3.01.03	-0.179	0.308	-0.031	-0.191	-0.092
3.01.04	-0.251	0.442	-0.021	-0.255	-0.085
3.02.01	-0.667	1.194	-0.168	-0.589	-0.229
3.02.02	-0.275	0.649	-0.082	-0.393	-0.100
3.02.03	-0.200	0.619	-0.077	-0.339	0.003
3.02.04	-0.202	0.792	-0.091	-0.550	-0.051
3.03.01	-0.192	0.733	-0.140	-0.420	-0.019
3.03.02	-0.184	1.010	-0.217	-0.639	-0.030
3.03.03	-0.719	1.360	-0.208	-0.684	-0.251
3.04.01	-0.680	1.341	-0.249	-0.690	-0.278
3.04.02	-0.526	1.095	-0.199	-0.556	-0.186
3.04.03	-0.264	0.952	-0.162	-0.627	-0.101
3.04.04	-0.328	1.330	-0.201	-0.926	-0.125
3.05.01	-1.684	5.234	-0.612	-5.995	-3.057
3.05.02	-0.836	1.975	-0.272	-1.559	-0.692
3.05.03	-0.665	2.156	-0.348	-1.827	-0.684
3.05.04	-0.300	1.310	-0.053	-1.295	-0.337
3.05.05	-1.753	5.361	-0.623	-6.119	-3.134
3.05.06	-0.568	1.544	-0.102	-1.494	-0.620
3.05.07	-1.070	2.989	-0.307	-2.878	-1.266
3.05.08	-0.968	2.230	-0.309	-1.847	-0.895
3.05.09	-0.636	2.069	-0.357	-1.223	-0.147
3.05.10	-0.555	2.305	-0.170	-2.231	-0.651
3.05.11	-3.020	3.968	-0.735	-3.172	-2.959
3.05.12	-2.738	3.899	-0.391	-2.467	-1.697
3.05.13	-3.838	5.920	-0.673	-4.467	-3.058
3.05.14	-0.912	1.622	-0.082	-1.265	-0.636
3.06.01	-1.128	2.855	-0.376	-2.534	-1.182
3.06.02	-1.596	4.557	-0.405	-3.998	-1.442
3.06.03	-1.614	4.661	-0.394	-4.198	-1.544
3.06.04	-1.370	2.969	-0.375	-2.387	-1.164
3.06.05	-1.076	3.463	-0.277	-3.303	-1.193
3.06.06	-0.824	2.545	-0.208	-2.189	-0.675
3.06.07	-1.367	3.022	-0.382	-2.395	-1.122
3.06.08	-1.712	4.958	-0.428	-4.740	-1.922
3.06.09	-1.380	4.050	-0.338	-3.721	-1.390
3.06.10	-2.088	4.825	-0.436	-3.424	-1.123
3.06.11	-0.904	2.113	-0.220	-1.974	-0.985
3.06.12	-3.108	6.111	-0.486	-5.101	-2.583
3.06.13	-3.510	5.130	-0.858	-4.371	-3.609
3.06.14	-3.450	5.218	-0.751	-5.323	-4.306
3.06.15	-1.604	4.602	-0.341	-4.829	-2.172
3.06.16	-0.629	2.096	-0.164	-1.761	-0.459
3.06.17	-0.662	2.114	-0.330	-1.676	-0.555
3.06.18	-2.619	4.386	-0.359	-3.380	-1.972
3.07.01	-1.656	4.630	-0.404	-4.212	-1.641
3.07.02	-1.126	3.252	-0.410	-2.650	-0.934
3.07.03	-1.557	4.518	-0.604	-4.071	-1.713
3.07.04	-1.250	3.539	-0.297	-3.262	-1.271
3.07.05	-1.301	3.383	-0.440	-3.032	-1.390
3.07.06	-1.716	4.143	-0.498	-3.523	-1.594
3.07.07	-1.403	4.440	-0.412	-4.020	-1.395
3.07.08	-0.991	3.085	-0.283	-2.686	-0.875
3.07.09	-1.749	4.956	-0.689	-4.507	-1.988
3.07.10	-3.142	4.817	-0.759	-4.109	-3.193
3.07.11	-3.563	8.162	-0.816	-7.417	-3.634
3.07.12	-3.793	5.746	-0.813	-5.919	-4.779
3.07.13	-2.387	3.371	-0.497	-1.981	-1.495
3.07.14	-2.286	4.831	-0.653	-3.158	-1.266
3.07.15	-2.084	4.806	-0.478	-3.751	-1.506
3.07.16	-1.953	4.930	-0.474	-3.659	-1.157
3.07.17	-0.733	1.896	-0.400	-1.427	-0.663
3.08.01	-2.902	8.246	-0.900	-7.591	-3.146
3.08.02	-1.849	6.198	-1.266	-4.919	-1.837
3.08.03	-1.058	3.192	-0.391	-3.239	-1.496
3.08.04	-1.614	3.936	-0.508	-3.541	-1.728
3.08.05	-1.899	6.019	-0.594	-5.781	-2.255
3.08.06	-2.161	6.119	-0.794	-5.985	-2.821
3.08.07	-5.516	9.097	-1.474	-9.056	-6.949
3.08.08	-3.905	6.260	-0.990	-5.858	-4.492
3.08.09	-4.690	10.910	-1.267	-10.609	-5.656
3.08.10	-2.300	6.624	-0.666	-6.216	-2.557
3.08.11	-1.632	4.654	-0.419	-4.214	-1.612
3.08.12	-2.239	6.570	-0.860	-6.692	-3.221
3.08.13	-5.116	9.083	-1.870	-7.023	-4.926
3.08.14	-5.905	9.448	-1.578	-7.704	-5.740
3.08.15	-4.957	8.591	-2.042	-5.710	-4.117
3.08.16	-3.557	5.056	-0.830	-3.319	-2.650
3.08.17	-1.397	3.090	-0.356	-3.028	-1.691
3.08.18	-1.176	4.133	-0.455	-3.576	-1.074
3.09.01	-0.854	1.782	-0.094	-1.774	-0.940
3.09.02	-1.027	1.818	-0.123	-1.783	-1.115
3.09.03	-1.448	3.832	-0.344	-3.695	-1.654
3.09.04	-1.114	1.505	-0.106	-0.974	-0.689
3.09.05	-1.220	2.166	-0.312	-1.262	-0.628
3.09.06	-2.228	4.097	-0.572	-4.310	-3.013
3.09.07	-0.520	1.190	-0.175	-1.079	-0.584
3.09.08	-0.414	1.024	-0.197	-0.549	-0.136
3.09.09	-0.697	0.974	-0.124	-0.647	-0.494
3.09.10	-0.740	0.893	-0.139	-0.680	-0.665
3.09.11	-2.618	3.903	-0.466	-2.636	-1.816
3.10.01	-2.186	6.176	-0.532	-6.868	-3.410
3.10.02	-1.718	4.370	-0.316	-4.256	-1.920
3.10.03	-1.434	3.214	-0.236	-2.960	-1.416
3.10.04	-3.123	4.495	-0.596	-3.178	-2.402
3.10.05	-0.385	1.218	-0.114	-0.830	-0.111
3.10.06	-0.869	1.336	-0.160	-0.910	-0.602
3.10.07	-1.419	4.164	-0.427	-4.102	-1.785
3.10.08	-1.552	3.504	-0.303	-2.544	-0.895
3.10.09	-0.978	2.235	-0.199	-1.528	-0.470
3.10.10	-1.499	3.559	-0.470	-2.472	-0.882
3.10.11	-1.426	3.138	-0.341	-2.168	-0.797
3.10.12	-1.734	3.912	-0.396	-3.374	-1.592
3.10.13	-2.317	4.065	-0.922	-2.470	-1.644
3.10.14	-1.819	4.001	-0.857	-2.632	-1.307
3.11.01	-3.488	4.958	-0.638	-3.559	-2.727
3.11.02	-1.822	3.948	-0.276	-3.691	-1.841
3.11.03	-2.474	5.694	-0.438	-5.447	-2.665
3.11.04	-1.918	4.590	-0.664	-3.082	-1.074
3.11.05	-1.073	2.472	-0.204	-1.637	-0.443
3.11.06	-3.268	4.030	-0.580	-3.017	-2.834
3.11.07	-1.583	3.373	-0.777	-2.072	-1.060
3.11.08	-0.956	1.478	-0.181	-1.008	-0.666
3.11.09	-1.373	3.594	-0.373	-3.172	-1.324
3.11.10	-0.480	1.448	-0.148	-1.020	-0.199
3.12.01	-2.232	4.935	-0.408	-5.203	-2.907
3.12.02	-3.675	8.090	-0.778	-7.706	-4.069
3.12.03	-3.751	5.636	-0.700	-4.480	-3.295
3.12.04	-5.303	7.708	-1.161	-6.171	-4.928
3.12.05	-3.222	5.393	-1.030	-4.354	-3.212
3.12.06	-3.653	7.916	-0.893	-7.022	-3.652
3.12.07	-3.093	6.589	-0.732	-5.758	-2.995
3.12.08	-3.044	6.438	-1.513	-4.616	-2.735
3.12.09	-2.638	5.968	-0.668	-4.593	-1.931
3.12.10	-2.759	6.243	-0.694	-4.725	-1.935
3.12.11	-5.702	10.585	-1.659	-5.726	-2.502
3.12.12	-5.899	10.161	-1.587	-5.574	-2.899
3.12.13	-2.600	3.792	-0.533	-3.082	-2.422
3.12.14	-1.006	1.673	-0.206	-1.250	-0.789
3.12.15	-1.746	4.772	-0.545	-4.618	-2.136
3.13.01	-0.706	3.602	-0.410	-3.805	-1.318
3.13.02	-4.379	4.766	-0.791	-3.674	-4.077
3.13.03	-0.879	0.780	-0.100	-0.675	-0.874
3.13.04	-0.256	0.599	-0.069	-0.409	-0.135
3.13.05	-1.289	1.648	-0.177	-1.278	-1.096
3.14.01	-3.654	6.276	-0.866	-6.691	-4.934
3.14.02	-1.258	2.575	-0.274	-1.878	-0.834
3.14.03	-1.703	3.017	-0.350	-2.461	-1.497
3.14.04	-1.140	2.570	-0.431	-1.840	-0.840
3.15.01	-1.036	2.911	-0.340	-2.320	-0.786
3.15.02	-1.358	3.120	-0.345	-2.313	-0.897
3.15.03	-1.328	2.159	-0.245	-1.333	-0.746
3.15.04	-2.821	3.468	-0.477	-2.292	-2.123
3.15.05	-1.802	3.258	-0.567	-2.194	-1.306
3.16.01	-2.034	6.048	-0.880	-5.690	-2.557
3.16.02	-1.172	3.212	-0.671	-2.315	-0.945
3.16.03	-0.908	2.394	-0.274	-2.046	-0.834
3.16.04	-1.999	5.534	-1.152	-3.700	-1.318
3.16.05	-1.564	4.365	-0.563	-4.185	-1.947
3.16.06	-1.698	4.114	-1.528	-2.274	-1.387
3.16.07	-5.190	6.788	-1.247	-4.665	-4.314
3.16.08	-3.943	7.577	-1.945	-4.050	-2.361
3.17.01	-0.240	0.735	-0.046	-0.696	-0.247
3.17.02	-1.659	5.673	-0.791	-6.160	-2.937
3.17.03	-0.658	1.408	-0.082	-1.454	-0.785
3.17.04	-2.990	3.577	-0.622	-2.419	-2.454
3.17.05	-2.911	4.755	-0.430	-3.815	-2.401
3.17.06	-1.753	2.738	-0.493	-2.222	-1.730
3.17.07	-1.055	1.429	-0.212	-0.979	-0.817
3.17.08	-4.071	7.699	-0.857	-7.517	-4.745
3.18.01	-2.230	3.136	-0.423	-2.361	-1.878
3.18.02	-1.505	3.630	-0.393	-2.972	-1.241
3.18.03	-0.766	2.373	-0.201	-2.328	-0.921
3.18.04	-0.709	2.005	-0.209	-1.464	-0.377
3.18.05	-2.948	6.913	-0.510	-6.945	-3.489
3.18.06	-2.670	4.992	-0.798	-4.319	-2.795
3.18.07	-1.600	4.373	-0.304	-4.046	-1.576
3.18.08	-1.975	4.792	-0.296	-4.260	-1.740
3.19.01	-2.441	3.703	-0.464	-2.823	-2.025
3.19.02	-2.072	3.322	-0.508	-2.182	-1.440
3.19.03	-0.929	2.907	-0.296	-2.937	-1.254
3.19.04	-2.780	6.372	-0.831	-5.786	-3.026
3.19.05	-1.878	3.952	-0.522	-3.490	-1.938
3.19.06	-2.945	4.372	-0.689	-2.928	-2.189
3.19.07	-2.273	5.680	-0.375	-5.030	-1.999
3.20.01	-3.222	7.935	-0.716	-7.328	-3.331
3.20.02	-3.135	6.602	-0.994	-6.349	-3.875
3.20.03	-1.931	5.048	-0.411	-5.052	-2.346
3.20.04	-2.120	4.616	-0.783	-3.730	-2.017
3.20.05	-1.072	3.142	-0.378	-2.808	-1.116
3.20.06	-2.088	5.297	-0.762	-5.423	-2.977
3.20.07	-1.965	3.567	-0.552	-2.689	-1.639
3.20.08	-1.344	3.491	-0.509	-3.496	-1.858
3.21.01	-1.193	2.527	-0.129	-2.043	-0.838
3.21.02	-3.880	6.216	-0.568	-4.869	-3.101
3.21.03	-2.511	4.586	-0.600	-3.651	-2.176
3.21.04	-2.928	8.390	-1.176	-8.626	-4.340
3.21.05	-0.385	1.800	-0.088	-1.714	-0.387
3.21.06	-0.802	2.147	-0.183	-1.814	-0.653
3.21.07	-6.308	13.123	-2.055	-8.078	-3.318
3.21.08	-2.946	6.596	-0.883	-3.172	-0.405
3.21.09	-0.939	2.094	-0.094	-1.239	-0.179
3.21.10	-0.824	1.882	-0.121	-1.184	-0.248
3.22.01	-1.691	4.372	-0.408	-3.429	-1.156
3.22.02	-2.444	6.228	-0.507	-5.253	-1.976
3.22.03	-4.001	6.180	-1.120	-5.348	-4.290
3.22.04	-2.996	4.721	-0.695	-3.994	-2.964
3.22.05	-1.948	5.327	-0.802	-4.418	-1.840
3.22.06	-1.601	4.482	-0.555	-3.686	-1.360
3.22.07	-1.519	3.660	-0.374	-2.960	-1.194
3.22.08	-2.430	6.396	-0.779	-5.362	-2.176
3.22.09	-2.711	6.110	-0.592	-3.528	-0.722
3.22.10	-2.772	6.329	-0.607	-3.754	-0.803
3.22.11	-2.612	5.512	-0.658	-2.321	-0.078
3.22.12	-3.689	7.583	-1.391	-3.859	-1.357
3.23.01	-2.967	3.901	-0.688	-2.467	-2.220
3.23.02	-3.520	8.130	-0.720	-6.932	-3.043
3.23.03	-3.382	7.957	-0.677	-6.652	-2.753
3.23.04	-2.079	5.117	-0.393	-4.380	-1.734
3.23.05	-1.467	3.798	-0.446	-2.473	-0.588
3.23.06	-1.999	4.586	-0.534	-3.916	-1.863
3.23.07	-2.276	6.696	-1.666	-2.996	-0.242
3.23.08	-2.711	5.185	-0.789	-4.023	-2.338
3.23.09	-3.704	7.557	-0.998	-3.261	-0.406
3.23.10	-4.313	9.142	-1.038	-4.976	-1.185
3.23.11	-4.151	8.997	-1.014	-5.120	-1.288
3.23.12	-5.043	9.837	-1.641	-4.744	-1.590
3.24.01	-2.469	6.288	-0.566	-6.583	-3.330
3.24.02	-3.843	8.117	-1.085	-7.869	-4.680
3.24.03	-3.341	5.658	-0.834	-5.305	-3.822
3.24.04	-4.569	10.762	-1.121	-10.250	-5.178
3.24.05	-4.716	7.399	-1.129	-5.052	-3.498
3.24.06	-1.208	3.047	-0.383	-2.450	-0.994
3.24.07	-4.020	5.864	-0.902	-3.641	-2.699
3.24.08	-2.306	5.806	-0.757	-4.115	-1.373
3.24.09	-6.552	14.958	-2.329	-8.998	-2.921
3.24.10	-4.870	10.906	-2.003	-5.964	-1.931
3.24.11	-6.189	13.084	-2.540	-7.367	-3.012
3.24.12	-7.144	16.007	-2.583	-9.297	-3.017
3.25.01	-3.232	3.762	-0.800	-2.730	-3.001
3.25.02	-3.983	5.760	-0.629	-4.412	-3.263
3.25.03	-5.593	8.841	-1.041	-8.274	-6.066
3.25.04	-2.313	3.420	-0.566	-2.635	-2.094
3.25.05	-4.458	6.406	-0.767	-5.623	-4.442
3.25.06	-1.338	2.625	-0.121	-1.903	-0.737
3.25.07	-4.232	6.435	-0.716	-4.278	-2.791
3.25.08	-8.642	11.579	-1.404	-8.498	-6.966
3.25.09	-0.689	1.980	-0.253	-1.620	-0.582
3.25.10	-1.156	2.127	-0.152	-1.726	-0.907
3.26.01	-2.286	5.630	-0.500	-4.658	-1.813
3.26.02	-2.536	5.875	-0.555	-4.925	-2.142
3.26.03	-2.999	4.480	-0.733	-3.638	-2.891
3.26.04	-1.604	3.860	-0.388	-3.058	-1.191
3.26.05	-3.704	7.012	-0.643	-5.950	-3.284
3.26.06	-3.156	7.141	-0.576	-5.355	-1.946
3.26.07	-2.768	5.351	-0.865	-3.642	-1.924
3.26.08	-3.301	4.188	-0.698	-2.728	-2.539
3.26.09	-1.598	4.131	-0.301	-3.313	-1.081
3.26.10	-1.590	4.162	-0.297	-3.477	-1.202
3.26.11	-5.327	10.183	-0.909	-7.757	-3.810
3.26.12	-2.286	5.257	-0.527	-3.270	-0.827
3.27.01	-3.269	4.848	-0.778	-4.019	-3.219
3.27.02	-3.067	7.093	-0.738	-5.865	-2.578
3.27.03	-1.937	4.561	-0.436	-3.854	-1.665
3.27.04	-3.161	7.171	-0.648	-5.883	-2.521
3.27.05	-4.105	8.857	-0.761	-6.426	-2.435
3.27.06	-2.033	4.471	-0.496	-3.249	-1.306
3.27.07	-4.440	8.410	-1.380	-5.916	-3.325
3.27.08	-3.115	6.692	-0.542	-4.642	-1.606
3.27.09	-2.159	5.278	-0.450	-4.214	-1.544
3.27.10	-1.145	3.106	-0.237	-2.573	-0.850
3.28.01	-3.368	5.304	-0.825	-4.834	-3.723
3.28.02	-4.468	7.255	-1.228	-7.082	-5.522
3.28.03	-4.629	10.191	-1.123	-8.838	-4.399
3.28.04	-4.581	10.288	-1.148	-9.243	-4.684
3.28.05	-1.666	3.577	-0.366	-3.118	-1.573
3.28.06	-4.414	5.844	-0.914	-4.404	-3.888
3.28.07	-3.358	9.088	-1.234	-7.792	-3.295
3.28.08	-1.489	4.011	-0.320	-4.108	-1.906
3.28.09	-2.098	5.314	-0.660	-4.517	-1.961
3.28.10	-7.600	13.862	-1.693	-9.681	-5.112
3.28.11	-4.576	9.480	-1.375	-7.493	-3.964
3.28.12	-7.830	14.594	-1.826	-10.081	-5.143
3.29.01	-0.895	0.981	-0.104	-0.774	-0.791
3.29.02	-0.430	0.937	-0.102	-0.751	-0.346
3.29.03	-0.359	0.746	-0.091	-0.438	-0.143
3.30.01	-0.647	1.617	-0.062	-1.356	-0.448
3.30.02	-0.534	1.341	-0.077	-1.164	-0.435
3.30.03	-1.293	1.672	-0.251	-1.286	-1.158
3.31.01	-2.492	4.807	-0.451	-4.429	-2.565
3.31.02	-2.283	4.528	-0.365	-3.496	-1.615
3.31.03	-2.308	2.979	-0.336	-2.009	-1.674
3.32.01	-0.472	1.641	-0.100	-1.402	-0.334
3.32.02	-3.508	5.645	-0.649	-5.452	-3.963
3.32.03	-1.151	2.639	-0.130	-2.103	-0.745
3.33.01	-2.124	5.508	-0.367	-4.944	-1.926
3.33.02	-0.749	2.057	-0.223	-1.453	-0.368
3.33.03	-1.156	3.756	-0.510	-3.092	-1.003
3.33.04	-1.534	3.699	-0.267	-3.209	-1.311
3.34.01	-1.560	4.677	-0.291	-3.863	-1.036
3.34.02	-1.872	3.664	-0.437	-2.627	-1.272
3.34.03	-1.284	3.170	-0.451	-2.354	-0.918
3.34.04	-2.668	6.600	-0.425	-5.758	-2.252
3.35.01	-3.586	8.564	-0.601	-7.948	-3.571
3.35.02	-1.867	5.900	-0.405	-5.155	-1.527
3.35.03	-2.185	6.182	-0.397	-5.527	-1.927
3.35.04	-3.747	5.045	-0.936	-3.363	-3.001
3.36.01	-2.142	4.760	-0.279	-3.222	-0.883
3.36.02	-1.718	4.431	-0.487	-3.264	-1.038
3.36.03	-2.354	5.451	0.177	-4.388	-1.114
3.37.01	-2.759	7.362	-0.417	-6.627	-2.442
3.37.02	-1.656	4.320	-0.551	-3.330	-1.217
3.37.03	-1.815	4.582	-0.682	-4.137	-2.052
3.37.04	-2.145	5.454	-0.698	-4.614	-2.004
3.38.01	-4.153	7.916	-1.314	-7.339	-4.890
3.38.02	-2.681	6.987	-0.833	-6.508	-3.034
3.38.03	-5.487	12.891	-1.528	-11.503	-5.627
3.38.04	-2.086	5.640	-0.718	-5.941	-3.106
4.01.01	-0.044	0.002	0.043	-0.002	-0.001
4.02.01	-0.020	0.089	-0.006	-0.023	0.039
4.03.01	-0.070	0.237	-0.018	-0.117	0.032
4.04.01	-0.067	0.306	-0.054	-0.160	0.025
4.05.01	-0.086	0.402	-0.069	-0.290	-0.043
4.06.01	-0.032	0.229	-0.036	-0.117	0.043
4.06.02	-0.027	0.241	-0.045	-0.132	0.037
4.06.03	-0.009	0.074	-0.010	-0.039	0.016
4.06.04	-0.034	0.178	-0.022	-0.085	0.036
4.06.05	-0.133	0.442	-0.002	-0.227	0.081
4.06.06	-0.135	0.436	0.004	-0.205	0.102
4.06.07	-0.031	0.253	-0.045	-0.142	0.035
4.06.08	-0.036	0.187	-0.018	-0.103	0.030
