# SQM interaction energies (kcal/mol)
system	PM6	PM6-D3	PM6-D3H4	PM6-D3H4X	PM7	DFTB3	DFTB3-D3	DFTB3-D3H4	DFTB3-D3H4X	DFTB3-D3H5	DFTB3-D3H5X	GFN2-XTB
1.08.33	-1.266	-3.317	-3.317	-3.321	-2.996	-0.701	-3.202	-3.353	-3.353	-3.450	-3.450	-3.492
1.08.34	-1.018	-1.422	-1.422	-1.422	-1.245	-0.527	-1.815	-1.361	-1.361	-1.382	-1.382	-2.214
1.08.35	-0.658	-1.777	-1.777	-1.778	-1.296	-0.146	-1.472	-1.516	-1.516	-1.529	-1.529	-1.572
1.08.36	-0.725	-2.802	-2.802	-2.805	-2.633	-0.367	-2.997	-3.016	-3.016	-3.032	-3.032	-2.464
1.08.37	-0.786	-2.107	-2.107	-2.108	-1.086	-0.147	-1.599	-1.973	-1.973	-1.974	-1.974	-1.772
1.08.38	-0.303	-1.458	-1.458	-1.458	-1.019	-0.076	-1.459	-1.575	-1.575	-1.585	-1.585	-1.443
1.08.39	-1.336	-2.728	-2.728	-2.739	-1.842	-0.961	-2.697	-2.901	-2.901	-2.904	-2.904	-2.711
1.08.40	-1.287	-2.498	-2.498	-2.506	-1.866	-0.563	-2.240	-2.278	-2.278	-2.287	-2.287	-1.931
1.09.01	-0.976	-2.397	-2.397	-2.443	-3.250	~~~	~~~	~~~	~~~	~~~	~~~	-1.957
1.09.02	-0.369	-1.934	-1.934	-1.935	-1.801	~~~	~~~	~~~	~~~	~~~	~~~	-2.345
1.09.03	-0.215	-2.451	-2.451	-2.454	-3.157	~~~	~~~	~~~	~~~	~~~	~~~	-2.656
1.09.04	-1.758	-3.882	-3.882	-3.903	-4.687	~~~	~~~	~~~	~~~	~~~	~~~	-3.146
1.09.05	-1.069	-2.572	-2.572	-2.575	-3.344	~~~	~~~	~~~	~~~	~~~	~~~	-2.155
1.09.06	-1.072	-2.585	-2.585	-2.614	-3.468	~~~	~~~	~~~	~~~	~~~	~~~	-1.555
1.09.07	-1.275	-3.194	-3.194	-3.387	-4.050	~~~	~~~	~~~	~~~	~~~	~~~	-2.405
1.09.08	-0.971	-2.431	-2.431	-2.432	-2.574	~~~	~~~	~~~	~~~	~~~	~~~	-1.602
1.09.09	-0.578	-2.739	-2.739	-2.893	-4.488	~~~	~~~	~~~	~~~	~~~	~~~	-1.372
1.09.10	-1.156	-2.471	-2.471	-2.542	-3.133	~~~	~~~	~~~	~~~	~~~	~~~	-1.046
1.09.11	-1.069	-1.843	-1.843	-1.890	-1.130	~~~	~~~	~~~	~~~	~~~	~~~	-2.474
1.09.12	-0.796	-1.966	-1.966	-2.012	-2.180	~~~	~~~	~~~	~~~	~~~	~~~	-1.350
1.09.13	-0.863	-1.983	-1.983	-2.006	-2.760	~~~	~~~	~~~	~~~	~~~	~~~	-1.409
1.09.14	-0.405	-1.776	-1.776	-1.902	-2.644	~~~	~~~	~~~	~~~	~~~	~~~	-1.019
1.09.15	-1.738	-3.916	-3.916	-4.110	-5.591	~~~	~~~	~~~	~~~	~~~	~~~	-3.044
1.09.16	-0.917	-4.870	-4.870	-4.895	-6.306	~~~	~~~	~~~	~~~	~~~	~~~	-4.768
1.09.17	-0.761	-3.962	-3.962	-3.982	-5.545	~~~	~~~	~~~	~~~	~~~	~~~	-3.994
1.09.18	-1.102	-5.936	-5.936	-5.983	-8.643	~~~	~~~	~~~	~~~	~~~	~~~	-6.171
1.09.19	-1.926	-4.162	-4.162	-4.220	-5.394	~~~	~~~	~~~	~~~	~~~	~~~	-2.511
1.09.20	-1.689	-3.637	-3.637	-3.688	-4.853	~~~	~~~	~~~	~~~	~~~	~~~	-2.145
1.09.21	-0.920	-4.379	-4.379	-4.602	-8.397	~~~	~~~	~~~	~~~	~~~	~~~	-2.816
1.09.22	-0.553	-2.022	-2.022	-2.053	-2.226	~~~	~~~	~~~	~~~	~~~	~~~	-1.521
1.09.23	-0.438	-2.400	-2.400	-2.496	-2.469	~~~	~~~	~~~	~~~	~~~	~~~	-2.283
1.09.24	-0.712	-2.359	-2.359	-2.741	-2.925	~~~	~~~	~~~	~~~	~~~	~~~	-1.783
1.09.25	-0.289	-3.093	-3.093	-3.098	-3.479	~~~	~~~	~~~	~~~	~~~	~~~	-3.987
1.09.26	-1.303	-3.831	-3.831	-4.122	-5.091	~~~	~~~	~~~	~~~	~~~	~~~	-2.930
1.09.27	-0.272	-2.415	-2.415	-2.512	-2.925	~~~	~~~	~~~	~~~	~~~	~~~	-2.700
1.09.28	-0.803	-2.439	-2.439	-2.475	-2.580	~~~	~~~	~~~	~~~	~~~	~~~	-2.125
1.09.29	-0.502	-3.787	-3.787	-3.791	-3.855	~~~	~~~	~~~	~~~	~~~	~~~	-4.638
1.09.30	-0.317	-3.058	-3.058	-3.062	-3.604	~~~	~~~	~~~	~~~	~~~	~~~	-3.834
1.09.31	-0.316	-2.571	-2.571	-2.573	-2.576	~~~	~~~	~~~	~~~	~~~	~~~	-3.101
1.09.32	-0.366	-3.240	-3.240	-3.245	-3.689	~~~	~~~	~~~	~~~	~~~	~~~	-4.044
1.09.33	-1.195	-3.753	-3.753	-4.006	-4.438	~~~	~~~	~~~	~~~	~~~	~~~	-2.899
1.09.34	-0.520	-1.868	-1.868	-1.893	-2.032	~~~	~~~	~~~	~~~	~~~	~~~	-1.622
1.09.35	-0.650	-1.827	-1.827	-1.829	-1.294	~~~	~~~	~~~	~~~	~~~	~~~	-3.057
1.10.01	-1.484	-4.424	-4.424	-4.507	-5.052	-0.031	-3.735	-3.981	-3.981	-4.024	-4.024	-5.272
1.10.02	-0.226	-2.085	-3.880	-3.909	-2.396	-0.213	-2.334	-5.161	-5.161	-2.746	-2.746	-2.136
1.10.03	-1.775	-3.722	-3.722	-3.755	-3.557	-0.380	-2.860	-3.024	-3.024	-3.219	-3.219	-3.793
1.10.04	-3.034	-4.510	-4.510	-4.603	-5.226	0.177	-1.930	-1.829	-1.829	-1.597	-1.597	-3.508
1.10.05	-1.053	-1.869	-1.869	-1.881	-1.680	0.077	-1.009	-0.963	-0.963	-0.968	-0.968	-0.993
1.10.06	-2.327	-3.289	-3.289	-3.324	-3.035	-0.539	-1.907	-1.890	-1.890	-1.997	-1.997	-2.640
1.10.07	-0.863	-1.865	-1.865	-1.896	-1.420	-0.010	-1.173	-1.329	-1.329	-1.330	-1.330	-1.695
1.10.08	-1.951	-2.818	-2.818	-2.865	-2.684	-0.520	-1.739	-1.674	-1.674	-1.821	-1.821	-2.224
1.10.09	-0.621	-1.497	-1.497	-1.498	-1.246	-0.472	-1.658	-1.564	-1.564	-1.421	-1.421	-2.801
1.10.10	-0.810	-1.297	-1.297	-1.297	-1.043	0.030	-0.616	-0.605	-0.605	-0.601	-0.601	-1.026
1.10.11	-0.952	-1.309	-1.455	-1.456	-1.515	-0.002	-0.466	-0.709	-0.709	-0.503	-0.503	-0.708
1.11.01	-2.160	-4.849	-4.849	-4.894	-4.493	-0.577	-3.999	-4.176	-4.176	-4.457	-4.457	-4.153
1.11.02	-2.599	-4.983	-4.983	-5.017	-4.962	-0.107	-2.920	-3.322	-3.322	-3.121	-3.121	-4.839
1.11.03	-2.352	-4.690	-4.690	-4.723	-4.549	0.346	-2.323	-2.757	-2.757	-2.414	-2.414	-4.167
1.11.04	-1.013	-1.904	-1.904	-1.904	-1.379	0.015	-0.897	-1.130	-1.130	-1.131	-1.131	-1.242
1.11.05	-1.256	-2.256	-2.256	-2.257	-2.100	-0.008	-1.187	-1.311	-1.311	-1.311	-1.311	-1.887
1.11.06	-3.416	-5.270	-5.270	-5.279	-4.395	-1.454	-3.498	-3.899	-3.899	-3.964	-3.964	-3.740
1.11.07	-1.558	-3.256	-3.256	-3.256	-2.364	-0.436	-2.304	-2.582	-2.582	-2.537	-2.537	-2.618
1.11.08	-1.125	-1.516	-1.516	-1.516	-1.307	0.039	-0.452	-0.507	-0.507	-0.508	-0.508	-0.998
1.11.09	-0.965	-1.325	-1.325	-1.325	-0.888	0.013	-0.453	-0.546	-0.546	-0.546	-0.546	-0.747
1.11.10	-2.493	-3.996	-3.996	-3.998	-3.244	-1.632	-3.466	-3.449	-3.449	-3.288	-3.288	-4.299
1.11.11	0.336	-0.655	-1.090	-1.091	-0.529	0.056	-0.978	-1.846	-1.846	-1.539	-1.539	-1.139
1.11.12	-1.248	-2.121	-2.121	-2.123	-1.586	-0.741	-1.767	-1.936	-1.936	-1.963	-1.963	-2.192
1.12.01	-2.479	-4.757	-4.757	-4.877	-6.378	~~~	~~~	~~~	~~~	~~~	~~~	-2.501
1.12.02	-1.462	-4.276	-4.276	-4.561	-6.646	~~~	~~~	~~~	~~~	~~~	~~~	-3.757
1.12.03	-0.897	-2.592	-2.592	-2.828	-3.177	~~~	~~~	~~~	~~~	~~~	~~~	-2.151
1.12.04	-0.104	-1.186	-1.186	-1.364	-0.768	~~~	~~~	~~~	~~~	~~~	~~~	-1.367
1.12.05	-2.427	-3.468	-3.468	-3.546	-2.053	~~~	~~~	~~~	~~~	~~~	~~~	-3.275
1.12.06	-0.017	-1.309	-1.309	-1.407	-1.672	~~~	~~~	~~~	~~~	~~~	~~~	-1.600
1.12.07	-3.011	-5.448	-5.448	-5.676	-6.744	~~~	~~~	~~~	~~~	~~~	~~~	-2.787
1.12.08	-2.681	-5.196	-5.196	-5.526	-7.248	~~~	~~~	~~~	~~~	~~~	~~~	-3.681
1.12.09	-1.478	-3.685	-3.852	-3.873	-3.047	~~~	~~~	~~~	~~~	~~~	~~~	-4.004
1.12.10	-0.873	-2.032	-2.032	-2.033	-1.794	~~~	~~~	~~~	~~~	~~~	~~~	-1.559
1.12.11	-0.773	-1.940	-2.716	-2.722	-2.764	~~~	~~~	~~~	~~~	~~~	~~~	-1.589
1.12.12	-1.911	-3.374	-3.374	-3.433	-2.873	~~~	~~~	~~~	~~~	~~~	~~~	-2.476
1.12.13	-0.445	-1.060	-1.060	-1.135	-1.046	~~~	~~~	~~~	~~~	~~~	~~~	-0.719
1.12.14	-1.249	-2.145	-2.145	-2.184	-1.951	~~~	~~~	~~~	~~~	~~~	~~~	-1.040
1.12.15	0.543	-0.480	-0.480	-0.501	-0.631	~~~	~~~	~~~	~~~	~~~	~~~	-0.621
1.13.01	-2.068	-3.945	-3.945	-3.984	-2.486	-0.944	-2.980	-3.426	-3.426	-3.474	-3.474	-3.539
1.13.02	-0.800	-2.593	-2.593	-2.594	-1.380	0.010	-1.905	-2.305	-2.305	-2.323	-2.323	-2.535
1.13.03	0.052	-1.091	-1.091	-1.163	-0.314	0.305	-0.848	-1.256	-1.256	-1.231	-1.231	-1.145
1.14.01	-0.630	-3.533	-3.537	-3.542	-4.167	~~~	~~~	~~~	~~~	~~~	~~~	-4.118
1.14.02	-2.114	-4.110	-4.110	-4.146	-4.266	~~~	~~~	~~~	~~~	~~~	~~~	-3.412
1.14.03	-2.845	-5.313	-5.313	-5.449	-5.346	~~~	~~~	~~~	~~~	~~~	~~~	-4.189
1.14.04	-6.167	-9.162	-9.162	-9.819	-12.232	~~~	~~~	~~~	~~~	~~~	~~~	-6.674
1.14.05	-2.969	-5.187	-5.187	-5.303	-5.380	~~~	~~~	~~~	~~~	~~~	~~~	-3.333
1.14.06	-1.055	-2.313	-2.330	-2.331	-2.080	~~~	~~~	~~~	~~~	~~~	~~~	-2.632
1.14.07	-1.253	-2.783	-2.783	-2.785	-1.902	~~~	~~~	~~~	~~~	~~~	~~~	-2.840
1.15.01	-0.287	-2.089	-2.089	-2.345	-3.639	~~~	~~~	~~~	~~~	~~~	~~~	-4.667
1.15.02	-0.605	-1.403	-1.403	-1.452	-1.499	~~~	~~~	~~~	~~~	~~~	~~~	-1.722
1.15.03	-4.021	-6.194	-6.194	-6.537	-8.405	~~~	~~~	~~~	~~~	~~~	~~~	-8.659
1.15.04	-0.375	-2.877	-2.877	-3.371	-6.326	~~~	~~~	~~~	~~~	~~~	~~~	-7.459
1.15.05	-1.844	-3.221	-3.221	-3.349	-3.879	~~~	~~~	~~~	~~~	~~~	~~~	-3.453
1.15.06	-0.708	-2.942	-2.942	-3.061	-6.272	~~~	~~~	~~~	~~~	~~~	~~~	-4.689
1.15.07	-1.277	-3.055	-3.055	-3.092	-3.820	~~~	~~~	~~~	~~~	~~~	~~~	-5.024
1.15.08	-2.642	-5.570	-5.570	-5.879	-8.807	~~~	~~~	~~~	~~~	~~~	~~~	-9.959
2.01.01	0.055	-0.590	-0.590	-0.590	0.197	-0.103	-0.889	-0.951	-0.951	-0.951	-0.951	-0.996
2.01.02	0.432	0.145	0.145	0.147	1.061	-0.111	-0.699	-0.633	-0.633	-0.633	-0.633	-1.431
2.01.03	0.219	-0.106	-0.106	-0.103	0.599	-0.108	-0.566	-0.600	-0.600	-0.600	-0.600	-1.268
2.01.04	0.161	-0.007	-0.007	-0.006	-0.016	-0.082	-0.378	-0.363	-0.363	-0.363	-0.363	-0.665
2.02.01	0.121	-0.448	-0.448	-0.450	-0.026	-0.171	-0.860	-0.949	-0.949	-0.948	-0.948	-0.609
2.02.02	0.325	-0.107	-0.107	-0.103	0.418	-0.286	-0.846	-0.924	-0.924	-0.925	-0.925	-0.519
2.02.03	0.326	-0.193	-0.193	-0.189	0.240	-0.278	-0.924	-0.985	-0.985	-0.985	-0.985	-0.530
2.02.04	0.535	-0.071	-0.071	-0.066	0.730	-0.088	-0.826	-0.867	-0.867	-0.871	-0.871	-0.737
2.02.05	0.202	-0.284	-0.284	-0.280	0.166	-0.073	-0.544	-0.704	-0.704	-0.704	-0.704	-0.405
2.02.06	0.042	-0.587	-0.587	-0.582	-0.133	-0.082	-0.724	-0.899	-0.899	-0.899	-0.899	-0.561
2.02.07	0.263	-0.251	-0.251	-0.246	0.227	-0.225	-0.846	-0.910	-0.910	-0.919	-0.919	-0.462
2.03.01	0.762	-0.425	-0.425	-0.426	0.318	0.137	-2.079	-1.709	-1.709	-1.709	-1.709	-3.200
2.03.02	0.654	-1.140	-1.140	-1.143	1.690	-0.171	-3.606	-3.124	-3.124	-3.124	-3.124	-5.279
2.03.03	0.205	-0.936	-0.936	-0.937	-0.449	0.128	-1.923	-1.601	-1.601	-1.601	-1.601	-2.972
2.03.04	-0.042	-1.116	-1.116	-1.118	-1.324	-0.102	-1.944	-1.687	-1.687	-1.687	-1.687	-2.538
2.03.05	0.602	-1.104	-1.104	-1.106	1.189	-0.069	-3.317	-2.843	-2.843	-2.843	-2.843	-4.947
2.03.06	0.091	-0.823	-0.823	-0.822	-0.980	-0.090	-1.491	-1.359	-1.359	-1.359	-1.359	-1.939
2.03.07	0.357	-1.797	-1.797	-1.799	0.979	-0.149	-4.218	-3.513	-3.513	-3.513	-3.513	-6.207
2.03.08	0.327	-1.563	-1.563	-1.564	1.180	-0.183	-3.865	-3.196	-3.196	-3.196	-3.196	-5.793
2.03.09	-0.052	-1.290	-1.290	-1.290	-1.508	-0.085	-2.321	-1.885	-1.885	-1.885	-1.885	-3.314
2.03.10	0.998	-0.813	-0.813	-0.815	-0.360	-0.167	-3.354	-2.821	-2.821	-2.821	-2.821	-4.585
2.03.11	-4.124	-6.960	-6.960	-6.987	-13.736	0.039	-4.393	-4.043	-4.043	-4.043	-4.043	-5.812
2.03.12	-5.163	-7.307	-7.307	-7.320	-10.884	0.047	-3.831	-3.412	-3.412	-3.412	-3.412	-6.243
2.03.13	-3.175	-5.067	-5.067	-5.078	-10.501	0.124	-3.025	-2.780	-2.780	-2.780	-2.780	-4.538
2.03.14	-5.246	-7.630	-7.630	-7.645	-10.556	0.080	-4.470	-3.844	-3.844	-3.844	-3.844	-7.179
2.03.15	-3.383	-5.577	-5.577	-5.590	-11.513	0.235	-3.550	-3.175	-3.175	-3.175	-3.175	-5.341
2.03.16	0.799	-1.121	-1.121	-1.123	1.397	-0.100	-3.654	-3.056	-3.056	-3.056	-3.056	-5.353
2.03.17	-0.212	-1.677	-1.677	-1.678	-0.460	-0.013	-2.814	-2.300	-2.300	-2.300	-2.300	-4.329
2.03.18	0.705	-0.195	-0.195	-0.196	0.661	-0.160	-1.651	-1.493	-1.493	-1.493	-1.493	-2.690
2.03.19	0.166	-1.310	-1.310	-1.311	-0.852	0.060	-2.575	-2.128	-2.128	-2.128	-2.128	-3.698
2.03.20	-0.086	-1.126	-1.126	-1.127	-0.746	-0.031	-1.638	-1.485	-1.485	-1.485	-1.485	-2.040
2.03.21	-1.703	-3.429	-3.429	-3.455	-6.129	-0.061	-2.935	-2.561	-2.561	-2.561	-2.561	-3.235
2.03.22	-1.356	-4.951	-4.951	-5.004	-8.585	0.488	-4.791	-4.520	-4.520	-4.520	-4.520	-5.401
2.03.23	-0.317	-2.447	-2.447	-2.466	-2.306	0.017	-3.144	-2.901	-2.901	-2.901	-2.901	-3.347
2.03.24	-0.038	-2.870	-2.870	-2.896	-2.851	-0.031	-4.108	-3.845	-3.845	-3.845	-3.845	-4.097
2.03.25	-0.415	-3.063	-3.063	-3.088	-2.955	-0.044	-3.884	-3.633	-3.633	-3.633	-3.633	-4.034
2.03.26	-0.260	-2.596	-2.596	-2.618	-2.060	-0.023	-3.570	-3.242	-3.242	-3.242	-3.242	-3.786
2.03.27	-0.130	-3.076	-3.076	-3.101	-2.750	-0.011	-3.845	-3.769	-3.769	-3.769	-3.769	-3.424
2.03.28	-0.503	-2.962	-2.962	-2.984	-2.959	-0.235	-3.676	-3.450	-3.450	-3.450	-3.450	-3.341
2.03.29	-0.054	-1.626	-1.626	-1.639	-1.095	-0.172	-2.363	-2.199	-2.199	-2.199	-2.199	-2.184
2.03.30	-0.876	-3.378	-3.378	-3.420	-4.118	0.017	-3.667	-3.352	-3.352	-3.352	-3.352	-4.056
2.03.31	-1.248	-2.419	-2.419	-2.470	-4.236	-0.283	-2.443	-2.145	-2.145	-2.145	-2.145	-3.029
2.03.32	-0.229	-2.866	-2.866	-2.907	-3.639	-0.122	-3.998	-3.714	-3.714	-3.714	-3.714	-3.881
2.03.33	-1.018	-1.904	-1.904	-1.913	-3.114	-0.074	-1.645	-1.441	-1.441	-1.441	-1.441	-2.286
2.03.34	0.139	-0.880	-0.880	-0.888	0.329	-0.719	-2.403	-2.048	-2.048	-2.048	-2.048	-2.010
2.03.35	-0.774	-2.691	-2.691	-2.707	-2.776	-0.346	-3.077	-2.876	-2.876	-2.876	-2.876	-2.805
2.03.36	-1.737	-2.782	-2.782	-2.783	-5.551	0.170	-1.566	-1.568	-1.568	-1.568	-1.568	-2.990
2.03.37	-3.191	-4.540	-4.540	-4.541	-5.384	0.146	-2.555	-2.054	-2.054	-2.054	-2.054	-4.407
2.03.38	-2.368	-3.852	-3.852	-3.865	-7.476	0.040	-2.556	-2.209	-2.209	-2.209	-2.209	-4.047
2.03.39	-1.000	-1.785	-1.785	-1.810	-4.690	0.120	-1.348	-1.262	-1.262	-1.262	-1.262	-2.691
2.03.40	-2.988	-4.048	-4.048	-4.049	-5.110	0.172	-2.147	-1.713	-1.713	-1.713	-1.713	-3.915
2.03.41	-1.977	-3.001	-3.001	-3.002	-6.804	0.261	-1.727	-1.677	-1.677	-1.677	-1.677	-3.622
2.03.42	-3.019	-4.137	-4.137	-4.138	-6.333	0.101	-2.236	-1.878	-1.878	-1.878	-1.878	-3.874
2.03.43	-2.589	-3.783	-3.783	-3.785	-8.429	0.175	-1.946	-1.832	-1.832	-1.832	-1.832	-3.479
2.03.44	-5.027	-7.414	-7.414	-7.440	-17.193	-0.931	-5.433	-5.124	-5.124	-5.124	-5.124	-6.707
2.03.45	-4.502	-6.212	-6.212	-6.223	-14.535	-0.879	-4.269	-4.079	-4.079	-4.079	-4.079	-5.353
2.03.46	-2.988	-4.620	-4.620	-4.631	-9.332	-0.136	-3.102	-2.801	-2.801	-2.801	-2.801	-4.016
2.03.47	0.227	-1.556	-1.556	-1.558	-1.314	-0.758	-3.716	-3.302	-3.302	-3.302	-3.302	-4.391
2.03.48	-0.213	-1.139	-1.139	-1.139	-0.785	-0.165	-1.673	-1.547	-1.547	-1.547	-1.547	-2.131
2.03.49	0.353	-1.299	-1.299	-1.301	-0.990	-0.657	-3.511	-3.063	-3.063	-3.063	-3.063	-3.884
2.03.50	0.485	-0.820	-0.820	-0.822	0.213	-0.227	-2.491	-2.175	-2.175	-2.174	-2.174	-3.266
2.03.51	0.473	-1.081	-1.081	-1.084	-0.434	-0.648	-3.422	-3.067	-3.067	-3.067	-3.067	-4.275
2.03.52	0.457	-0.923	-0.923	-0.926	-0.130	-0.262	-2.881	-2.418	-2.418	-2.418	-2.418	-3.537
2.03.53	0.513	-0.778	-0.778	-0.780	0.398	-0.238	-2.460	-2.150	-2.150	-2.150	-2.150	-3.241
2.03.54	0.174	-1.418	-1.418	-1.420	-1.012	-0.521	-3.286	-2.879	-2.879	-2.879	-2.879	-3.726
2.03.55	-1.825	-2.865	-2.865	-2.876	-7.599	-0.297	-2.499	-2.269	-2.269	-2.269	-2.269	-3.438
2.03.56	-2.239	-3.948	-3.948	-3.967	-7.274	-0.409	-3.366	-3.168	-3.168	-3.168	-3.168	-4.317
2.03.57	-1.630	-2.667	-2.667	-2.668	-4.590	-0.125	-1.899	-1.701	-1.701	-1.701	-1.701	-2.582
2.03.58	-2.473	-3.374	-3.374	-3.375	-7.993	-0.201	-2.104	-1.987	-1.987	-1.987	-1.987	-3.096
2.04.01	-0.189	-2.481	-2.481	-2.525	-2.829	-0.005	-3.237	-3.085	-3.085	-3.087	-3.087	-2.876
2.04.02	-0.139	-1.812	-1.812	-1.831	-1.868	-0.219	-2.549	-2.470	-2.470	-2.469	-2.469	-2.164
2.04.03	-0.176	-1.726	-1.726	-1.759	-1.874	-0.095	-2.331	-2.183	-2.183	-2.177	-2.177	-1.946
2.04.04	0.153	-2.126	-2.126	-2.154	-2.817	0.011	-3.161	-3.116	-3.116	-3.120	-3.120	-3.315
2.04.05	-0.205	-1.605	-1.605	-1.622	-1.568	-0.204	-2.127	-2.043	-2.043	-2.036	-2.036	-1.731
2.04.06	-0.819	-2.431	-2.431	-2.447	-2.489	-0.743	-3.203	-2.978	-2.978	-3.023	-3.023	-2.956
2.04.07	0.154	-1.558	-1.558	-1.611	-2.162	-1.251	-4.151	-4.048	-4.048	-4.032	-4.032	-3.775
2.04.08	-1.070	-3.010	-3.010	-3.026	-2.806	-0.917	-3.753	-3.557	-3.557	-3.638	-3.638	-3.833
2.04.09	0.875	-0.442	-0.442	-0.481	-1.222	-0.806	-3.185	-3.272	-3.272	-3.208	-3.208	-2.518
2.04.10	0.554	-0.547	-0.547	-0.579	-0.915	-0.254	-2.043	-2.120	-2.120	-2.016	-2.016	-1.377
2.04.11	0.203	-1.217	-1.217	-1.219	-0.739	-0.375	-2.625	-2.354	-2.354	-2.369	-2.369	-2.301
2.04.12	0.302	-1.782	-1.782	-1.785	-1.459	-0.354	-3.597	-3.266	-3.266	-3.286	-3.286	-3.056
2.04.13	-0.327	-1.912	-1.912	-1.915	-1.183	-0.562	-3.156	-2.846	-2.846	-2.909	-2.909	-2.385
2.04.14	0.150	-1.676	-1.676	-1.678	-1.887	-0.404	-3.230	-2.993	-2.993	-3.008	-3.008	-2.082
2.04.15	1.571	-1.487	-1.487	-1.491	-0.594	-0.927	-5.565	-5.418	-5.418	-5.418	-5.418	-4.759
2.04.16	-0.345	-3.674	-3.674	-3.706	-4.920	-0.470	-5.412	-5.164	-5.164	-5.180	-5.180	-5.432
2.04.17	-1.315	-4.134	-4.134	-4.161	-4.713	-0.701	-4.947	-4.745	-4.745	-4.862	-4.862	-4.715
2.04.18	-0.381	-3.662	-3.662	-3.693	-5.427	-1.181	-6.581	-6.370	-6.370	-6.370	-6.370	-6.790
2.04.19	-0.945	-2.931	-2.931	-2.942	-3.196	-0.629	-3.690	-3.468	-3.468	-3.549	-3.549	-3.391
2.04.20	-1.086	-3.151	-3.151	-3.163	-3.261	-0.826	-3.891	-3.825	-3.825	-3.924	-3.924	-3.531
2.04.21	0.482	-0.852	-0.852	-0.852	-0.269	-0.321	-2.224	-2.134	-2.134	-2.139	-2.139	-1.781
2.04.22	0.828	-2.032	-2.032	-2.035	-1.488	-0.749	-4.930	-4.815	-4.815	-4.815	-4.815	-4.151
2.04.23	0.028	-2.164	-2.164	-2.166	-1.986	-0.457	-3.877	-3.587	-3.587	-3.618	-3.618	-3.204
2.04.24	1.133	-2.228	-2.228	-2.231	-1.417	-0.948	-6.011	-5.965	-5.965	-5.966	-5.966	-5.548
2.04.25	0.810	-1.398	-1.398	-1.399	-0.906	-0.509	-3.799	-3.630	-3.630	-3.637	-3.637	-3.009
2.04.26	-0.593	-1.900	-1.900	-1.913	-2.571	-0.776	-3.181	-3.029	-3.029	-3.029	-3.029	-2.719
2.04.27	-0.140	-2.042	-2.042	-2.054	-2.575	-0.627	-3.415	-3.272	-3.272	-3.272	-3.272	-3.355
2.04.28	-2.279	-6.073	-6.073	-6.111	-6.710	-1.100	-6.505	-6.036	-6.036	-6.043	-6.043	-5.538
2.04.29	-1.262	-3.617	-3.617	-3.631	-4.251	-0.717	-4.551	-4.379	-4.379	-4.514	-4.514	-4.340
2.04.30	-1.571	-4.241	-4.241	-4.258	-4.393	-0.836	-4.482	-4.246	-4.246	-4.250	-4.250	-3.878
2.04.31	0.605	-1.611	-1.611	-1.614	-0.877	-0.633	-3.704	-3.718	-3.718	-3.722	-3.722	-3.156
2.04.32	0.683	-2.194	-2.194	-2.197	-1.896	-0.866	-4.984	-4.886	-4.886	-4.922	-4.922	-4.214
2.04.33	0.379	-1.189	-1.189	-1.191	-0.618	-0.364	-2.421	-2.463	-2.463	-2.464	-2.464	-2.154
2.04.34	0.812	-1.560	-1.560	-1.561	-1.202	-0.605	-3.788	-3.899	-3.899	-3.909	-3.909	-3.092
2.04.35	0.435	-1.302	-1.302	-1.304	-0.867	-0.453	-2.835	-2.898	-2.898	-2.900	-2.900	-2.448
2.04.36	-0.746	-2.364	-2.364	-2.366	-2.002	-0.614	-2.599	-2.584	-2.584	-2.586	-2.586	-2.138
2.04.37	-1.142	-3.433	-3.433	-3.438	-2.960	-0.975	-3.950	-3.855	-3.855	-3.869	-3.869	-3.329
2.04.38	0.184	-0.927	-0.927	-0.928	-0.434	-0.160	-1.606	-1.688	-1.688	-1.690	-1.690	-1.557
2.04.39	-0.017	-2.193	-2.193	-2.215	-2.489	-0.922	-4.086	-4.042	-4.042	-4.042	-4.042	-3.780
2.04.40	-0.909	-3.291	-3.291	-3.310	-3.280	-0.524	-3.827	-3.580	-3.580	-3.583	-3.583	-3.037
2.04.41	0.596	-1.394	-1.394	-1.397	-0.860	-0.487	-3.240	-3.281	-3.281	-3.283	-3.283	-2.861
2.04.42	0.530	-1.425	-1.425	-1.428	-1.136	-0.510	-3.282	-3.257	-3.257	-3.259	-3.259	-2.784
2.04.43	-0.196	-2.573	-2.573	-2.578	-2.618	-0.506	-3.978	-3.687	-3.687	-3.694	-3.694	-2.599
2.04.44	1.191	-1.683	-1.683	-1.688	-1.292	-0.758	-4.847	-4.775	-4.775	-4.783	-4.783	-3.832
2.04.45	0.955	-2.050	-2.050	-2.054	-1.846	-0.824	-5.143	-5.102	-5.102	-5.120	-5.120	-3.919
2.04.46	0.348	-2.111	-2.111	-2.114	-2.100	-0.817	-4.317	-4.159	-4.159	-4.195	-4.195	-3.234
2.04.47	-0.312	-2.676	-2.676	-2.680	-2.721	-0.313	-3.518	-3.325	-3.325	-3.326	-3.326	-2.125
2.04.48	0.075	-2.416	-2.416	-2.420	-1.835	-0.800	-4.539	-4.306	-4.306	-4.386	-4.386	-3.840
2.04.49	-0.404	-2.629	-2.629	-2.633	-2.311	-0.515	-3.448	-3.372	-3.372	-3.381	-3.381	-2.738
