# This file contains the metadata for categorization of the systems in the data set.
# The second column is the name of the group the complex belongs to (groups by elements involved in the HB)
# The third column provides additional tags, including assignment of the systems into the smaller subsets obtained by clustering.
system	group	tags
2.09_125	XH-O	"SH-O,scaling1.25,cluster050,cluster100,cluster200"
2.09_150	XH-O	"SH-O,scaling1.50,cluster050,cluster100,cluster200"
2.09_200	XH-O	"SH-O,scaling2.00,cluster050,cluster100,cluster200"
2.10_080	XH-O	"SH-O,scaling0.80,cluster100,cluster200"
2.10_085	XH-O	"SH-O,scaling0.85,cluster100,cluster200"
2.10_090	XH-O	"SH-O,scaling0.90,cluster100,cluster200"
2.10_095	XH-O	"SH-O,scaling0.95,cluster100,cluster200"
2.10_100	XH-O	"SH-O,scaling1.00,minimum,cluster100,cluster200"
2.10_105	XH-O	"SH-O,scaling1.05,cluster100,cluster200"
2.10_110	XH-O	"SH-O,scaling1.10,cluster100,cluster200"
2.10_125	XH-O	"SH-O,scaling1.25,cluster100,cluster200"
2.10_150	XH-O	"SH-O,scaling1.50,cluster100,cluster200"
2.10_200	XH-O	"SH-O,scaling2.00,cluster100,cluster200"
2.11_080	XH-O	"SH-O,scaling0.80,cluster200"
2.11_085	XH-O	"SH-O,scaling0.85,cluster200"
2.11_090	XH-O	"SH-O,scaling0.90,cluster200"
2.11_095	XH-O	"SH-O,scaling0.95,cluster200"
2.11_100	XH-O	"SH-O,scaling1.00,minimum,cluster200"
2.11_105	XH-O	"SH-O,scaling1.05,cluster200"
2.11_110	XH-O	"SH-O,scaling1.10,cluster200"
2.11_125	XH-O	"SH-O,scaling1.25,cluster200"
2.11_150	XH-O	"SH-O,scaling1.50,cluster200"
2.11_200	XH-O	"SH-O,scaling2.00,cluster200"
2.12_080	XH-O	"FH-O,scaling0.80,cluster100"
2.12_085	XH-O	"FH-O,scaling0.85,cluster100"
2.12_090	XH-O	"FH-O,scaling0.90,cluster100"
2.12_095	XH-O	"FH-O,scaling0.95,cluster100"
2.12_100	XH-O	"FH-O,scaling1.00,minimum,cluster100"
2.12_105	XH-O	"FH-O,scaling1.05,cluster100"
2.12_110	XH-O	"FH-O,scaling1.10,cluster100"
2.12_125	XH-O	"FH-O,scaling1.25,cluster100"
2.12_150	XH-O	"FH-O,scaling1.50,cluster100"
2.12_200	XH-O	"FH-O,scaling2.00,cluster100"
2.13_080	XH-O	"FH-O,scaling0.80"
2.13_085	XH-O	"FH-O,scaling0.85"
2.13_090	XH-O	"FH-O,scaling0.90"
2.13_095	XH-O	"FH-O,scaling0.95"
2.13_100	XH-O	"FH-O,scaling1.00,minimum"
2.13_105	XH-O	"FH-O,scaling1.05"
2.13_110	XH-O	"FH-O,scaling1.10"
2.13_125	XH-O	"FH-O,scaling1.25"
2.13_150	XH-O	"FH-O,scaling1.50"
2.13_200	XH-O	"FH-O,scaling2.00"
2.14_080	XH-O	"FH-O,scaling0.80"
2.14_085	XH-O	"FH-O,scaling0.85"
2.14_090	XH-O	"FH-O,scaling0.90"
2.14_095	XH-O	"FH-O,scaling0.95"
2.14_100	XH-O	"FH-O,scaling1.00,minimum"
2.14_105	XH-O	"FH-O,scaling1.05"
2.14_110	XH-O	"FH-O,scaling1.10"
2.14_125	XH-O	"FH-O,scaling1.25"
2.14_150	XH-O	"FH-O,scaling1.50"
2.14_200	XH-O	"FH-O,scaling2.00"
2.15_080	XH-O	"FH-O,scaling0.80,cluster100,cluster200"
2.15_085	XH-O	"FH-O,scaling0.85,cluster100,cluster200"
2.15_090	XH-O	"FH-O,scaling0.90,cluster100,cluster200"
2.15_095	XH-O	"FH-O,scaling0.95,cluster100,cluster200"
2.15_100	XH-O	"FH-O,scaling1.00,minimum,cluster100,cluster200"
2.15_105	XH-O	"FH-O,scaling1.05,cluster100,cluster200"
2.15_110	XH-O	"FH-O,scaling1.10,cluster100,cluster200"
2.15_125	XH-O	"FH-O,scaling1.25,cluster100,cluster200"
2.15_150	XH-O	"FH-O,scaling1.50,cluster100,cluster200"
2.15_200	XH-O	"FH-O,scaling2.00,cluster100,cluster200"
2.16_080	XH-O	"FH-O,scaling0.80,cluster050,cluster100,cluster200"
2.16_085	XH-O	"FH-O,scaling0.85,cluster050,cluster100,cluster200"
2.16_090	XH-O	"FH-O,scaling0.90,cluster050,cluster100,cluster200"
2.16_095	XH-O	"FH-O,scaling0.95,cluster050,cluster100,cluster200"
2.16_100	XH-O	"FH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.16_105	XH-O	"FH-O,scaling1.05,cluster050,cluster100,cluster200"
2.16_110	XH-O	"FH-O,scaling1.10,cluster050,cluster100,cluster200"
2.16_125	XH-O	"FH-O,scaling1.25,cluster050,cluster100,cluster200"
2.16_150	XH-O	"FH-O,scaling1.50,cluster050,cluster100,cluster200"
2.16_200	XH-O	"FH-O,scaling2.00,cluster050,cluster100,cluster200"
2.17_080	XH-O	"FH-O,scaling0.80"
2.17_085	XH-O	"FH-O,scaling0.85"
2.17_090	XH-O	"FH-O,scaling0.90"
2.17_095	XH-O	"FH-O,scaling0.95"
2.17_100	XH-O	"FH-O,scaling1.00,minimum"
2.17_105	XH-O	"FH-O,scaling1.05"
2.17_110	XH-O	"FH-O,scaling1.10"
2.17_125	XH-O	"FH-O,scaling1.25"
2.17_150	XH-O	"FH-O,scaling1.50"
2.17_200	XH-O	"FH-O,scaling2.00"
2.18_080	XH-O	"FH-O,scaling0.80,cluster200"
2.18_085	XH-O	"FH-O,scaling0.85,cluster200"
2.18_090	XH-O	"FH-O,scaling0.90,cluster200"
2.18_095	XH-O	"FH-O,scaling0.95,cluster200"
2.18_100	XH-O	"FH-O,scaling1.00,minimum,cluster200"
2.18_105	XH-O	"FH-O,scaling1.05,cluster200"
2.18_110	XH-O	"FH-O,scaling1.10,cluster200"
2.18_125	XH-O	"FH-O,scaling1.25,cluster200"
2.18_150	XH-O	"FH-O,scaling1.50,cluster200"
2.18_200	XH-O	"FH-O,scaling2.00,cluster200"
2.19_080	XH-O	"FH-O,scaling0.80,cluster020,cluster050,cluster200"
2.19_085	XH-O	"FH-O,scaling0.85,cluster020,cluster050,cluster200"
2.19_090	XH-O	"FH-O,scaling0.90,cluster020,cluster050,cluster200"
2.19_095	XH-O	"FH-O,scaling0.95,cluster020,cluster050,cluster200"
2.19_100	XH-O	"FH-O,scaling1.00,minimum,cluster020,cluster050,cluster200"
2.19_105	XH-O	"FH-O,scaling1.05,cluster020,cluster050,cluster200"
2.19_110	XH-O	"FH-O,scaling1.10,cluster020,cluster050,cluster200"
2.19_125	XH-O	"FH-O,scaling1.25,cluster020,cluster050,cluster200"
2.19_150	XH-O	"FH-O,scaling1.50,cluster020,cluster050,cluster200"
2.19_200	XH-O	"FH-O,scaling2.00,cluster020,cluster050,cluster200"
2.20_080	XH-O	"FH-O,scaling0.80,cluster020,cluster050,cluster100,cluster200"
2.20_085	XH-O	"FH-O,scaling0.85,cluster020,cluster050,cluster100,cluster200"
2.20_090	XH-O	"FH-O,scaling0.90,cluster020,cluster050,cluster100,cluster200"
2.20_095	XH-O	"FH-O,scaling0.95,cluster020,cluster050,cluster100,cluster200"
2.20_100	XH-O	"FH-O,scaling1.00,minimum,cluster020,cluster050,cluster100,cluster200"
2.20_105	XH-O	"FH-O,scaling1.05,cluster020,cluster050,cluster100,cluster200"
2.20_110	XH-O	"FH-O,scaling1.10,cluster020,cluster050,cluster100,cluster200"
2.20_125	XH-O	"FH-O,scaling1.25,cluster020,cluster050,cluster100,cluster200"
2.20_150	XH-O	"FH-O,scaling1.50,cluster020,cluster050,cluster100,cluster200"
2.20_200	XH-O	"FH-O,scaling2.00,cluster020,cluster050,cluster100,cluster200"
2.21_080	XH-O	"FH-O,scaling0.80,cluster200"
2.21_085	XH-O	"FH-O,scaling0.85,cluster200"
2.21_090	XH-O	"FH-O,scaling0.90,cluster200"
2.21_095	XH-O	"FH-O,scaling0.95,cluster200"
2.21_100	XH-O	"FH-O,scaling1.00,minimum,cluster200"
2.21_105	XH-O	"FH-O,scaling1.05,cluster200"
2.21_110	XH-O	"FH-O,scaling1.10,cluster200"
2.21_125	XH-O	"FH-O,scaling1.25,cluster200"
2.21_150	XH-O	"FH-O,scaling1.50,cluster200"
2.21_200	XH-O	"FH-O,scaling2.00,cluster200"
2.22_080	XH-O	"ClH-O,scaling0.80,cluster050,cluster100,cluster200"
2.22_085	XH-O	"ClH-O,scaling0.85,cluster050,cluster100,cluster200"
2.22_090	XH-O	"ClH-O,scaling0.90,cluster050,cluster100,cluster200"
2.22_095	XH-O	"ClH-O,scaling0.95,cluster050,cluster100,cluster200"
2.22_100	XH-O	"ClH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.22_105	XH-O	"ClH-O,scaling1.05,cluster050,cluster100,cluster200"
2.22_110	XH-O	"ClH-O,scaling1.10,cluster050,cluster100,cluster200"
2.22_125	XH-O	"ClH-O,scaling1.25,cluster050,cluster100,cluster200"
2.22_150	XH-O	"ClH-O,scaling1.50,cluster050,cluster100,cluster200"
2.22_200	XH-O	"ClH-O,scaling2.00,cluster050,cluster100,cluster200"
2.23_080	XH-O	"ClH-O,scaling0.80,cluster100,cluster200"
2.23_085	XH-O	"ClH-O,scaling0.85,cluster100,cluster200"
2.23_090	XH-O	"ClH-O,scaling0.90,cluster100,cluster200"
2.23_095	XH-O	"ClH-O,scaling0.95,cluster100,cluster200"
2.23_100	XH-O	"ClH-O,scaling1.00,minimum,cluster100,cluster200"
2.23_105	XH-O	"ClH-O,scaling1.05,cluster100,cluster200"
2.23_110	XH-O	"ClH-O,scaling1.10,cluster100,cluster200"
2.23_125	XH-O	"ClH-O,scaling1.25,cluster100,cluster200"
2.23_150	XH-O	"ClH-O,scaling1.50,cluster100,cluster200"
2.23_200	XH-O	"ClH-O,scaling2.00,cluster100,cluster200"
2.24_080	XH-O	"ClH-O,scaling0.80,cluster050,cluster100,cluster200"
2.24_085	XH-O	"ClH-O,scaling0.85,cluster050,cluster100,cluster200"
2.24_090	XH-O	"ClH-O,scaling0.90,cluster050,cluster100,cluster200"
2.24_095	XH-O	"ClH-O,scaling0.95,cluster050,cluster100,cluster200"
2.24_100	XH-O	"ClH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.24_105	XH-O	"ClH-O,scaling1.05,cluster050,cluster100,cluster200"
2.24_110	XH-O	"ClH-O,scaling1.10,cluster050,cluster100,cluster200"
2.24_125	XH-O	"ClH-O,scaling1.25,cluster050,cluster100,cluster200"
2.24_150	XH-O	"ClH-O,scaling1.50,cluster050,cluster100,cluster200"
2.24_200	XH-O	"ClH-O,scaling2.00,cluster050,cluster100,cluster200"
2.25_080	XH-O	"ClH-O,scaling0.80,cluster200"
2.25_085	XH-O	"ClH-O,scaling0.85,cluster200"
2.25_090	XH-O	"ClH-O,scaling0.90,cluster200"
2.25_095	XH-O	"ClH-O,scaling0.95,cluster200"
2.25_100	XH-O	"ClH-O,scaling1.00,minimum,cluster200"
2.25_105	XH-O	"ClH-O,scaling1.05,cluster200"
2.25_110	XH-O	"ClH-O,scaling1.10,cluster200"
2.25_125	XH-O	"ClH-O,scaling1.25,cluster200"
2.25_150	XH-O	"ClH-O,scaling1.50,cluster200"
2.25_200	XH-O	"ClH-O,scaling2.00,cluster200"
2.26_080	XH-O	"ClH-O,scaling0.80,cluster050"
2.26_085	XH-O	"ClH-O,scaling0.85,cluster050"
2.26_090	XH-O	"ClH-O,scaling0.90,cluster050"
2.26_095	XH-O	"ClH-O,scaling0.95,cluster050"
2.26_100	XH-O	"ClH-O,scaling1.00,minimum,cluster050"
2.26_105	XH-O	"ClH-O,scaling1.05,cluster050"
2.26_110	XH-O	"ClH-O,scaling1.10,cluster050"
2.26_125	XH-O	"ClH-O,scaling1.25,cluster050"
2.26_150	XH-O	"ClH-O,scaling1.50,cluster050"
2.26_200	XH-O	"ClH-O,scaling2.00,cluster050"
2.27_080	XH-O	"ClH-O,scaling0.80,cluster200"
2.27_085	XH-O	"ClH-O,scaling0.85,cluster200"
2.27_090	XH-O	"ClH-O,scaling0.90,cluster200"
2.27_095	XH-O	"ClH-O,scaling0.95,cluster200"
2.27_100	XH-O	"ClH-O,scaling1.00,minimum,cluster200"
2.27_105	XH-O	"ClH-O,scaling1.05,cluster200"
2.27_110	XH-O	"ClH-O,scaling1.10,cluster200"
2.27_125	XH-O	"ClH-O,scaling1.25,cluster200"
2.27_150	XH-O	"ClH-O,scaling1.50,cluster200"
2.27_200	XH-O	"ClH-O,scaling2.00,cluster200"
2.28_080	XH-O	"ClH-O,scaling0.80,cluster100,cluster200"
2.28_085	XH-O	"ClH-O,scaling0.85,cluster100,cluster200"
2.28_090	XH-O	"ClH-O,scaling0.90,cluster100,cluster200"
2.28_095	XH-O	"ClH-O,scaling0.95,cluster100,cluster200"
2.28_100	XH-O	"ClH-O,scaling1.00,minimum,cluster100,cluster200"
2.28_105	XH-O	"ClH-O,scaling1.05,cluster100,cluster200"
2.28_110	XH-O	"ClH-O,scaling1.10,cluster100,cluster200"
2.28_125	XH-O	"ClH-O,scaling1.25,cluster100,cluster200"
2.28_150	XH-O	"ClH-O,scaling1.50,cluster100,cluster200"
2.28_200	XH-O	"ClH-O,scaling2.00,cluster100,cluster200"
2.29_080	XH-O	"ClH-O,scaling0.80,cluster050,cluster100,cluster200"
2.29_085	XH-O	"ClH-O,scaling0.85,cluster050,cluster100,cluster200"
2.29_090	XH-O	"ClH-O,scaling0.90,cluster050,cluster100,cluster200"
2.29_095	XH-O	"ClH-O,scaling0.95,cluster050,cluster100,cluster200"
2.29_100	XH-O	"ClH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.29_105	XH-O	"ClH-O,scaling1.05,cluster050,cluster100,cluster200"
2.29_110	XH-O	"ClH-O,scaling1.10,cluster050,cluster100,cluster200"
2.29_125	XH-O	"ClH-O,scaling1.25,cluster050,cluster100,cluster200"
2.29_150	XH-O	"ClH-O,scaling1.50,cluster050,cluster100,cluster200"
2.29_200	XH-O	"ClH-O,scaling2.00,cluster050,cluster100,cluster200"
2.30_080	XH-O	"ClH-O,scaling0.80,cluster100,cluster200"
2.30_085	XH-O	"ClH-O,scaling0.85,cluster100,cluster200"
2.30_090	XH-O	"ClH-O,scaling0.90,cluster100,cluster200"
2.30_095	XH-O	"ClH-O,scaling0.95,cluster100,cluster200"
2.30_100	XH-O	"ClH-O,scaling1.00,minimum,cluster100,cluster200"
2.30_105	XH-O	"ClH-O,scaling1.05,cluster100,cluster200"
2.30_110	XH-O	"ClH-O,scaling1.10,cluster100,cluster200"
2.30_125	XH-O	"ClH-O,scaling1.25,cluster100,cluster200"
2.30_150	XH-O	"ClH-O,scaling1.50,cluster100,cluster200"
2.30_200	XH-O	"ClH-O,scaling2.00,cluster100,cluster200"
2.31_080	XH-O	"ClH-O,scaling0.80,cluster100,cluster200"
2.31_085	XH-O	"ClH-O,scaling0.85,cluster100,cluster200"
2.31_090	XH-O	"ClH-O,scaling0.90,cluster100,cluster200"
2.31_095	XH-O	"ClH-O,scaling0.95,cluster100,cluster200"
2.31_100	XH-O	"ClH-O,scaling1.00,minimum,cluster100,cluster200"
2.31_105	XH-O	"ClH-O,scaling1.05,cluster100,cluster200"
2.31_110	XH-O	"ClH-O,scaling1.10,cluster100,cluster200"
2.31_125	XH-O	"ClH-O,scaling1.25,cluster100,cluster200"
2.31_150	XH-O	"ClH-O,scaling1.50,cluster100,cluster200"
2.31_200	XH-O	"ClH-O,scaling2.00,cluster100,cluster200"
2.32_080	XH-O	"BrH-O,scaling0.80,cluster020,cluster050,cluster200"
2.32_085	XH-O	"BrH-O,scaling0.85,cluster020,cluster050,cluster200"
2.32_090	XH-O	"BrH-O,scaling0.90,cluster020,cluster050,cluster200"
2.32_095	XH-O	"BrH-O,scaling0.95,cluster020,cluster050,cluster200"
2.32_100	XH-O	"BrH-O,scaling1.00,minimum,cluster020,cluster050,cluster200"
2.32_105	XH-O	"BrH-O,scaling1.05,cluster020,cluster050,cluster200"
2.32_110	XH-O	"BrH-O,scaling1.10,cluster020,cluster050,cluster200"
2.32_125	XH-O	"BrH-O,scaling1.25,cluster020,cluster050,cluster200"
2.32_150	XH-O	"BrH-O,scaling1.50,cluster020,cluster050,cluster200"
2.32_200	XH-O	"BrH-O,scaling2.00,cluster020,cluster050,cluster200"
2.33_080	XH-O	"BrH-O,scaling0.80,cluster050,cluster100,cluster200"
2.33_085	XH-O	"BrH-O,scaling0.85,cluster050,cluster100,cluster200"
2.33_090	XH-O	"BrH-O,scaling0.90,cluster050,cluster100,cluster200"
2.33_095	XH-O	"BrH-O,scaling0.95,cluster050,cluster100,cluster200"
2.33_100	XH-O	"BrH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.33_105	XH-O	"BrH-O,scaling1.05,cluster050,cluster100,cluster200"
2.33_110	XH-O	"BrH-O,scaling1.10,cluster050,cluster100,cluster200"
2.33_125	XH-O	"BrH-O,scaling1.25,cluster050,cluster100,cluster200"
2.33_150	XH-O	"BrH-O,scaling1.50,cluster050,cluster100,cluster200"
2.33_200	XH-O	"BrH-O,scaling2.00,cluster050,cluster100,cluster200"
2.34_080	XH-O	"BrH-O,scaling0.80,cluster200"
2.34_085	XH-O	"BrH-O,scaling0.85,cluster200"
2.34_090	XH-O	"BrH-O,scaling0.90,cluster200"
2.34_095	XH-O	"BrH-O,scaling0.95,cluster200"
2.34_100	XH-O	"BrH-O,scaling1.00,minimum,cluster200"
2.34_105	XH-O	"BrH-O,scaling1.05,cluster200"
2.34_110	XH-O	"BrH-O,scaling1.10,cluster200"
2.34_125	XH-O	"BrH-O,scaling1.25,cluster200"
2.34_150	XH-O	"BrH-O,scaling1.50,cluster200"
2.34_200	XH-O	"BrH-O,scaling2.00,cluster200"
2.35_080	XH-O	"BrH-O,scaling0.80,cluster200"
2.35_085	XH-O	"BrH-O,scaling0.85,cluster200"
2.35_090	XH-O	"BrH-O,scaling0.90,cluster200"
2.35_095	XH-O	"BrH-O,scaling0.95,cluster200"
2.35_100	XH-O	"BrH-O,scaling1.00,minimum,cluster200"
2.35_105	XH-O	"BrH-O,scaling1.05,cluster200"
2.35_110	XH-O	"BrH-O,scaling1.10,cluster200"
2.35_125	XH-O	"BrH-O,scaling1.25,cluster200"
2.35_150	XH-O	"BrH-O,scaling1.50,cluster200"
2.35_200	XH-O	"BrH-O,scaling2.00,cluster200"
2.36_080	XH-O	"BrH-O,scaling0.80"
2.36_085	XH-O	"BrH-O,scaling0.85"
2.36_090	XH-O	"BrH-O,scaling0.90"
2.36_095	XH-O	"BrH-O,scaling0.95"
2.36_100	XH-O	"BrH-O,scaling1.00,minimum"
2.36_105	XH-O	"BrH-O,scaling1.05"
2.36_110	XH-O	"BrH-O,scaling1.10"
2.36_125	XH-O	"BrH-O,scaling1.25"
2.36_150	XH-O	"BrH-O,scaling1.50"
2.36_200	XH-O	"BrH-O,scaling2.00"
2.37_080	XH-O	"BrH-O,scaling0.80,cluster100"
2.37_085	XH-O	"BrH-O,scaling0.85,cluster100"
2.37_090	XH-O	"BrH-O,scaling0.90,cluster100"
2.37_095	XH-O	"BrH-O,scaling0.95,cluster100"
2.37_100	XH-O	"BrH-O,scaling1.00,minimum,cluster100"
2.37_105	XH-O	"BrH-O,scaling1.05,cluster100"
2.37_110	XH-O	"BrH-O,scaling1.10,cluster100"
2.37_125	XH-O	"BrH-O,scaling1.25,cluster100"
2.37_150	XH-O	"BrH-O,scaling1.50,cluster100"
2.37_200	XH-O	"BrH-O,scaling2.00,cluster100"
2.38_080	XH-O	"BrH-O,scaling0.80,cluster200"
2.38_085	XH-O	"BrH-O,scaling0.85,cluster200"
2.38_090	XH-O	"BrH-O,scaling0.90,cluster200"
2.38_095	XH-O	"BrH-O,scaling0.95,cluster200"
2.38_100	XH-O	"BrH-O,scaling1.00,minimum,cluster200"
2.38_105	XH-O	"BrH-O,scaling1.05,cluster200"
2.38_110	XH-O	"BrH-O,scaling1.10,cluster200"
2.38_125	XH-O	"BrH-O,scaling1.25,cluster200"
2.38_150	XH-O	"BrH-O,scaling1.50,cluster200"
2.38_200	XH-O	"BrH-O,scaling2.00,cluster200"
2.39_080	XH-O	"BrH-O,scaling0.80,cluster020,cluster100,cluster200"
2.39_085	XH-O	"BrH-O,scaling0.85,cluster020,cluster100,cluster200"
2.39_090	XH-O	"BrH-O,scaling0.90,cluster020,cluster100,cluster200"
2.39_095	XH-O	"BrH-O,scaling0.95,cluster020,cluster100,cluster200"
2.39_100	XH-O	"BrH-O,scaling1.00,minimum,cluster020,cluster100,cluster200"
2.39_105	XH-O	"BrH-O,scaling1.05,cluster020,cluster100,cluster200"
2.39_110	XH-O	"BrH-O,scaling1.10,cluster020,cluster100,cluster200"
2.39_125	XH-O	"BrH-O,scaling1.25,cluster020,cluster100,cluster200"
2.39_150	XH-O	"BrH-O,scaling1.50,cluster020,cluster100,cluster200"
2.39_200	XH-O	"BrH-O,scaling2.00,cluster020,cluster100,cluster200"
2.40_080	XH-O	"BrH-O,scaling0.80,cluster200"
2.40_085	XH-O	"BrH-O,scaling0.85,cluster200"
2.40_090	XH-O	"BrH-O,scaling0.90,cluster200"
2.40_095	XH-O	"BrH-O,scaling0.95,cluster200"
2.40_100	XH-O	"BrH-O,scaling1.00,minimum,cluster200"
2.40_105	XH-O	"BrH-O,scaling1.05,cluster200"
2.40_110	XH-O	"BrH-O,scaling1.10,cluster200"
2.40_125	XH-O	"BrH-O,scaling1.25,cluster200"
2.40_150	XH-O	"BrH-O,scaling1.50,cluster200"
2.40_200	XH-O	"BrH-O,scaling2.00,cluster200"
2.41_080	XH-O	"BrH-O,scaling0.80"
2.41_085	XH-O	"BrH-O,scaling0.85"
2.41_090	XH-O	"BrH-O,scaling0.90"
2.41_095	XH-O	"BrH-O,scaling0.95"
2.41_100	XH-O	"BrH-O,scaling1.00,minimum"
2.41_105	XH-O	"BrH-O,scaling1.05"
2.41_110	XH-O	"BrH-O,scaling1.10"
2.41_125	XH-O	"BrH-O,scaling1.25"
2.41_150	XH-O	"BrH-O,scaling1.50"
2.41_200	XH-O	"BrH-O,scaling2.00"
2.42_080	XH-O	"IH-O,scaling0.80,cluster100,cluster200"
2.42_085	XH-O	"IH-O,scaling0.85,cluster100,cluster200"
2.42_090	XH-O	"IH-O,scaling0.90,cluster100,cluster200"
2.42_095	XH-O	"IH-O,scaling0.95,cluster100,cluster200"
2.42_100	XH-O	"IH-O,scaling1.00,minimum,cluster100,cluster200"
2.42_105	XH-O	"IH-O,scaling1.05,cluster100,cluster200"
2.42_110	XH-O	"IH-O,scaling1.10,cluster100,cluster200"
2.42_125	XH-O	"IH-O,scaling1.25,cluster100,cluster200"
2.42_150	XH-O	"IH-O,scaling1.50,cluster100,cluster200"
2.42_200	XH-O	"IH-O,scaling2.00,cluster100,cluster200"
2.43_080	XH-O	"IH-O,scaling0.80,cluster100,cluster200"
2.43_085	XH-O	"IH-O,scaling0.85,cluster100,cluster200"
2.43_090	XH-O	"IH-O,scaling0.90,cluster100,cluster200"
2.43_095	XH-O	"IH-O,scaling0.95,cluster100,cluster200"
2.43_100	XH-O	"IH-O,scaling1.00,minimum,cluster100,cluster200"
2.43_105	XH-O	"IH-O,scaling1.05,cluster100,cluster200"
2.43_110	XH-O	"IH-O,scaling1.10,cluster100,cluster200"
2.43_125	XH-O	"IH-O,scaling1.25,cluster100,cluster200"
2.43_150	XH-O	"IH-O,scaling1.50,cluster100,cluster200"
2.43_200	XH-O	"IH-O,scaling2.00,cluster100,cluster200"
2.44_080	XH-O	"IH-O,scaling0.80,cluster050,cluster100,cluster200"
2.44_085	XH-O	"IH-O,scaling0.85,cluster050,cluster100,cluster200"
2.44_090	XH-O	"IH-O,scaling0.90,cluster050,cluster100,cluster200"
2.44_095	XH-O	"IH-O,scaling0.95,cluster050,cluster100,cluster200"
2.44_100	XH-O	"IH-O,scaling1.00,minimum,cluster050,cluster100,cluster200"
2.44_105	XH-O	"IH-O,scaling1.05,cluster050,cluster100,cluster200"
2.44_110	XH-O	"IH-O,scaling1.10,cluster050,cluster100,cluster200"
2.44_125	XH-O	"IH-O,scaling1.25,cluster050,cluster100,cluster200"
2.44_150	XH-O	"IH-O,scaling1.50,cluster050,cluster100,cluster200"
2.44_200	XH-O	"IH-O,scaling2.00,cluster050,cluster100,cluster200"
2.45_080	XH-O	"IH-O,scaling0.80,cluster100,cluster200"
2.45_085	XH-O	"IH-O,scaling0.85,cluster100,cluster200"
2.45_090	XH-O	"IH-O,scaling0.90,cluster100,cluster200"
2.45_095	XH-O	"IH-O,scaling0.95,cluster100,cluster200"
2.45_100	XH-O	"IH-O,scaling1.00,minimum,cluster100,cluster200"
2.45_105	XH-O	"IH-O,scaling1.05,cluster100,cluster200"
2.45_110	XH-O	"IH-O,scaling1.10,cluster100,cluster200"
2.45_125	XH-O	"IH-O,scaling1.25,cluster100,cluster200"
2.45_150	XH-O	"IH-O,scaling1.50,cluster100,cluster200"
2.45_200	XH-O	"IH-O,scaling2.00,cluster100,cluster200"
2.46_080	XH-O	"IH-O,scaling0.80"
2.46_085	XH-O	"IH-O,scaling0.85"
2.46_090	XH-O	"IH-O,scaling0.90"
2.46_095	XH-O	"IH-O,scaling0.95"
2.46_100	XH-O	"IH-O,scaling1.00,minimum"
2.46_105	XH-O	"IH-O,scaling1.05"
2.46_110	XH-O	"IH-O,scaling1.10"
2.46_125	XH-O	"IH-O,scaling1.25"
2.46_150	XH-O	"IH-O,scaling1.50"
2.46_200	XH-O	"IH-O,scaling2.00"
2.47_080	XH-O	"IH-O,scaling0.80,cluster200"
2.47_085	XH-O	"IH-O,scaling0.85,cluster200"
2.47_090	XH-O	"IH-O,scaling0.90,cluster200"
2.47_095	XH-O	"IH-O,scaling0.95,cluster200"
2.47_100	XH-O	"IH-O,scaling1.00,minimum,cluster200"
2.47_105	XH-O	"IH-O,scaling1.05,cluster200"
2.47_110	XH-O	"IH-O,scaling1.10,cluster200"
2.47_125	XH-O	"IH-O,scaling1.25,cluster200"
2.47_150	XH-O	"IH-O,scaling1.50,cluster200"
2.47_200	XH-O	"IH-O,scaling2.00,cluster200"
2.48_080	XH-O	"IH-O,scaling0.80,cluster100,cluster200"
2.48_085	XH-O	"IH-O,scaling0.85,cluster100,cluster200"
2.48_090	XH-O	"IH-O,scaling0.90,cluster100,cluster200"
2.48_095	XH-O	"IH-O,scaling0.95,cluster100,cluster200"
2.48_100	XH-O	"IH-O,scaling1.00,minimum,cluster100,cluster200"
2.48_105	XH-O	"IH-O,scaling1.05,cluster100,cluster200"
2.48_110	XH-O	"IH-O,scaling1.10,cluster100,cluster200"
2.48_125	XH-O	"IH-O,scaling1.25,cluster100,cluster200"
2.48_150	XH-O	"IH-O,scaling1.50,cluster100,cluster200"
2.48_200	XH-O	"IH-O,scaling2.00,cluster100,cluster200"
2.49_080	XH-O	"IH-O,scaling0.80,cluster200"
2.49_085	XH-O	"IH-O,scaling0.85,cluster200"
2.49_090	XH-O	"IH-O,scaling0.90,cluster200"
2.49_095	XH-O	"IH-O,scaling0.95,cluster200"
2.49_100	XH-O	"IH-O,scaling1.00,minimum,cluster200"
2.49_105	XH-O	"IH-O,scaling1.05,cluster200"
2.49_110	XH-O	"IH-O,scaling1.10,cluster200"
2.49_125	XH-O	"IH-O,scaling1.25,cluster200"
2.49_150	XH-O	"IH-O,scaling1.50,cluster200"
2.49_200	XH-O	"IH-O,scaling2.00,cluster200"
2.50_080	XH-O	"IH-O,scaling0.80,cluster200"
2.50_085	XH-O	"IH-O,scaling0.85,cluster200"
2.50_090	XH-O	"IH-O,scaling0.90,cluster200"
2.50_095	XH-O	"IH-O,scaling0.95,cluster200"
2.50_100	XH-O	"IH-O,scaling1.00,minimum,cluster200"
