# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for HB300SPXx10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst         Exch          Ind        deltaHF        Disp           Total     
2.25_200        -1.828         0.071        -0.144        -0.021        -0.365        -2.287
2.26_080       -29.289        53.610       -10.550        -8.009       -10.082        -4.320
2.26_085       -23.659        40.592        -7.472        -6.657        -8.400        -5.596
2.26_090       -19.173        30.586        -5.421        -5.308        -7.024        -6.340
2.26_095       -15.618        22.952        -4.022        -4.119        -5.891        -6.698
2.26_100       -12.807        17.165        -3.043        -3.137        -4.954        -6.776
2.26_105       -10.584        12.799        -2.342        -2.358        -4.174        -6.659
2.26_110        -8.820         9.521        -1.827        -1.757        -3.525        -6.408
2.26_125        -5.385         3.873        -0.923        -0.703        -2.145        -5.283
2.26_150        -2.789         0.841        -0.339        -0.149        -0.971        -3.406
2.26_200        -1.104         0.038        -0.065        -0.008        -0.237        -1.376
2.27_080       -21.935        42.832        -6.794        -4.851       -10.964        -1.712
2.27_085       -17.170        31.544        -4.996        -3.786        -9.162        -3.570
2.27_090       -13.515        23.144        -3.765        -2.865        -7.672        -4.673
2.27_095       -10.705        16.927        -2.893        -2.125        -6.434        -5.230
2.27_100        -8.535        12.345        -2.255        -1.555        -5.404        -5.404
2.27_105        -6.849         8.980        -1.777        -1.127        -4.545        -5.318
2.27_110        -5.531         6.518        -1.411        -0.811        -3.828        -5.064
2.27_125        -3.006         2.461        -0.732        -0.296        -2.305        -3.879
2.27_150        -1.146         0.468        -0.267        -0.054        -1.027        -2.026
2.27_200        -0.095         0.015        -0.049        -0.001        -0.248        -0.379
2.28_080       -18.568        36.827        -6.468        -5.520        -8.873        -2.602
2.28_085       -14.718        26.971        -4.558        -4.294        -7.388        -3.986
2.28_090       -11.749        19.666        -3.299        -3.241        -6.178        -4.800
2.28_095        -9.465        14.288        -2.444        -2.397        -5.185        -5.204
2.28_100        -7.706        10.349        -1.848        -1.750        -4.366        -5.321
2.28_105        -6.347         7.478        -1.420        -1.266        -3.687        -5.243
2.28_110        -5.291         5.391        -1.107        -0.910        -3.121        -5.040
2.28_125        -3.290         1.998        -0.561        -0.334        -1.922        -4.109
2.28_150        -1.808         0.373        -0.212        -0.065        -0.903        -2.615
2.28_200        -0.797         0.012        -0.047        -0.004        -0.249        -1.084
2.29_080       -10.363        21.927        -3.232        -3.211        -5.403        -0.282
2.29_085        -7.971        15.392        -2.258        -2.301        -4.392        -1.529
2.29_090        -6.203        10.760        -1.620        -1.618        -3.584        -2.264
2.29_095        -4.895         7.496        -1.188        -1.123        -2.935        -2.644
2.29_100        -3.922         5.206        -0.887        -0.773        -2.410        -2.786
2.29_105        -3.193         3.607        -0.672        -0.530        -1.985        -2.774
2.29_110        -2.642         2.494        -0.516        -0.363        -1.640        -2.667
2.29_125        -1.635         0.816        -0.250        -0.116        -0.941        -2.126
2.29_150        -0.914         0.123        -0.089        -0.019        -0.398        -1.297
2.29_200        -0.416         0.003        -0.018        -0.001        -0.096        -0.528
2.30_080       -32.641        60.956       -13.631        -9.563       -12.622        -7.501
2.30_085       -27.051        46.864        -9.844        -8.125       -10.707        -8.863
2.30_090       -22.481        35.877        -7.284        -6.616        -9.127        -9.631
2.30_095       -18.775        27.372        -5.515        -5.241        -7.811        -9.970
2.30_100       -15.779        20.826        -4.261        -4.075        -6.708        -9.997
2.30_105       -13.359        15.811        -3.352        -3.128        -5.777        -9.805
2.30_110       -11.400        11.984        -2.676        -2.380        -4.988        -9.460
2.30_125        -7.438         5.186        -1.458        -1.018        -3.252        -7.980
2.30_150        -4.212         1.273        -0.613        -0.243        -1.654        -5.449
2.30_200        -1.851         0.077        -0.150        -0.017        -0.497        -2.438
2.31_080       -23.869        42.654        -7.677        -6.367        -7.899        -3.158
2.31_085       -19.155        31.662        -5.441        -5.061        -6.490        -4.485
2.31_090       -15.458        23.390        -3.955        -3.889        -5.350        -5.262
2.31_095       -12.568        17.209        -2.939        -2.922        -4.422        -5.642
2.31_100       -10.307        12.617        -2.225        -2.161        -3.663        -5.740
2.31_105        -8.533         9.223        -1.710        -1.582        -3.041        -5.644
2.31_110        -7.136         6.725        -1.331        -1.149        -2.530        -5.420
2.31_125        -4.428         2.572        -0.662        -0.429        -1.471        -4.418
2.31_150        -2.366         0.502        -0.236        -0.082        -0.619        -2.801
2.31_200        -0.972         0.018        -0.045        -0.004        -0.135        -1.137
2.32_080       -31.822        59.036       -13.346        -8.465       -12.236        -6.834
2.32_085       -25.692        45.431        -9.484        -7.214       -10.340        -7.298
2.32_090       -20.795        34.816        -6.889        -5.869        -8.776        -7.513
2.32_095       -16.907        26.594        -5.112        -4.635        -7.476        -7.536
2.32_100       -13.827        20.261        -3.867        -3.589        -6.389        -7.410
2.32_105       -11.388        15.407        -2.975        -2.741        -5.474        -7.172
2.32_110        -9.453        11.699        -2.324        -2.074        -4.702        -6.853
2.32_125        -5.683         5.093        -1.185        -0.872        -3.015        -5.663
2.32_150        -2.862         1.260        -0.448        -0.200        -1.487        -3.737
2.32_200        -1.093         0.077        -0.093        -0.013        -0.415        -1.537
2.33_080       -10.606        21.967        -3.096        -2.861        -6.195        -0.792
2.33_085        -7.979        15.510        -2.115        -2.063        -5.077        -1.724
2.33_090        -6.068        10.911        -1.486        -1.456        -4.176        -2.274
2.33_095        -4.675         7.653        -1.069        -1.013        -3.447        -2.552
2.33_100        -3.658         5.353        -0.784        -0.699        -2.854        -2.643
2.33_105        -2.911         3.735        -0.586        -0.479        -2.370        -2.611
2.33_110        -2.357         2.601        -0.445        -0.326        -1.973        -2.501
2.33_125        -1.388         0.869        -0.211        -0.101        -1.159        -1.990
2.33_150        -0.751         0.137        -0.075        -0.016        -0.510        -1.215
2.33_200        -0.347         0.003        -0.016        -0.001        -0.129        -0.490
2.34_080       -28.531        54.080       -11.261        -6.928       -13.299        -5.939
2.34_085       -22.849        41.152        -7.962        -5.869       -11.287        -6.815
2.34_090       -18.361        31.188        -5.767        -4.736        -9.616        -7.292
2.34_095       -14.830        23.560        -4.272        -3.706        -8.219        -7.467
2.34_100       -12.056        17.753        -3.229        -2.841        -7.044        -7.417
2.34_105        -9.872        13.350        -2.483        -2.148        -6.050        -7.204
2.34_110        -8.148        10.024        -1.938        -1.609        -5.208        -6.879
2.34_125        -4.814         4.212        -0.986        -0.653        -3.355        -5.596
2.34_150        -2.321         0.978        -0.371        -0.139        -1.667        -3.521
2.34_200        -0.747         0.050        -0.077        -0.007        -0.475        -1.256
2.35_080       -38.522        72.481       -19.272       -10.102       -14.741       -10.156
2.35_085       -31.614        56.781       -13.763        -9.269       -12.533       -10.398
2.35_090       -25.951        44.263       -10.025        -7.971       -10.704       -10.387
2.35_095       -21.354        34.369        -7.448        -6.588        -9.178       -10.200
2.35_100       -17.643        26.599        -5.641        -5.304        -7.895        -9.885
2.35_105       -14.657        20.531        -4.348        -4.193        -6.810        -9.479
2.35_110       -12.255        15.812        -3.405        -3.273        -5.888        -9.009
2.35_125        -7.491         7.159        -1.762        -1.488        -3.849        -7.432
2.35_150        -3.843         1.872        -0.693        -0.375        -1.955        -4.994
2.35_200        -1.519         0.126        -0.153        -0.027        -0.570        -2.143
2.36_080       -30.509        55.893       -11.962        -7.820       -11.014        -5.413
2.36_085       -24.377        42.619        -8.371        -6.677        -9.202        -6.007
2.36_090       -19.520        32.329        -5.987        -5.421        -7.715        -6.314
2.36_095       -15.697        24.417        -4.374        -4.262        -6.488        -6.404
2.36_100       -12.696        18.373        -3.258        -3.277        -5.470        -6.328
2.36_105       -10.341        13.782        -2.469        -2.482        -4.622        -6.132
2.36_110        -8.492        10.311        -1.899        -1.859        -3.913        -5.852
2.36_125        -4.962         4.261        -0.924        -0.751        -2.400        -4.777
2.36_150        -2.425         0.943        -0.324        -0.155        -1.100        -3.062
2.36_200        -0.912         0.043        -0.059        -0.008        -0.273        -1.209
2.37_080       -34.577        64.241       -15.382        -9.566       -13.649        -8.934
2.37_085       -28.345        49.904       -11.060        -8.248       -11.626        -9.375
2.37_090       -23.283        38.607        -8.133        -6.787        -9.955        -9.551
2.37_095       -19.203        29.773        -6.112        -5.421        -8.562        -9.524
2.37_100       -15.925        22.903        -4.685        -4.243        -7.391        -9.341
2.37_105       -13.295        17.586        -3.656        -3.275        -6.400        -9.039
2.37_110       -11.181        13.488        -2.896        -2.505        -5.557        -8.650
2.37_125        -6.970         6.067        -1.545        -1.087        -3.687        -7.223
2.37_150        -3.673         1.598        -0.631        -0.264        -1.923        -4.893
2.37_200        -1.456         0.112        -0.146        -0.020        -0.586        -2.096
2.38_080       -19.583        38.607        -6.574        -3.508       -11.038        -2.096
2.38_085       -15.042        28.155        -4.763        -2.789        -9.177        -3.615
2.38_090       -11.631        20.453        -3.533        -2.133        -7.644        -4.488
2.38_095        -9.062        14.808        -2.671        -1.594        -6.377        -4.896
2.38_100        -7.118        10.690        -2.049        -1.173        -5.329        -4.979
2.38_105        -5.638         7.698        -1.591        -0.855        -4.459        -4.846
2.38_110        -4.503         5.529        -1.247        -0.618        -3.738        -4.576
2.38_125        -2.400         2.020        -0.625        -0.227        -2.223        -3.455
2.38_150        -0.929         0.363        -0.219        -0.042        -0.976        -1.803
2.38_200        -0.121         0.011        -0.038        -0.001        -0.233        -0.384
2.39_080        -9.619        20.335        -2.813        -2.903        -5.420        -0.420
2.39_085        -7.251        14.232        -1.920        -2.069        -4.407        -1.415
2.39_090        -5.530         9.919        -1.348        -1.446        -3.598        -2.002
2.39_095        -4.277         6.888        -0.968        -0.998        -2.947        -2.301
2.39_100        -3.361         4.768        -0.709        -0.682        -2.421        -2.406
2.39_105        -2.687         3.290        -0.529        -0.464        -1.995        -2.384
2.39_110        -2.187         2.265        -0.400        -0.313        -1.649        -2.284
2.39_125        -1.303         0.729        -0.186        -0.096        -0.947        -1.803
2.39_150        -0.706         0.109        -0.064        -0.016        -0.403        -1.080
2.39_200        -0.317         0.002        -0.013        -0.001        -0.098        -0.426
2.40_080       -34.726        65.288       -16.126        -9.453       -14.061        -9.078
2.40_085       -28.473        50.665       -11.535        -8.341       -11.960        -9.643
2.40_090       -23.384        39.132        -8.438        -6.971       -10.222        -9.884
2.40_095       -19.280        30.108        -6.311        -5.631        -8.772        -9.886
2.40_100       -15.986        23.093        -4.818        -4.445        -7.554        -9.711
2.40_105       -13.345        17.667        -3.747        -3.454        -6.525        -9.404
2.40_110       -11.226        13.490        -2.962        -2.654        -5.650        -9.003
2.40_125        -7.032         5.955        -1.578        -1.158        -3.717        -7.531
2.40_150        -3.789         1.499        -0.652        -0.277        -1.918        -5.137
2.40_200        -1.609         0.094        -0.158        -0.020        -0.585        -2.278
2.41_080       -23.471        42.117        -7.947        -6.038        -8.218        -3.558
2.41_085       -18.565        31.341        -5.558        -4.847        -6.757        -4.386
2.41_090       -14.761        23.204        -3.983        -3.746        -5.573        -4.858
2.41_095       -11.819        17.107        -2.918        -2.823        -4.609        -5.062
2.41_100        -9.545        12.566        -2.179        -2.092        -3.820        -5.070
2.41_105        -7.783         9.202        -1.653        -1.532        -3.173        -4.939
2.41_110        -6.412         6.721        -1.271        -1.113        -2.641        -4.716
2.41_125        -3.823         2.577        -0.614        -0.411        -1.539        -3.810
2.41_150        -1.954         0.503        -0.212        -0.075        -0.651        -2.389
2.41_200        -0.775         0.018        -0.039        -0.003        -0.143        -0.943
2.42_080       -28.939        55.724       -12.966        -6.464       -12.746        -5.392
2.42_085       -22.708        42.506        -9.178        -5.460       -10.718        -5.559
2.42_090       -17.868        32.299        -6.636        -4.387        -9.042        -5.633
2.42_095       -14.117        24.467        -4.894        -3.415        -7.649        -5.608
2.42_100       -11.213        18.489        -3.673        -2.604        -6.487        -5.488
2.42_105        -8.960        13.944        -2.799        -1.957        -5.514        -5.286
2.42_110        -7.208        10.496        -2.160        -1.457        -4.695        -5.023
2.42_125        -3.920         4.433        -1.051        -0.580        -2.925        -4.043
2.42_150        -1.653         1.028        -0.357        -0.120        -1.374        -2.476
2.42_200        -0.455         0.051        -0.058        -0.005        -0.353        -0.819
2.43_080       -26.956        51.029       -10.537        -7.282       -11.507        -5.253
2.43_085       -21.235        38.784        -7.371        -6.017        -9.687        -5.526
2.43_090       -16.787        29.361        -5.283        -4.770        -8.192        -5.671
2.43_095       -13.342        22.158        -3.874        -3.682        -6.953        -5.693
2.43_100       -10.676        16.683        -2.902        -2.793        -5.920        -5.607
2.43_105        -8.611        12.540        -2.214        -2.093        -5.055        -5.433
2.43_110        -7.009         9.414        -1.716        -1.556        -4.328        -5.194
2.43_125        -4.005         3.962        -0.860        -0.623        -2.749        -4.275
2.43_150        -1.909         0.927        -0.320        -0.134        -1.338        -2.773
2.43_200        -0.703         0.049        -0.066        -0.008        -0.370        -1.097
2.44_080       -10.258        19.172        -4.981         2.722        -7.917        -1.261
2.44_085        -7.235        12.903        -3.209         1.610        -6.347        -2.278
2.44_090        -5.169         8.652        -2.113         0.975        -5.105        -2.760
2.44_095        -3.750         5.784        -1.418         0.602        -4.119        -2.901
2.44_100        -2.768         3.856        -0.969         0.378        -3.333        -2.836
2.44_105        -2.082         2.565        -0.673         0.240        -2.705        -2.655
2.44_110        -1.597         1.702        -0.475         0.153        -2.201        -2.418
2.44_125        -0.811         0.493        -0.182         0.041        -1.211        -1.670
2.44_150        -0.355         0.061        -0.048         0.004        -0.485        -0.823
2.44_200        -0.114         0.001        -0.007         0.000        -0.107        -0.227
2.45_080       -24.103        46.791        -8.679        -5.674       -12.895        -4.560
2.45_085       -18.817        35.148        -6.045        -4.688       -10.906        -5.309
2.45_090       -14.757        26.303        -4.326        -3.700        -9.258        -5.738
2.45_095       -11.645        19.627        -3.174        -2.837        -7.884        -5.913
2.45_100        -9.258        14.611        -2.381        -2.133        -6.730        -5.892
2.45_105        -7.423        10.856        -1.820        -1.583        -5.758        -5.728
2.45_110        -6.007         8.055        -1.414        -1.164        -4.936        -5.467
2.45_125        -3.376         3.267        -0.712        -0.449        -3.143        -4.413
2.45_150        -1.546         0.714        -0.266        -0.089        -1.536        -2.722
2.45_200        -0.485         0.032        -0.056        -0.004        -0.430        -0.942
2.46_080       -26.550        49.393        -9.454        -6.900       -10.640        -4.152
2.46_085       -20.699        37.237        -6.470        -5.737        -8.862        -4.530
2.46_090       -16.180        27.928        -4.536        -4.551        -7.406        -4.745
2.46_095       -12.705        20.856        -3.255        -3.503        -6.208        -4.815
2.46_100       -10.039        15.519        -2.386        -2.641        -5.218        -4.765
2.46_105        -7.994        11.514        -1.782        -1.963        -4.395        -4.620
2.46_110        -6.420         8.520        -1.353        -1.444        -3.710        -4.408
2.46_125        -3.533         3.405        -0.638        -0.554        -2.256        -3.576
2.46_150        -1.611         0.714        -0.217        -0.107        -1.023        -2.243
2.46_200        -0.574         0.029        -0.039        -0.005        -0.253        -0.842
2.47_080       -43.314        81.215       -22.520       -10.716       -16.174       -11.508
2.47_085       -35.293        64.404       -15.998       -10.134       -13.783       -10.805
2.47_090       -28.730        50.805       -11.575        -8.880       -11.804       -10.183
2.47_095       -23.412        39.905        -8.539        -7.435       -10.151        -9.632
2.47_100       -19.132        31.238        -6.423        -6.045        -8.761        -9.124
2.47_105       -15.700        24.386        -4.922        -4.817        -7.585        -8.638
2.47_110       -12.952        18.994        -3.836        -3.783        -6.584        -8.160
2.47_125        -7.566         8.894        -1.975        -1.742        -4.361        -6.750
2.47_150        -3.605         2.469        -0.787        -0.447        -2.267        -4.636
2.47_200        -1.321         0.185        -0.182        -0.031        -0.685        -2.033
2.48_080       -14.955        29.866        -4.335        -3.257        -9.577        -2.257
2.48_085       -11.276        21.528        -2.916        -2.513        -7.990        -3.168
2.48_090        -8.568        15.456        -2.020        -1.869        -6.691        -3.691
2.48_095        -6.575        11.061        -1.436        -1.356        -5.622        -3.928
2.48_100        -5.105         7.894        -1.045        -0.969        -4.737        -3.962
2.48_105        -4.017         5.620        -0.776        -0.685        -4.002        -3.860
2.48_110        -3.208         3.993        -0.586        -0.481        -3.389        -3.671
2.48_125        -1.790         1.417        -0.275        -0.163        -2.088        -2.900
2.48_150        -0.888         0.246        -0.097        -0.028        -0.983        -1.750
2.48_200        -0.367         0.007        -0.021        -0.002        -0.270        -0.653
2.49_080       -37.376        71.357       -17.729        -9.015       -16.650        -9.414
2.49_085       -30.232        55.874       -12.504        -8.270       -14.275        -9.407
2.49_090       -24.460        43.546        -9.007        -7.081       -12.295        -9.298
2.49_095       -19.836        33.811        -6.628        -5.817       -10.632        -9.101
2.49_100       -16.148        26.176        -4.978        -4.650        -9.225        -8.824
2.49_105       -13.214        20.220        -3.809        -3.648        -8.027        -8.478
2.49_110       -10.878        15.591        -2.964        -2.825        -7.002        -8.079
2.49_125        -6.336         7.097        -1.511        -1.253        -4.704        -6.708
2.49_150        -3.007         1.889        -0.582        -0.306        -2.506        -4.512
2.49_200        -1.051         0.131        -0.123        -0.020        -0.800        -1.863
2.50_080       -22.204        43.733        -7.696        -6.155       -11.940        -4.261
2.50_085       -17.265        32.762        -5.287        -4.980       -10.123        -4.892
2.50_090       -13.494        24.457        -3.737        -3.876        -8.623        -5.273
2.50_095       -10.623        18.209        -2.713        -2.943        -7.373        -5.443
2.50_100        -8.437        13.533        -2.018        -2.199        -6.325        -5.447
2.50_105        -6.769        10.044        -1.533        -1.626        -5.442        -5.326
2.50_110        -5.492         7.449        -1.186        -1.193        -4.694        -5.117
2.50_125        -3.152         3.034        -0.598        -0.463        -3.053        -4.232
2.50_150        -1.558         0.682        -0.230        -0.097        -1.553        -2.755
2.50_200        -0.617         0.036        -0.051        -0.006        -0.471        -1.109
2.51_080       -19.175        35.010        -5.844        -5.061        -7.445        -2.516
2.51_085       -14.776        25.659        -4.021        -3.925        -6.086        -3.150
2.51_090       -11.455        18.712        -2.843        -2.946        -4.990        -3.522
2.51_095        -8.953        13.591        -2.058        -2.163        -4.103        -3.686
2.51_100        -7.067         9.839        -1.521        -1.564        -3.383        -3.696
2.51_105        -5.639         7.100        -1.144        -1.119        -2.796        -3.598
2.51_110        -4.554         5.108        -0.873        -0.794        -2.315        -3.427
2.51_125        -2.586         1.875        -0.415        -0.277        -1.330        -2.733
2.51_150        -1.264         0.341        -0.144        -0.046        -0.553        -1.665
2.51_200        -0.486         0.010        -0.028        -0.002        -0.121        -0.625
3.01_080        -7.745        17.810        -1.439        -2.095        -6.218         0.315
3.01_085        -5.762        12.120        -0.936        -1.544        -4.923        -1.045
3.01_090        -4.343         8.204        -0.640        -1.088        -3.915        -1.783
3.01_095        -3.323         5.529        -0.457        -0.745        -3.127        -2.123
3.01_100        -2.585         3.710        -0.335        -0.502        -2.506        -2.217
3.01_105        -2.043         2.481        -0.252        -0.333        -2.015        -2.163
3.01_110        -1.642         1.654        -0.192        -0.220        -1.627        -2.027
3.01_125        -0.932         0.481        -0.091        -0.062        -0.876        -1.480
3.01_150        -0.454         0.058        -0.030        -0.008        -0.341        -0.775
3.01_200        -0.162         0.001        -0.005        -0.000        -0.074        -0.241
3.02_080        -5.440        12.563        -1.064        -1.739        -3.834         0.486
3.02_085        -3.983         8.228        -0.698        -1.231        -2.946        -0.630
3.02_090        -2.965         5.352        -0.478        -0.837        -2.276        -1.204
3.02_095        -2.249         3.460        -0.339        -0.554        -1.766        -1.448
3.02_100        -1.739         2.225        -0.246        -0.361        -1.377        -1.498
3.02_105        -1.372         1.424        -0.181        -0.233        -1.078        -1.440
3.02_110        -1.103         0.908        -0.135        -0.149        -0.849        -1.328
3.02_125        -0.631         0.231        -0.060        -0.039        -0.427        -0.925
3.02_150        -0.307         0.022        -0.018        -0.004        -0.152        -0.459
3.02_200        -0.105         0.000        -0.003        -0.000        -0.030        -0.138
3.03_080        -6.962        17.203        -1.096        -1.540        -6.769         0.836
3.03_085        -4.832        11.080        -0.683        -1.080        -5.245        -0.760
3.03_090        -3.414         7.091        -0.449        -0.724        -4.083        -1.579
3.03_095        -2.464         4.513        -0.308        -0.471        -3.191        -1.922
3.03_100        -1.822         2.858        -0.217        -0.302        -2.505        -1.987
3.03_105        -1.381         1.803        -0.157        -0.191        -1.975        -1.901
3.03_110        -1.074         1.133        -0.115        -0.120        -1.564        -1.740
3.03_125        -0.577         0.276        -0.049        -0.030        -0.802        -1.180
3.03_150        -0.273         0.025        -0.014        -0.003        -0.296        -0.560
3.03_200        -0.092         0.000        -0.002        -0.000        -0.061        -0.155
3.04_080        -9.784        19.585        -1.782        -2.795        -5.346        -0.122
3.04_085        -7.438        13.429        -1.174        -2.176        -4.193        -1.551
3.04_090        -5.727         9.157        -0.819        -1.600        -3.309        -2.299
3.04_095        -4.474         6.215        -0.598        -1.137        -2.625        -2.618
3.04_100        -3.548         4.203        -0.451        -0.791        -2.092        -2.677
3.04_105        -2.856         2.834        -0.347        -0.542        -1.674        -2.585
3.04_110        -2.333         1.906        -0.271        -0.368        -1.345        -2.411
3.04_125        -1.373         0.572        -0.136        -0.112        -0.716        -1.764
3.04_150        -0.683         0.075        -0.047        -0.016        -0.275        -0.946
3.04_200        -0.240         0.001        -0.008        -0.001        -0.059        -0.306
3.05_080        -9.228        19.914        -1.500        -2.294        -6.446         0.445
3.05_085        -6.856        13.673        -0.950        -1.749        -5.107        -0.989
3.05_090        -5.150         9.343        -0.635        -1.262        -4.067        -1.771
3.05_095        -3.916         6.357        -0.445        -0.879        -3.253        -2.136
3.05_100        -3.018         4.311        -0.323        -0.599        -2.611        -2.241
3.05_105        -2.357         2.914        -0.240        -0.402        -2.105        -2.190
3.05_110        -1.866         1.965        -0.182        -0.267        -1.703        -2.053
3.05_125        -0.996         0.593        -0.083        -0.076        -0.923        -1.485
3.05_150        -0.425         0.077        -0.025        -0.009        -0.363        -0.745
3.05_200        -0.114         0.001        -0.003        -0.000        -0.079        -0.195
3.06_080       -11.118        22.743        -2.297        -1.887        -7.541        -0.102
3.06_085        -8.332        15.803        -1.576        -1.435        -6.044        -1.583
3.06_090        -6.288        10.917        -1.116        -1.036        -4.851        -2.373
3.06_095        -4.788         7.501        -0.809        -0.724        -3.898        -2.718
3.06_100        -3.685         5.128        -0.596        -0.495        -3.137        -2.784
3.06_105        -2.869         3.490        -0.446        -0.333        -2.528        -2.686
3.06_110        -2.263         2.364        -0.336        -0.222        -2.041        -2.498
3.06_125        -1.202         0.718        -0.151        -0.063        -1.090        -1.788
3.06_150        -0.527         0.091        -0.046        -0.008        -0.410        -0.899
3.06_200        -0.168         0.001        -0.007        -0.000        -0.081        -0.255
3.07_080       -11.935        24.307        -2.320        -1.724        -8.574        -0.245
3.07_085        -8.909        16.644        -1.527        -1.348        -6.835        -1.975
3.07_090        -6.727        11.339        -1.051        -0.990        -5.461        -2.891
3.07_095        -5.148         7.692        -0.750        -0.700        -4.373        -3.279
3.07_100        -3.999         5.199        -0.551        -0.484        -3.508        -3.342
3.07_105        -3.155         3.504        -0.413        -0.329        -2.821        -3.214
3.07_110        -2.530         2.355        -0.315        -0.222        -2.273        -2.984
3.07_125        -1.423         0.706        -0.149        -0.066        -1.211        -2.142
3.07_150        -0.677         0.092        -0.049        -0.009        -0.457        -1.099
3.07_200        -0.225         0.001        -0.008        -0.000        -0.091        -0.323
3.08_080       -13.449        26.197        -2.397        -2.158        -8.168         0.026
3.08_085       -10.073        18.255        -1.651        -1.633        -6.528        -1.629
3.08_090        -7.589        12.641        -1.167        -1.185        -5.224        -2.524
3.08_095        -5.759         8.705        -0.844        -0.835        -4.187        -2.920
3.08_100        -4.410         5.968        -0.621        -0.577        -3.362        -3.001
3.08_105        -3.411         4.075        -0.463        -0.393        -2.704        -2.896
3.08_110        -2.667         2.772        -0.349        -0.264        -2.180        -2.688
3.08_125        -1.360         0.858        -0.158        -0.077        -1.161        -1.898
3.08_150        -0.532         0.117        -0.048        -0.009        -0.439        -0.911
3.08_200        -0.125         0.002        -0.007        -0.000        -0.087        -0.218
3.09_080       -13.771        28.816        -2.355        -1.838       -11.044        -0.192
3.09_085       -10.113        19.692        -1.522        -1.466        -8.847        -2.255
3.09_090        -7.507        13.393        -1.033        -1.089        -7.104        -3.340
3.09_095        -5.644         9.073        -0.732        -0.776        -5.718        -3.797
3.09_100        -4.306         6.125        -0.536        -0.540        -4.612        -3.868
3.09_105        -3.338         4.124        -0.402        -0.369        -3.730        -3.714
3.09_110        -2.630         2.770        -0.307        -0.249        -3.024        -3.440
3.09_125        -1.417         0.830        -0.146        -0.075        -1.641        -2.448
3.09_150        -0.647         0.108        -0.049        -0.010        -0.639        -1.237
3.09_200        -0.210         0.002        -0.008        -0.000        -0.134        -0.351
3.10_080       -13.455        33.530        -3.004        -2.722       -14.814        -0.465
3.10_085        -9.979        23.552        -2.069        -2.343       -12.237        -3.077
3.10_090        -7.445        16.443        -1.499        -1.846       -10.133        -4.480
3.10_095        -5.602        11.418        -1.129        -1.381        -8.407        -5.101
3.10_100        -4.257         7.892        -0.875        -1.001        -6.987        -5.228
3.10_105        -3.272         5.431        -0.691        -0.710        -5.816        -5.058
3.10_110        -2.544         3.723        -0.553        -0.497        -4.851        -4.720
3.10_125        -1.281         1.176        -0.298        -0.163        -2.846        -3.411
3.10_150        -0.487         0.163        -0.120        -0.025        -1.231        -1.701
3.10_200        -0.088         0.003        -0.030        -0.001        -0.291        -0.407
3.11_080       -12.323        28.054        -2.429        -2.239       -11.419        -0.357
3.11_085        -9.202        19.521        -1.688        -1.844        -9.390        -2.603
3.11_090        -6.941        13.510        -1.231        -1.405        -7.737        -3.803
3.11_095        -5.295         9.305        -0.929        -1.024        -6.384        -4.326
3.11_100        -4.088         6.385        -0.718        -0.726        -5.275        -4.421
3.11_105        -3.196         4.366        -0.563        -0.505        -4.365        -4.262
3.11_110        -2.529         2.976        -0.446        -0.347        -3.616        -3.962
3.11_125        -1.338         0.927        -0.230        -0.108        -2.078        -2.828
3.11_150        -0.540         0.125        -0.087        -0.015        -0.864        -1.381
3.11_200        -0.110         0.002        -0.020        -0.000        -0.190        -0.319
3.12_080        -9.766        21.340        -2.672        -2.022        -7.099        -0.218
3.12_085        -7.376        14.739        -1.810        -1.665        -5.691        -1.802
3.12_090        -5.636        10.120        -1.283        -1.266        -4.580        -2.645
3.12_095        -4.368         6.914        -0.943        -0.921        -3.699        -3.018
3.12_100        -3.440         4.704        -0.712        -0.653        -2.997        -3.098
3.12_105        -2.756         3.189        -0.549        -0.455        -2.436        -3.007
3.12_110        -2.246         2.154        -0.429        -0.314        -1.986        -2.821
3.12_125        -1.340         0.653        -0.218        -0.101        -1.097        -2.104
3.12_150        -0.717         0.085        -0.083        -0.017        -0.440        -1.171
3.12_200        -0.308         0.001        -0.018        -0.001        -0.097        -0.423
3.13_080       -17.048        36.219        -4.085        -2.421       -13.538        -0.873
3.13_085       -13.042        26.132        -2.727        -2.223       -11.218        -3.078
3.13_090       -10.037        18.792        -1.904        -1.824        -9.325        -4.299
3.13_095        -7.784        13.481        -1.384        -1.412        -7.772        -4.871
3.13_100        -6.089         9.651        -1.041        -1.055        -6.492        -5.026
3.13_105        -4.812         6.902        -0.804        -0.772        -5.436        -4.923
3.13_110        -3.843         4.931        -0.635        -0.557        -4.563        -4.666
3.13_125        -2.288         1.897        -0.362        -0.204        -2.740        -3.697
3.13_150        -1.016         0.354        -0.151        -0.037        -1.237        -2.086
3.13_200        -0.301         0.011        -0.036        -0.002        -0.300        -0.628
3.14_080       -19.676        41.545        -7.610        -4.741       -10.273        -0.755
3.14_085       -15.739        30.365        -5.301        -3.752        -8.483        -2.910
3.14_090       -12.587        22.156        -3.786        -2.862        -7.022        -4.101
3.14_095       -10.085        16.146        -2.765        -2.130        -5.825        -4.660
3.14_100        -8.108        11.752        -2.056        -1.558        -4.841        -4.812
