# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for R739x5
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
012.07_110      -0.349       2.684      -0.091      -0.147      -1.870       0.228
012.07_115      -0.044       1.662      -0.069      -0.095      -1.437       0.017
012.07_125       0.197       0.627      -0.043      -0.035      -0.857      -0.110
012.08_100      -2.702       8.289      -0.092      -0.455      -3.733       1.306
012.08_105      -1.647       5.374      -0.047      -0.343      -2.889       0.447
012.08_110      -0.985       3.464      -0.031      -0.239      -2.243      -0.033
012.08_115      -0.572       2.221      -0.025      -0.159      -1.746      -0.281
012.08_125      -0.165       0.901      -0.018      -0.066      -1.069      -0.417
012.09_100      -5.965      16.135      -0.685       0.113      -7.986       1.613
012.09_105      -3.475      10.747      -0.410      -0.223      -6.397       0.242
012.09_110      -1.876       7.113      -0.290      -0.277      -5.143      -0.473
012.09_115      -0.867       4.684      -0.232      -0.234      -4.149      -0.797
012.09_125       0.134       2.006      -0.170      -0.116      -2.725      -0.871
012.10_100      -1.645       7.479      -0.246      -0.307      -3.847       1.434
012.10_105      -0.655       4.789      -0.183      -0.255      -2.985       0.710
012.10_110      -0.087       3.052      -0.148      -0.182      -2.326       0.309
012.10_115       0.225       1.935      -0.124      -0.120      -1.818       0.098
012.10_125       0.446       0.770      -0.086      -0.045      -1.125      -0.039
012.11_100      -1.431       6.930      -0.246      -0.274      -3.464       1.515
012.11_105      -0.517       4.396      -0.184      -0.219      -2.678       0.798
012.11_110      -0.001       2.776      -0.148      -0.153      -2.078       0.396
012.11_115       0.276       1.746      -0.122      -0.099      -1.620       0.182
012.11_125       0.462       0.683      -0.082      -0.036      -0.995       0.031
012.12_100      -3.166       9.478      -0.124      -0.554      -4.270       1.365
012.12_105      -1.951       6.283      -0.083      -0.442      -3.345       0.462
012.12_110      -1.176       4.148      -0.070      -0.322      -2.630      -0.049
012.12_115      -0.685       2.729      -0.064      -0.223      -2.075      -0.318
012.12_125      -0.188       1.171      -0.054      -0.098      -1.307      -0.476
013.01_100       0.719       3.672      -0.446      -0.200      -1.989       1.757
013.01_105       1.006       2.233      -0.352      -0.121      -1.506       1.261
013.01_110       1.098       1.350      -0.278      -0.069      -1.144       0.958
013.01_115       1.086       0.814      -0.220      -0.037      -0.873       0.770
013.01_125       0.939       0.292      -0.137      -0.008      -0.518       0.568
013.02_100       0.471       3.797      -0.332      -0.280      -1.889       1.766
013.02_105       0.792       2.298      -0.273      -0.172      -1.438       1.206
013.02_110       0.921       1.383      -0.225      -0.100      -1.099       0.879
013.02_115       0.946       0.830      -0.185      -0.057      -0.846       0.688
013.02_125       0.860       0.296      -0.124      -0.016      -0.509       0.507
013.03_100       0.091       5.234      -0.481      -0.286      -2.838       1.720
013.03_105       0.639       3.255      -0.380      -0.185      -2.186       1.143
013.03_110       0.892       2.014      -0.303      -0.112      -1.689       0.802
013.03_115       0.978       1.242      -0.242      -0.064      -1.312       0.602
013.03_125       0.922       0.468      -0.154      -0.017      -0.803       0.416
013.04_100       0.611       3.559      -0.413      -0.192      -1.867       1.698
013.04_105       0.888       2.150      -0.321      -0.118      -1.400       1.200
013.04_110       0.976       1.291      -0.250      -0.068      -1.053       0.897
013.04_115       0.964       0.773      -0.196      -0.037      -0.795       0.710
013.04_125       0.826       0.274      -0.119      -0.009      -0.462       0.509
013.05_100       0.327       3.760      -0.304      -0.280      -1.787       1.716
013.05_105       0.651       2.261      -0.246      -0.174      -1.348       1.144
013.05_110       0.784       1.352      -0.200      -0.103      -1.022       0.811
013.05_115       0.813       0.804      -0.162      -0.059      -0.778       0.618
013.05_125       0.739       0.282      -0.106      -0.018      -0.459       0.438
013.06_100       0.127       4.799      -0.444      -0.261      -2.559       1.662
013.06_105       0.613       2.956      -0.344      -0.169      -1.952       1.104
013.06_110       0.829       1.812      -0.270      -0.102      -1.494       0.775
013.06_115       0.894       1.106      -0.212      -0.059      -1.148       0.581
013.06_125       0.824       0.408      -0.131      -0.017      -0.688       0.396
013.07_100      -8.390      17.096      -0.785      -0.158      -6.648       1.115
013.07_105      -5.639      11.182      -0.454      -0.343      -5.252      -0.506
013.07_110      -3.816       7.267      -0.303      -0.325      -4.156      -1.333
013.07_115      -2.608       4.696      -0.227      -0.252      -3.294      -1.684
013.07_125      -1.270       1.935      -0.149      -0.120      -2.081      -1.686
013.08_100      -0.417       6.540      -0.542      -0.375      -3.330       1.877
013.08_105       0.343       4.124      -0.431      -0.250      -2.607       1.179
013.08_110       0.733       2.590      -0.349      -0.154      -2.050       0.769
013.08_115       0.907       1.621      -0.285      -0.090      -1.619       0.535
013.08_125       0.942       0.629      -0.188      -0.026      -1.023       0.334
013.09_100      -0.092       5.503      -0.477      -0.319      -2.860       1.756
013.09_105       0.497       3.421      -0.374      -0.208      -2.214       1.122
013.09_110       0.779       2.117      -0.298      -0.127      -1.721       0.750
013.09_115       0.886       1.305      -0.238      -0.073      -1.343       0.536
013.09_125       0.857       0.491      -0.152      -0.021      -0.830       0.346
013.10_100       2.017       1.667      -0.358      -0.093      -1.329       1.904
013.10_105       1.897       0.976      -0.283      -0.048      -0.997       1.544
013.10_110       1.723       0.570      -0.222      -0.023      -0.753       1.295
013.10_115       1.537       0.332      -0.174      -0.009      -0.572       1.114
013.10_125       1.194       0.111      -0.106       0.001      -0.337       0.863
013.11_100       1.607       2.295      -0.320      -0.208      -1.447       1.927
013.11_105       1.631       1.366      -0.265      -0.121      -1.100       1.510
013.11_110       1.560       0.810      -0.218      -0.068      -0.840       1.244
013.11_115       1.447       0.479      -0.177      -0.036      -0.646       1.067
013.11_125       1.194       0.167      -0.116      -0.009      -0.389       0.847
013.12_100       1.811       2.696      -0.408      -0.164      -2.061       1.874
013.12_105       1.841       1.623      -0.329      -0.094      -1.577       1.465
013.12_110       1.749       0.974      -0.264      -0.050      -1.213       1.197
013.12_115       1.603       0.583      -0.210      -0.024      -0.938       1.015
013.12_125       1.281       0.207      -0.131      -0.003      -0.572       0.783
013.13_100     -14.106      25.408      -1.574       0.607      -8.941       1.394
013.13_105      -9.875      17.299      -0.845      -0.186      -7.180      -0.787
013.13_110      -6.954      11.718      -0.516      -0.412      -5.779      -1.943
013.13_115      -4.943       7.917      -0.365      -0.411      -4.663      -2.465
013.13_125      -2.577       3.575      -0.245      -0.252      -3.051      -2.549
013.14_100       1.726       3.296      -0.465      -0.220      -2.428       1.908
013.14_105       1.846       2.013      -0.383      -0.129      -1.893       1.454
013.14_110       1.808       1.224      -0.313      -0.070      -1.481       1.167
013.14_115       1.692       0.742      -0.254      -0.035      -1.166       0.980
013.14_125       1.392       0.271      -0.164      -0.005      -0.735       0.760
013.15_100     -10.249      20.420      -1.049      -0.102      -7.818       1.201
013.15_105      -7.021      13.571      -0.587      -0.382      -6.227      -0.648
013.15_110      -4.850       8.962      -0.377      -0.389      -4.969      -1.622
013.15_115      -3.391       5.891      -0.275      -0.312      -3.972      -2.060
013.15_125      -1.744       2.516      -0.181      -0.156      -2.554      -2.120
014.01_100       0.373       4.860      -0.473      -0.470      -2.447       1.843
014.01_105       0.851       3.001      -0.403      -0.289      -1.902       1.258
014.01_110       1.072       1.846      -0.342      -0.171      -1.486       0.919
014.01_115       1.146       1.133      -0.288      -0.098      -1.167       0.726
014.01_125       1.090       0.423      -0.200      -0.028      -0.733       0.551
014.02_100      -1.780       7.561      -0.118      -0.586      -3.412       1.665
014.02_105      -0.783       4.751      -0.099      -0.405      -2.678       0.786
014.02_110      -0.208       2.970      -0.092      -0.264      -2.110       0.297
014.02_115       0.110       1.850      -0.084      -0.166      -1.669       0.041
014.02_125       0.350       0.713      -0.065      -0.061      -1.060      -0.123
014.03_100      -0.026       5.400      -0.390      -0.460      -2.651       1.872
014.03_105       0.553       3.356      -0.320      -0.293      -2.045       1.251
014.03_110       0.835       2.078      -0.265      -0.179      -1.583       0.885
014.03_115       0.945       1.281      -0.218      -0.106      -1.231       0.671
014.03_125       0.925       0.484      -0.146      -0.034      -0.758       0.471
014.04_100       0.197       4.796      -0.429      -0.474      -2.289       1.800
014.04_105       0.678       2.943      -0.360      -0.295      -1.765       1.200
014.04_110       0.902       1.798      -0.303      -0.177      -1.367       0.853
014.04_115       0.981       1.094      -0.252      -0.103      -1.064       0.656
014.04_125       0.937       0.401      -0.172      -0.032      -0.656       0.478
014.05_100      -1.202       6.255      -0.109      -0.511      -2.910       1.523
014.05_105      -0.413       3.863      -0.093      -0.344      -2.258       0.754
014.05_110       0.022       2.373      -0.083      -0.221      -1.759       0.332
014.05_115       0.247       1.453      -0.074      -0.137      -1.377       0.112
014.05_125       0.387       0.538      -0.053      -0.050      -0.856      -0.034
014.06_100      -0.236       5.357      -0.366      -0.464      -2.502       1.789
014.06_105       0.363       3.310      -0.295      -0.298      -1.914       1.166
014.06_110       0.660       2.036      -0.240      -0.184      -1.470       0.801
014.06_115       0.783       1.248      -0.196      -0.110      -1.134       0.590
014.06_125       0.785       0.464      -0.128      -0.037      -0.686       0.398
014.07_100       1.944       2.521      -0.432      -0.286      -1.762       1.985
014.07_105       1.985       1.520      -0.368      -0.165      -1.365       1.607
014.07_110       1.913       0.914      -0.308      -0.091      -1.064       1.363
014.07_115       1.787       0.549      -0.255      -0.048      -0.835       1.197
014.07_125       1.492       0.197      -0.172      -0.010      -0.525       0.981
014.08_100      -0.526       6.098      -0.129      -0.590      -3.104       1.750
014.08_105       0.162       3.830      -0.130      -0.403      -2.442       1.017
014.08_110       0.520       2.398      -0.127      -0.262      -1.928       0.601
014.08_115       0.685       1.499      -0.117      -0.165      -1.530       0.371
014.08_125       0.731       0.583      -0.090      -0.062      -0.979       0.184
014.09_100       1.412       3.359      -0.357      -0.350      -2.080       1.984
014.09_105       1.594       2.055      -0.301      -0.214      -1.599       1.534
014.09_110       1.607       1.254      -0.251      -0.127      -1.236       1.248
014.09_115       1.534       0.764      -0.206      -0.073      -0.961       1.058
014.09_125       1.295       0.282      -0.136      -0.022      -0.592       0.827
014.10_100       0.353       4.302      -0.366      -0.368      -2.026       1.896
014.10_105       0.768       2.633      -0.300      -0.228      -1.535       1.338
014.10_110       0.949       1.606      -0.246      -0.137      -1.169       1.004
014.10_115       0.999       0.976      -0.202      -0.080      -0.894       0.800
014.10_125       0.924       0.358      -0.134      -0.025      -0.533       0.591
014.11_100       0.097       4.440      -0.343      -0.384      -1.974       1.835
014.11_105       0.553       2.708      -0.277      -0.242      -1.486       1.256
014.11_110       0.762       1.644      -0.226      -0.147      -1.122       0.912
014.11_115       0.833       0.995      -0.183      -0.087      -0.852       0.706
014.11_125       0.787       0.361      -0.119      -0.028      -0.500       0.500
014.12_100       1.616       2.467      -0.325      -0.255      -1.492       2.011
014.12_105       1.674       1.483      -0.270      -0.152      -1.126       1.610
014.12_110       1.617       0.889      -0.221      -0.088      -0.855       1.343
014.12_115       1.507       0.532      -0.179      -0.049      -0.653       1.157
014.12_125       1.241       0.190      -0.116      -0.014      -0.389       0.911
015.01_100      -1.684       7.005      -0.309      -0.187      -3.506       1.319
015.01_105      -0.685       4.319      -0.195      -0.190      -2.669       0.580
015.01_110      -0.130       2.645      -0.140      -0.140      -2.043       0.192
015.01_115       0.164       1.611      -0.107      -0.091      -1.573       0.003
015.01_125       0.366       0.588      -0.068      -0.032      -0.950      -0.096
015.02_100      -1.472       6.283      -0.271      -0.162      -3.117       1.262
015.02_105      -0.584       3.836      -0.169      -0.164      -2.348       0.572
015.02_110      -0.096       2.323      -0.118      -0.121      -1.777       0.210
015.02_115       0.156       1.399      -0.088      -0.079      -1.354       0.035
015.02_125       0.322       0.499      -0.053      -0.028      -0.800      -0.060
015.03_100      -1.319       5.759      -0.243      -0.141      -2.820       1.236
015.03_105      -0.513       3.482      -0.149      -0.146      -2.100       0.574
015.03_110      -0.078       2.089      -0.102      -0.108      -1.573       0.229
015.03_115       0.144       1.246      -0.074      -0.071      -1.185       0.060
015.03_125       0.282       0.436      -0.043      -0.025      -0.686      -0.035
015.04_100      -0.813       6.051      -0.371      -0.161      -3.369       1.337
015.04_105      -0.008       3.721      -0.267      -0.160      -2.575       0.712
015.04_110       0.408       2.275      -0.207      -0.115      -1.980       0.381
015.04_115       0.601       1.383      -0.164      -0.073      -1.532       0.215
015.04_125       0.667       0.505      -0.106      -0.023      -0.933       0.110
015.05_100      -0.664       5.349      -0.331      -0.127      -2.960       1.266
015.05_105       0.032       3.255      -0.234      -0.130      -2.238       0.685
015.05_110       0.382       1.968      -0.177      -0.094      -1.701       0.377
015.05_115       0.537       1.185      -0.138      -0.060      -1.302       0.221
015.05_125       0.575       0.423      -0.085      -0.019      -0.775       0.119
015.06_100       0.720       4.134      -0.391      -0.114      -2.915       1.433
015.06_105       1.107       2.494      -0.308      -0.093      -2.230       0.970
015.06_110       1.236       1.497      -0.247      -0.058      -1.717       0.711
015.06_115       1.230       0.893      -0.199      -0.031      -1.330       0.564
015.06_125       1.056       0.315      -0.127      -0.004      -0.813       0.427
016.01_100      -2.601       8.252      -0.336      -0.582      -3.149       1.583
016.01_105      -1.738       5.653      -0.198      -0.429      -2.512       0.776
016.01_110      -1.153       3.851      -0.120      -0.303      -2.009       0.266
016.01_115      -0.759       2.615      -0.075      -0.209      -1.613      -0.041
016.01_125      -0.318       1.191      -0.032      -0.094      -1.050      -0.303
016.02_100      -2.284       7.914      -0.471      -0.806      -2.773       1.581
016.02_105      -1.568       5.409      -0.294      -0.571      -2.193       0.783
016.02_110      -1.078       3.675      -0.187      -0.394      -1.739       0.278
016.02_115      -0.744       2.487      -0.121      -0.267      -1.382      -0.028
016.02_125      -0.365       1.126      -0.053      -0.119      -0.881      -0.292
016.03_100      -3.215      11.415      -1.108      -1.209      -3.821       2.062
016.03_105      -2.374       8.007      -0.768      -0.886      -3.094       0.885
016.03_110      -1.773       5.586      -0.545      -0.632      -2.513       0.123
016.03_115      -1.344       3.881      -0.395      -0.443      -2.048      -0.349
016.03_125      -0.818       1.854      -0.219      -0.211      -1.373      -0.767
016.04_100      -4.605      19.578      -5.114      -2.488      -5.004       2.367
016.04_105      -3.769      14.356      -3.891      -1.957      -4.118       0.621
016.04_110      -3.100      10.485      -3.002      -1.503      -3.394      -0.514
016.04_115      -2.571       7.631      -2.343      -1.135      -2.802      -1.220
016.04_125      -1.828       4.006      -1.467      -0.628      -1.920      -1.837
016.05_100      -2.817       9.127      -0.499      -0.684      -3.448       1.679
016.05_105      -1.941       6.309      -0.309      -0.505      -2.774       0.780
016.05_110      -1.336       4.338      -0.196      -0.359      -2.238       0.210
016.05_115      -0.921       2.971      -0.127      -0.249      -1.811      -0.136
016.05_125      -0.442       1.379      -0.056      -0.115      -1.196      -0.430
016.06_100      -2.761       8.673      -0.364      -0.637      -3.383       1.528
016.06_105      -1.843       5.976      -0.222      -0.474      -2.713       0.723
016.06_110      -1.218       4.097      -0.142      -0.338      -2.182       0.216
016.06_115      -0.796       2.797      -0.095      -0.234      -1.761      -0.088
016.06_125      -0.322       1.292      -0.047      -0.107      -1.159      -0.343
016.07_100      -2.819       9.051      -0.565      -0.971      -3.114       1.584
016.07_105      -1.981       6.257      -0.359      -0.701      -2.479       0.738
016.07_110      -1.399       4.305      -0.234      -0.493      -1.979       0.200
016.07_115      -0.996       2.950      -0.156      -0.341      -1.584      -0.127
016.07_125      -0.523       1.371      -0.074      -0.158      -1.024      -0.407
016.08_100      -4.606      13.927      -1.384      -1.546      -4.455       1.937
016.08_105      -3.525       9.922      -0.965      -1.169      -3.636       0.627
016.08_110      -2.730       7.032      -0.692      -0.858      -2.976      -0.224
016.08_115      -2.147       4.969      -0.509      -0.618      -2.446      -0.751
016.08_125      -1.397       2.456      -0.292      -0.309      -1.666      -1.209
016.09_100      -7.586      26.106      -6.795      -3.161      -6.140       2.425
016.09_105      -6.416      19.538      -5.189      -2.611      -5.105       0.217
016.09_110      -5.443      14.570      -4.024      -2.087      -4.252      -1.237
016.09_115      -4.643      10.830      -3.161      -1.633      -3.548      -2.155
016.09_125      -3.457       5.934      -2.011      -0.961      -2.482      -2.977
016.10_100      -3.292       9.981      -0.565      -0.771      -3.781       1.571
016.10_105      -2.307       6.955      -0.359      -0.578      -3.060       0.650
016.10_110      -1.619       4.823      -0.235      -0.417      -2.484       0.068
016.10_115      -1.140       3.332      -0.158      -0.293      -2.023      -0.282
016.10_125      -0.577       1.577      -0.078      -0.139      -1.353      -0.569
016.11_100      -3.456      10.763      -0.603      -0.835      -4.019       1.850
016.11_105      -2.369       7.520      -0.360      -0.626      -3.259       0.906
016.11_110      -1.613       5.231      -0.222      -0.451      -2.652       0.293
016.11_115      -1.090       3.624      -0.141      -0.316      -2.166      -0.089
016.11_125      -0.483       1.721      -0.063      -0.147      -1.458      -0.430
016.12_100      -2.118       8.366      -0.578      -0.834      -3.100       1.736
016.12_105      -1.444       5.759      -0.361      -0.588      -2.482       0.883
016.12_110      -0.984       3.942      -0.230      -0.405      -1.992       0.330
016.12_115      -0.673       2.687      -0.149      -0.275      -1.604      -0.014
016.12_125      -0.323       1.236      -0.067      -0.123      -1.050      -0.327
016.13_100      -2.394      11.293      -1.248      -1.195      -4.201       2.255
016.13_105      -1.767       7.937      -0.869      -0.867      -3.435       0.999
016.13_110      -1.330       5.556      -0.622      -0.616      -2.819       0.169
016.13_115      -1.027       3.871      -0.455      -0.431      -2.321      -0.362
016.13_125      -0.672       1.866      -0.259      -0.207      -1.591      -0.863
016.14_100      -1.666      15.749      -4.592      -1.980      -4.681       2.831
016.14_105      -1.475      11.423      -3.512      -1.507      -3.858       1.071
016.14_110      -1.326       8.250      -2.721      -1.126      -3.185      -0.109
016.14_115      -1.215       5.945      -2.134      -0.832      -2.637      -0.874
016.14_125      -1.074       3.060      -1.352      -0.446      -1.819      -1.631
016.15_100      -2.701       9.863      -0.638      -0.797      -3.933       1.793
016.15_105      -1.855       6.869      -0.398      -0.582      -3.203       0.831
016.15_110      -1.271       4.760      -0.254      -0.412      -2.615       0.209
016.15_115      -0.870       3.290      -0.167      -0.285      -2.144      -0.175
016.15_125      -0.408       1.555      -0.077      -0.132      -1.454      -0.516
016.16_100      -2.354       7.881      -0.261      -0.522      -3.138       1.606
016.16_105      -1.550       5.389      -0.151      -0.384      -2.518       0.786
016.16_110      -1.010       3.666      -0.090      -0.271      -2.027       0.268
016.16_115      -0.650       2.484      -0.055      -0.186      -1.638      -0.044
016.16_125      -0.254       1.129      -0.022      -0.083      -1.081      -0.311
016.17_100      -2.355       8.102      -0.443      -0.804      -2.844       1.657
016.17_105      -1.616       5.553      -0.275      -0.572      -2.262       0.827
016.17_110      -1.110       3.786      -0.175      -0.397      -1.804       0.300
016.17_115      -0.765       2.570      -0.113      -0.270      -1.444      -0.021
016.17_125      -0.370       1.173      -0.049      -0.121      -0.934      -0.301
016.18_100      -3.490      12.333      -1.164      -1.263      -4.131       2.285
016.18_105      -2.549       8.700      -0.807      -0.937      -3.369       1.038
016.18_110      -1.874       6.110      -0.575      -0.675      -2.758       0.228
016.18_115      -1.391       4.276      -0.419      -0.477      -2.267      -0.279
016.18_125      -0.795       2.072      -0.235      -0.230      -1.547      -0.735
016.19_100      -5.602      22.825      -5.967      -2.765      -5.581       2.911
016.19_105      -4.505      16.912      -4.562      -2.229      -4.625       0.990
016.19_110      -3.625      12.484      -3.541      -1.745      -3.842      -0.269
016.19_115      -2.927       9.185      -2.783      -1.340      -3.197      -1.062
016.19_125      -1.945       4.931      -1.771      -0.763      -2.226      -1.773
016.20_100      -2.988       9.504      -0.473      -0.669      -3.632       1.742
016.20_105      -2.064       6.591      -0.290      -0.499      -2.943       0.795
016.20_110      -1.426       4.552      -0.183      -0.358      -2.393       0.193
016.20_115      -0.985       3.130      -0.117      -0.250      -1.951      -0.173
016.20_125      -0.474       1.467      -0.051      -0.116      -1.311      -0.485
017.01_100      -4.962      13.863      -0.483      -0.568      -6.595       1.255
017.01_105      -3.019       8.962      -0.269      -0.508      -5.221      -0.054
017.01_110      -1.791       5.752      -0.167      -0.383      -4.146      -0.734
017.01_115      -1.022       3.672      -0.116      -0.266      -3.302      -1.033
017.01_125      -0.253       1.475      -0.067      -0.113      -2.114      -1.073
017.02_100      -3.428       9.654      -0.314      -0.431      -4.206       1.275
017.02_105      -2.052       6.163      -0.173      -0.357      -3.251       0.329
017.02_110      -1.197       3.914      -0.106      -0.260      -2.523      -0.171
017.02_115      -0.669       2.473      -0.071      -0.177      -1.963      -0.407
017.02_125      -0.154       0.976      -0.038      -0.074      -1.202      -0.492
017.03_100      -2.285       7.882      -0.254      -0.369      -3.568       1.406
017.03_105      -1.230       4.931      -0.148      -0.274      -2.737       0.542
017.03_110      -0.601       3.067      -0.095      -0.186      -2.106       0.078
017.03_115      -0.234       1.898      -0.066      -0.120      -1.627      -0.148
017.03_125       0.089       0.718      -0.036      -0.046      -0.982      -0.257
017.04_100      -2.849       8.764      -0.182      -0.436      -4.026       1.271
017.04_105      -1.768       5.614      -0.096      -0.303      -3.123       0.324
017.04_110      -1.087       3.575      -0.054      -0.200      -2.431      -0.197
017.04_115      -0.662       2.266      -0.033      -0.127      -1.899      -0.455
017.04_125      -0.233       0.899      -0.015      -0.049      -1.173      -0.571
017.05_100      -4.464      13.361      -0.456      -0.527      -6.708       1.206
017.05_105      -2.578       8.634      -0.271      -0.464      -5.332      -0.011
017.05_110      -1.399       5.547      -0.184      -0.345      -4.253      -0.634
017.05_115      -0.670       3.542      -0.138      -0.236      -3.401      -0.904
017.05_125       0.035       1.425      -0.090      -0.097      -2.198      -0.925
017.06_100      -3.088       9.395      -0.298      -0.428      -4.314       1.266
017.06_105      -1.753       6.004      -0.175      -0.348      -3.352       0.376
017.06_110      -0.930       3.812      -0.115      -0.250      -2.613      -0.095
017.06_115      -0.433       2.412      -0.083      -0.168      -2.045      -0.317
017.06_125       0.033       0.954      -0.051      -0.069      -1.265      -0.398
017.07_100      -1.849       7.534      -0.244      -0.352      -3.624       1.466
017.07_105      -0.862       4.716      -0.153      -0.257      -2.793       0.651
017.07_110      -0.286       2.935      -0.106      -0.172      -2.161       0.211
017.07_115       0.040       1.816      -0.079      -0.109      -1.677      -0.009
017.07_125       0.298       0.688      -0.048      -0.040      -1.024      -0.126
017.08_100      -2.960       9.087      -0.183      -0.451      -4.249       1.244
017.08_105      -1.831       5.858      -0.102      -0.318      -3.313       0.293
017.08_110      -1.119       3.757      -0.064      -0.212      -2.593      -0.231
017.08_115      -0.672       2.398      -0.044      -0.136      -2.037      -0.491
017.08_125      -0.222       0.967      -0.026      -0.053      -1.273      -0.607
017.09_100      -5.770      16.462      -0.697      -1.040      -7.911       1.044
017.09_105      -3.495      10.789      -0.401      -0.826      -6.347      -0.282
017.09_110      -2.037       7.033      -0.259      -0.593      -5.111      -0.967
017.09_115      -1.107       4.557      -0.184      -0.402      -4.127      -1.262
017.09_125      -0.161       1.894      -0.114      -0.167      -2.718      -1.267
017.10_100      -4.558      12.279      -0.518      -0.716      -5.233       1.255
017.10_105      -2.806       7.964      -0.288      -0.580      -4.107       0.184
017.10_110      -1.686       5.139      -0.176      -0.421      -3.238      -0.382
017.10_115      -0.974       3.300      -0.118      -0.289      -2.562      -0.642
017.10_125      -0.245       1.345      -0.065      -0.123      -1.621      -0.709
017.11_100      -3.475      10.458      -0.440      -0.629      -4.554       1.359
017.11_105      -2.031       6.670      -0.255      -0.464      -3.552       0.368
017.11_110      -1.132       4.230      -0.162      -0.316      -2.781      -0.160
017.11_115      -0.578       2.670      -0.111      -0.205      -2.186      -0.410
017.11_125      -0.039       1.051      -0.062      -0.080      -1.366      -0.496
017.12_100      -3.402      10.078      -0.289      -0.561      -4.707       1.119
017.12_105      -2.169       6.533      -0.161      -0.381      -3.697       0.125
017.12_110      -1.375       4.209      -0.095      -0.249      -2.913      -0.423
017.12_115      -0.868       2.702      -0.061      -0.158      -2.305      -0.690
017.12_125      -0.337       1.099      -0.030      -0.061      -1.461      -0.789
017.13_100      -6.326      16.495      -0.582      -0.544      -7.811       1.232
017.13_105      -3.984      10.814      -0.301      -0.568      -6.252      -0.292
017.13_110      -2.480       7.047      -0.176      -0.458      -5.025      -1.093
017.13_115      -1.518       4.564      -0.117      -0.332      -4.052      -1.455
017.13_125      -0.523       1.889      -0.068      -0.149      -2.663      -1.514
017.14_100      -3.555       9.996      -0.264      -0.404      -4.455       1.317
017.14_105      -2.151       6.413      -0.140      -0.349      -3.474       0.299
017.14_110      -1.276       4.088      -0.085      -0.257      -2.720      -0.250
017.14_115      -0.739       2.596      -0.057      -0.176      -2.140      -0.516
017.14_125      -0.212       1.034      -0.032      -0.074      -1.340      -0.623
017.15_100      -3.282       9.419      -0.270      -0.404      -4.109       1.353
017.15_105      -1.959       5.975      -0.151      -0.319      -3.189       0.356
017.15_110      -1.146       3.769      -0.095      -0.223      -2.486      -0.182
017.15_115      -0.650       2.363      -0.066      -0.147      -1.945      -0.444
017.15_125      -0.173       0.919      -0.036      -0.057      -1.207      -0.555
017.16_100      -3.060       9.350      -0.161      -0.448      -4.322       1.360
017.16_105      -1.914       6.041      -0.078      -0.319      -3.381       0.348
017.16_110      -1.189       3.882      -0.040      -0.214      -2.656      -0.217
017.16_115      -0.732       2.483      -0.023      -0.138      -2.095      -0.505
017.16_125      -0.268       1.003      -0.009      -0.054      -1.320      -0.648
018.01_100      -2.309       8.126      -0.667      -0.373      -3.061       1.717
018.01_105      -1.127       5.113      -0.480      -0.264      -2.345       0.897
018.01_110      -0.427       3.202      -0.361      -0.172      -1.803       0.439
018.01_115      -0.023       1.997      -0.278      -0.106      -1.390       0.200
018.01_125       0.322       0.769      -0.171      -0.037      -0.834       0.048
018.02_100      -1.288       6.344      -0.405      -0.344      -2.588       1.719
018.02_105      -0.485       3.881      -0.301      -0.220      -1.973       0.903
018.02_110      -0.028       2.359      -0.234      -0.133      -1.511       0.453
018.02_115       0.222       1.428      -0.186      -0.078      -1.163       0.223
018.02_125       0.410       0.516      -0.121      -0.024      -0.699       0.082
018.03_100      -0.718       5.960      -0.561      -0.294      -2.674       1.713
018.03_105       0.060       3.688      -0.424      -0.191      -2.047       1.086
018.03_110       0.480       2.272      -0.330      -0.116      -1.573       0.734
018.03_115       0.688       1.395      -0.260      -0.067      -1.213       0.544
018.03_125       0.790       0.521      -0.164      -0.020      -0.730       0.397
018.04_100      -0.276       5.114      -0.379      -0.296      -2.387       1.776
018.04_105       0.307       3.102      -0.296      -0.181      -1.825       1.107
018.04_110       0.610       1.871      -0.238      -0.106      -1.402       0.736
018.04_115       0.751       1.124      -0.193      -0.059      -1.082       0.540
018.04_125       0.798       0.401      -0.130      -0.016      -0.656       0.398
018.05_100      -3.479      10.409      -0.766      -0.477      -4.000       1.687
018.05_105      -1.903       6.669      -0.532      -0.358      -3.109       0.767
018.05_110      -0.939       4.251      -0.392      -0.243      -2.423       0.253
018.05_115      -0.360       2.700      -0.299      -0.156      -1.894      -0.010
018.05_125       0.174       1.080      -0.183      -0.058      -1.170      -0.156
018.06_100      -1.993       8.605      -0.664      -0.419      -3.748       1.783
018.06_105      -0.762       5.457      -0.486      -0.295      -2.916       0.998
018.06_110      -0.046       3.447      -0.373      -0.191      -2.278       0.559
018.06_115       0.353       2.170      -0.293      -0.117      -1.785       0.328
018.06_125       0.657       0.853      -0.186      -0.039      -1.109       0.176
018.07_100      -3.698      11.482      -0.541      -0.397      -5.738       1.109
018.07_105      -2.245       7.183      -0.358      -0.292      -4.485      -0.197
018.07_110      -1.352       4.462      -0.255      -0.195      -3.513      -0.854
018.07_115      -0.810       2.761      -0.191      -0.125      -2.761      -1.126
018.07_125      -0.284       1.040      -0.115      -0.047      -1.721      -1.128
