# DFT-SAPT benchmark energies with the asymptotically corrected B3LYP potential for D442x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
1.09.16_110      -1.317       3.649      -0.111      -0.247      -5.883      -3.909
1.09.16_125      -0.297       0.933      -0.060      -0.058      -3.120      -2.603
1.09.16_150      -0.005       0.090      -0.023      -0.005      -1.184      -1.127
1.09.16_200       0.005       0.001      -0.004       0.000      -0.241      -0.240
1.09.21_080     -11.787      34.533      -0.813      -1.614     -18.578       1.740
1.09.21_085      -7.562      22.995      -0.492      -1.247     -14.959      -1.265
1.09.21_090      -4.774      15.217      -0.331      -0.890     -12.079      -2.856
1.09.21_095      -2.949      10.017      -0.244      -0.606      -9.779      -3.560
1.09.21_100      -1.763       6.563      -0.192      -0.400      -7.938      -3.730
1.09.21_105      -0.999       4.279      -0.157      -0.258      -6.461      -3.595
1.09.21_110      -0.512       2.779      -0.131      -0.163      -5.275      -3.303
1.09.21_125       0.097       0.744      -0.082      -0.038      -2.933      -2.212
1.09.21_150       0.217       0.078      -0.040      -0.002      -1.201      -0.947
1.09.21_200       0.124       0.001      -0.011       0.000      -0.277      -0.162
1.09.24_080      -4.612      15.142      -0.551      -0.904      -8.821       0.254
1.09.24_085      -3.139      10.312      -0.392      -0.631      -7.152      -1.001
1.09.24_090      -2.130       6.988      -0.287      -0.431      -5.809      -1.669
1.09.24_095      -1.446       4.718      -0.215      -0.291      -4.731      -1.965
1.09.24_100      -0.980       3.171      -0.165      -0.194      -3.862      -2.029
1.09.24_105      -0.665       2.124      -0.128      -0.128      -3.163      -1.960
1.09.24_110      -0.454       1.419      -0.102      -0.084      -2.598      -1.819
1.09.24_125      -0.147       0.415      -0.054      -0.024      -1.471      -1.281
1.09.24_150      -0.027       0.051      -0.023      -0.003      -0.617      -0.619
1.09.24_200      -0.003       0.001      -0.006      -0.000      -0.147      -0.155
1.09.25_080      -9.898      28.958      -0.649      -1.574     -15.115       1.723
1.09.25_085      -6.579      19.459      -0.375      -1.100     -12.160      -0.755
1.09.25_090      -4.367      13.028      -0.226      -0.744      -9.810      -2.118
1.09.25_095      -2.896       8.695      -0.142      -0.492      -7.936      -2.772
1.09.25_100      -1.921       5.785      -0.093      -0.321      -6.437      -2.987
1.09.25_105      -1.276       3.840      -0.063      -0.207      -5.238      -2.945
1.09.25_110      -0.849       2.541      -0.044      -0.133      -4.276      -2.761
1.09.25_125      -0.260       0.727      -0.017      -0.034      -2.379      -1.964
1.09.25_150      -0.050       0.087      -0.005      -0.004      -0.975      -0.947
1.09.25_200      -0.011       0.001      -0.001      -0.000      -0.223      -0.234
1.09.28_080      -5.073      16.811      -0.748      -1.066     -10.091      -0.167
1.09.28_085      -3.518      11.861      -0.511      -0.780      -8.286      -1.233
1.09.28_090      -2.425       8.323      -0.357      -0.556      -6.814      -1.828
1.09.28_095      -1.661       5.813      -0.254      -0.389      -5.613      -2.104
1.09.28_100      -1.130       4.041      -0.184      -0.268      -4.631      -2.172
1.09.28_105      -0.762       2.797      -0.135      -0.182      -3.830      -2.112
1.09.28_110      -0.508       1.928      -0.101      -0.123      -3.174      -1.978
1.09.28_125      -0.132       0.617      -0.045      -0.036      -1.837      -1.433
1.09.28_150       0.010       0.087      -0.014      -0.004      -0.791      -0.711
1.09.28_200       0.019       0.001      -0.002      -0.000      -0.192      -0.174
1.09.29_080     -11.877      34.092      -0.595      -1.624     -17.713       2.283
1.09.29_085      -7.764      22.522      -0.332      -1.164     -14.116      -0.853
1.09.29_090      -5.069      14.814      -0.197      -0.795     -11.273      -2.520
1.09.29_095      -3.310       9.706      -0.125      -0.527      -9.026      -3.281
1.09.29_100      -2.165       6.338      -0.083      -0.342      -7.247      -3.498
1.09.29_105      -1.421       4.123      -0.057      -0.219      -5.836      -3.409
1.09.29_110      -0.938       2.674      -0.041      -0.139      -4.717      -3.160
1.09.29_125      -0.286       0.717      -0.016      -0.034      -2.551      -2.170
1.09.29_150      -0.061       0.076      -0.005      -0.003      -1.004      -0.998
1.09.29_200      -0.015       0.001      -0.001      -0.000      -0.218      -0.234
1.09.32_080      -9.611      28.085      -0.615      -1.189     -15.014       1.656
1.09.32_085      -6.405      18.911      -0.342      -0.871     -12.051      -0.759
1.09.32_090      -4.255      12.671      -0.200      -0.606      -9.697      -2.087
1.09.32_095      -2.821       8.451      -0.124      -0.408      -7.823      -2.724
1.09.32_100      -1.867       5.611      -0.080      -0.269      -6.327      -2.932
1.09.32_105      -1.236       3.715      -0.055      -0.174      -5.135      -2.885
1.09.32_110      -0.819       2.447      -0.038      -0.112      -4.179      -2.702
1.09.32_125      -0.244       0.687      -0.016      -0.028      -2.307      -1.908
1.09.32_150      -0.044       0.078      -0.005      -0.003      -0.934      -0.908
1.09.32_200      -0.009       0.001      -0.001      -0.000      -0.212      -0.221
1.09.34_080      -3.693      12.099      -0.417      -0.674      -7.125       0.189
1.09.34_085      -2.559       8.371      -0.285      -0.483      -5.777      -0.734
1.09.34_090      -1.773       5.755      -0.200      -0.337      -4.693      -1.248
1.09.34_095      -1.231       3.934      -0.143      -0.229      -3.821      -1.491
1.09.34_100      -0.857       2.675      -0.105      -0.154      -3.119      -1.560
1.09.34_105      -0.601       1.812      -0.078      -0.102      -2.554      -1.524
1.09.34_110      -0.425       1.221      -0.059      -0.067      -2.097      -1.427
1.09.34_125      -0.162       0.366      -0.027      -0.018      -1.188      -1.029
1.09.34_150      -0.045       0.046      -0.009      -0.002      -0.500      -0.510
1.09.34_200      -0.009       0.001      -0.001      -0.000      -0.121      -0.131
1.09.35_080      -5.998      16.821      -1.130      -1.410      -7.586       0.697
1.09.35_085      -4.185      11.491      -0.772      -1.011      -6.171      -0.647
1.09.35_090      -2.943       7.813      -0.548      -0.702      -5.034      -1.414
1.09.35_095      -2.095       5.289      -0.400      -0.478      -4.116      -1.800
1.09.35_100      -1.515       3.568      -0.299      -0.321      -3.375      -1.942
1.09.35_105      -1.119       2.400      -0.228      -0.213      -2.775      -1.934
1.09.35_110      -0.846       1.609      -0.176      -0.141      -2.287      -1.841
1.09.35_125      -0.429       0.477      -0.087      -0.041      -1.306      -1.385
1.09.35_150      -0.214       0.060      -0.031      -0.006      -0.553      -0.744
1.09.35_200      -0.092       0.001      -0.006      -0.000      -0.133      -0.229
1.10.01_080     -18.032      47.278      -1.818      -2.154     -19.584       5.689
1.10.01_085     -10.865      28.350      -0.987      -1.552     -14.870       0.077
1.10.01_090      -6.586      16.884      -0.583      -0.997     -11.347      -2.629
1.10.01_095      -4.030       9.992      -0.365      -0.604      -8.697      -3.703
1.10.01_100      -2.498       5.879      -0.236      -0.353      -6.695      -3.903
1.10.01_105      -1.575       3.440      -0.156      -0.203      -5.176      -3.669
1.10.01_110      -1.015       2.003      -0.104      -0.115      -4.021      -3.252
1.10.01_125      -0.322       0.386      -0.033      -0.020      -1.952      -1.941
1.10.01_150      -0.084       0.023      -0.006      -0.001      -0.669      -0.737
1.10.01_200      -0.015       0.000      -0.000      -0.000      -0.122      -0.137
1.10.02_080      -8.494      22.317      -0.699      -1.045     -10.380       1.699
1.10.02_085      -5.513      14.335      -0.433      -0.708      -8.180      -0.499
1.10.02_090      -3.573       9.168      -0.283      -0.459      -6.461      -1.608
1.10.02_095      -2.313       5.844      -0.192      -0.290      -5.118      -2.069
1.10.02_100      -1.494       3.713      -0.134      -0.180      -4.064      -2.159
1.10.02_105      -0.962       2.353      -0.095      -0.110      -3.238      -2.053
1.10.02_110      -0.616       1.488      -0.068      -0.067      -2.589      -1.853
1.10.02_125      -0.146       0.371      -0.028      -0.015      -1.357      -1.174
1.10.02_150       0.014       0.036      -0.008      -0.001      -0.511      -0.471
1.10.02_200       0.024       0.000      -0.002       0.000      -0.104      -0.082
1.10.03_080     -11.921      27.940      -1.414      -1.678     -12.657       0.270
1.10.03_085      -8.383      18.716      -0.970      -1.196     -10.216      -2.049
1.10.03_090      -5.973      12.485      -0.691      -0.818      -8.263      -3.261
1.10.03_095      -4.325       8.302      -0.506      -0.546      -6.698      -3.773
1.10.03_100      -3.190       5.505      -0.379      -0.358      -5.441      -3.862
1.10.03_105      -2.400       3.642      -0.287      -0.232      -4.430      -3.707
1.10.03_110      -1.844       2.405      -0.220      -0.149      -3.616      -3.425
1.10.03_125      -0.948       0.686      -0.105      -0.040      -2.003      -2.409
1.10.03_150      -0.429       0.084      -0.036      -0.005      -0.808      -1.194
1.10.03_200      -0.141       0.001      -0.007      -0.000      -0.178      -0.325
1.10.05_080      -6.560      17.708      -0.558      -0.900      -7.177       2.514
1.10.05_085      -3.957      10.499      -0.285      -0.617      -5.367       0.274
1.10.05_090      -2.405       6.145      -0.160      -0.382      -4.024      -0.826
1.10.05_095      -1.485       3.556      -0.096      -0.224      -3.025      -1.274
1.10.05_100      -0.939       2.037      -0.061      -0.127      -2.281      -1.371
1.10.05_105      -0.613       1.156      -0.040      -0.070      -1.727      -1.293
1.10.05_110      -0.414       0.651      -0.026      -0.039      -1.315      -1.143
1.10.05_125      -0.157       0.111      -0.009      -0.006      -0.603      -0.664
1.10.05_150      -0.053       0.005      -0.002      -0.000      -0.194      -0.244
1.10.05_200      -0.013       0.000      -0.000      -0.000      -0.033      -0.046
1.10.07_080      -7.060      20.381      -0.569      -1.641      -8.197       2.914
1.10.07_085      -4.147      11.846      -0.298      -1.019      -6.091       0.291
1.10.07_090      -2.464       6.827      -0.173      -0.601      -4.542      -0.954
1.10.07_095      -1.492       3.905      -0.110      -0.345      -3.399      -1.441
1.10.07_100      -0.930       2.218      -0.074      -0.194      -2.555      -1.535
1.10.07_105      -0.603       1.252      -0.052      -0.108      -1.929      -1.442
1.10.07_110      -0.410       0.703      -0.038      -0.060      -1.466      -1.272
1.10.07_125      -0.174       0.121      -0.017      -0.010      -0.672      -0.753
1.10.07_150      -0.077       0.006      -0.006      -0.001      -0.215      -0.292
1.10.07_200      -0.025       0.000      -0.001      -0.000      -0.036      -0.063
1.10.10_080      -3.434       9.433      -0.313      -0.418      -4.161       1.107
1.10.10_085      -2.256       5.788      -0.204      -0.266      -3.187      -0.126
1.10.10_090      -1.521       3.526      -0.141      -0.163      -2.450      -0.749
1.10.10_095      -1.059       2.134      -0.101      -0.097      -1.890      -1.013
1.10.10_100      -0.764       1.284      -0.074      -0.057      -1.464      -1.075
1.10.10_105      -0.573       0.769      -0.055      -0.033      -1.139      -1.032
1.10.10_110      -0.445       0.458      -0.042      -0.019      -0.891      -0.939
1.10.10_125      -0.246       0.094      -0.019      -0.004      -0.443      -0.618
1.10.10_150      -0.124       0.006      -0.006      -0.000      -0.158      -0.282
1.10.10_200      -0.044       0.000      -0.001      -0.000      -0.031      -0.076
1.10.11_080      -3.499       8.507      -0.306      -0.499      -3.281       0.921
1.10.11_085      -2.325       5.266      -0.193      -0.313      -2.500      -0.065
1.10.11_090      -1.578       3.250      -0.129      -0.191      -1.915      -0.563
1.10.11_095      -1.099       2.001      -0.090      -0.115      -1.474      -0.776
1.10.11_100      -0.787       1.230      -0.065      -0.068      -1.140      -0.830
1.10.11_105      -0.580       0.755      -0.048      -0.040      -0.886      -0.799
1.10.11_110      -0.441       0.463      -0.036      -0.024      -0.693      -0.730
1.10.11_125      -0.226       0.107      -0.016      -0.005      -0.345      -0.484
1.10.11_150      -0.103       0.010      -0.005      -0.000      -0.124      -0.223
1.10.11_200      -0.034       0.000      -0.001      -0.000      -0.025      -0.060
1.11.03_080     -17.990      41.096      -1.670      -1.462     -16.500       3.473
1.11.03_085     -11.537      25.189      -1.012      -1.071     -12.626      -1.056
1.11.03_090      -7.489      15.335      -0.671      -0.702      -9.695      -3.222
1.11.03_095      -4.944       9.283      -0.474      -0.434      -7.469      -4.037
1.11.03_100      -3.333       5.591      -0.346      -0.259      -5.775      -4.122
1.11.03_105      -2.303       3.352      -0.259      -0.152      -4.482      -3.844
1.11.03_110      -1.636       2.001      -0.195      -0.088      -3.494      -3.413
1.11.03_125      -0.696       0.416      -0.088      -0.017      -1.710      -2.094
1.11.03_150      -0.258       0.029      -0.027      -0.001      -0.590      -0.848
1.11.03_200      -0.067       0.000      -0.004      -0.000      -0.109      -0.180
1.11.04_080      -4.836      13.297      -0.334      -0.597      -5.877       1.653
1.11.04_085      -2.976       8.046      -0.207      -0.382      -4.457       0.024
1.11.04_090      -1.851       4.842      -0.139      -0.232      -3.393      -0.772
1.11.04_095      -1.170       2.900      -0.098      -0.137      -2.594      -1.098
1.11.04_100      -0.756       1.729      -0.071      -0.079      -1.992      -1.169
1.11.04_105      -0.502       1.027      -0.052      -0.045      -1.538      -1.111
1.11.04_110      -0.345       0.608      -0.039      -0.025      -1.194      -0.996
1.11.04_125      -0.139       0.124      -0.017      -0.005      -0.580      -0.616
1.11.04_150      -0.053       0.008      -0.005      -0.000      -0.200      -0.250
1.11.04_200      -0.016       0.000      -0.001      -0.000      -0.037      -0.054
1.11.09_080      -5.252      12.779      -0.687      -0.398      -4.228       2.214
1.11.09_085      -3.241       7.394      -0.380      -0.249      -3.097       0.427
1.11.09_090      -2.047       4.240      -0.223      -0.143      -2.281      -0.455
1.11.09_095      -1.332       2.412      -0.138      -0.079      -1.690      -0.827
1.11.09_100      -0.896       1.362      -0.088      -0.042      -1.260      -0.924
1.11.09_105      -0.626       0.765      -0.057      -0.022      -0.946      -0.887
1.11.09_110      -0.455       0.427      -0.038      -0.012      -0.715      -0.792
1.11.09_125      -0.210       0.073      -0.013      -0.002      -0.324      -0.476
1.11.09_150      -0.084       0.004      -0.003      -0.000      -0.103      -0.186
1.11.09_200      -0.022       0.000      -0.000      -0.000      -0.018      -0.040
1.11.11_080      -6.413      16.215      -0.759      -0.575      -6.949       1.518
1.11.11_085      -4.153      10.298      -0.485      -0.377      -5.410      -0.127
1.11.11_090      -2.684       6.496      -0.322      -0.236      -4.214      -0.960
1.11.11_095      -1.732       4.075      -0.220      -0.143      -3.287      -1.308
1.11.11_100      -1.116       2.544      -0.154      -0.085      -2.570      -1.381
1.11.11_105      -0.716       1.581      -0.109      -0.049      -2.016      -1.309
1.11.11_110      -0.455       0.978      -0.078      -0.029      -1.586      -1.169
1.11.11_125      -0.103       0.227      -0.030      -0.005      -0.793      -0.704
1.11.11_150       0.020       0.019      -0.008      -0.000      -0.279      -0.248
1.11.11_200       0.028       0.000      -0.001       0.000      -0.052      -0.025
1.11.12_080      -6.775      15.547      -0.957      -0.702      -6.915       0.197
1.11.12_085      -4.905      10.255      -0.679      -0.463      -5.486      -1.278
1.11.12_090      -3.628       6.756      -0.493      -0.299      -4.360      -2.023
1.11.12_095      -2.746       4.447      -0.363      -0.190      -3.474      -2.325
1.11.12_100      -2.127       2.925      -0.271      -0.120      -2.774      -2.367
1.11.12_105      -1.686       1.924      -0.204      -0.076      -2.223      -2.265
1.11.12_110      -1.365       1.265      -0.156      -0.049      -1.786      -2.091
1.11.12_125      -0.807       0.359      -0.073      -0.013      -0.949      -1.483
1.11.12_150      -0.421       0.044      -0.024      -0.002      -0.362      -0.765
1.11.12_200      -0.158       0.001      -0.004      -0.000      -0.074      -0.236
1.12.03_080      -7.229      19.192      -0.754      -0.959      -9.585       0.665
1.12.03_085      -4.926      12.660      -0.474      -0.683      -7.613      -1.036
1.12.03_090      -3.390       8.317      -0.310      -0.462      -6.067      -1.912
1.12.03_095      -2.360       5.444      -0.210      -0.304      -4.849      -2.278
1.12.03_100      -1.669       3.553      -0.146      -0.196      -3.886      -2.344
1.12.03_105      -1.198       2.310      -0.103      -0.124      -3.124      -2.239
1.12.03_110      -0.880       1.499      -0.074      -0.078      -2.521      -2.054
1.12.03_125      -0.393       0.403      -0.029      -0.019      -1.355      -1.393
1.12.03_150      -0.149       0.043      -0.007      -0.002      -0.528      -0.643
1.12.03_200      -0.040       0.000      -0.001      -0.000      -0.112      -0.152
1.12.04_080      -3.656      11.324      -0.446      -0.701      -6.645      -0.123
1.12.04_085      -2.606       7.981      -0.318      -0.503      -5.458      -0.905
1.12.04_090      -1.861       5.597      -0.231      -0.355      -4.488      -1.337
1.12.04_095      -1.332       3.908      -0.171      -0.246      -3.695      -1.536
1.12.04_100      -0.957       2.717      -0.127      -0.169      -3.046      -1.583
1.12.04_105      -0.692       1.881      -0.096      -0.115      -2.516      -1.538
1.12.04_110      -0.504       1.298      -0.073      -0.078      -2.082      -1.440
1.12.04_125      -0.208       0.417      -0.034      -0.024      -1.199      -1.048
1.12.04_150      -0.064       0.060      -0.012      -0.003      -0.510      -0.529
1.12.04_200      -0.015       0.001      -0.002      -0.000      -0.120      -0.136
1.12.05_080      -8.390      19.427      -1.525      -1.570      -8.717      -0.776
1.12.05_085      -6.318      13.844      -1.124      -1.147      -7.205      -1.950
1.12.05_090      -4.800       9.817      -0.844      -0.822      -5.962      -2.611
1.12.05_095      -3.687       6.931      -0.643      -0.582      -4.941      -2.922
1.12.05_100      -2.870       4.874      -0.495      -0.408      -4.102      -3.000
1.12.05_105      -2.268       3.416      -0.385      -0.284      -3.410      -2.931
1.12.05_110      -1.820       2.386      -0.302      -0.197      -2.841      -2.774
1.12.05_125      -1.039       0.798      -0.152      -0.065      -1.663      -2.121
1.12.05_150      -0.534       0.123      -0.054      -0.011      -0.721      -1.197
1.12.05_200      -0.223       0.003      -0.010      -0.000      -0.173      -0.405
1.12.09_080     -14.808      34.387      -1.339      -1.629     -14.611       2.000
1.12.09_085      -9.946      22.523      -0.822      -1.197     -11.674      -1.116
1.12.09_090      -6.737      14.730      -0.539      -0.828      -9.349      -2.724
1.12.09_095      -4.615       9.626      -0.374      -0.554      -7.506      -3.422
1.12.09_100      -3.208       6.291      -0.270      -0.364      -6.040      -3.592
1.12.09_105      -2.269       4.110      -0.202      -0.237      -4.873      -3.471
1.12.09_110      -1.638       2.687      -0.155      -0.154      -3.945      -3.204
1.12.09_125      -0.711       0.751      -0.077      -0.042      -2.134      -2.213
1.12.09_150      -0.282       0.089      -0.029      -0.005      -0.829      -1.056
1.12.09_200      -0.101       0.001      -0.006      -0.000      -0.170      -0.277
1.12.11_080      -8.416      19.780      -1.248      -1.508      -8.163       0.445
1.12.11_085      -6.084      13.575      -0.864      -1.149      -6.626      -1.147
1.12.11_090      -4.421       9.271      -0.619      -0.835      -5.388      -1.992
1.12.11_095      -3.234       6.303      -0.453      -0.590      -4.390      -2.363
1.12.11_100      -2.384       4.269      -0.337      -0.408      -3.583      -2.444
1.12.11_105      -1.773       2.881      -0.253      -0.279      -2.931      -2.355
1.12.11_110      -1.331       1.938      -0.192      -0.189      -2.402      -2.176
1.12.11_125      -0.600       0.582      -0.086      -0.057      -1.345      -1.508
1.12.11_150      -0.194       0.076      -0.026      -0.008      -0.550      -0.702
1.12.11_200      -0.029       0.001      -0.004      -0.000      -0.124      -0.156
1.12.15_080      -6.890      19.362      -1.159      -2.111      -8.452       0.751
1.12.15_085      -4.629      12.829      -0.732      -1.533      -6.749      -0.813
1.12.15_090      -3.125       8.458      -0.481      -1.074      -5.403      -1.625
1.12.15_095      -2.128       5.553      -0.326      -0.736      -4.336      -1.974
1.12.15_100      -1.468       3.633      -0.227      -0.498      -3.490      -2.049
1.12.15_105      -1.029       2.369      -0.161      -0.334      -2.817      -1.971
1.12.15_110      -0.737       1.541      -0.116      -0.223      -2.281      -1.816
1.12.15_125      -0.319       0.419      -0.048      -0.065      -1.238      -1.251
1.12.15_150      -0.136       0.047      -0.015      -0.009      -0.486      -0.599
1.12.15_200      -0.057       0.001      -0.003      -0.000      -0.105      -0.164
1.13.02_080      -9.413      24.366      -0.823      -1.133     -12.027       0.970
1.13.02_085      -6.348      15.727      -0.591      -0.767      -9.457      -1.437
1.13.02_090      -4.333      10.096      -0.442      -0.501      -7.451      -2.632
1.13.02_095      -3.006       6.449      -0.338      -0.320      -5.884      -3.099
1.13.02_100      -2.129       4.102      -0.262      -0.201      -4.661      -3.151
1.13.02_105      -1.544       2.599      -0.205      -0.125      -3.705      -2.980
1.13.02_110      -1.151       1.641      -0.161      -0.078      -2.956      -2.705
1.13.02_125      -0.564       0.405      -0.081      -0.018      -1.543      -1.801
1.13.02_150      -0.265       0.038      -0.028      -0.002      -0.579      -0.836
1.13.02_200      -0.106       0.000      -0.005      -0.000      -0.118      -0.228
1.13.03_080      -4.547      13.341      -0.457      -0.368      -6.592       1.376
1.13.03_085      -2.857       8.436      -0.299      -0.237      -5.107      -0.064
1.13.03_090      -1.779       5.294      -0.201      -0.145      -3.960      -0.791
1.13.03_095      -1.095       3.300      -0.138      -0.086      -3.076      -1.095
1.13.03_100      -0.663       2.044      -0.097      -0.050      -2.395      -1.160
1.13.03_105      -0.392       1.259      -0.068      -0.028      -1.871      -1.100
1.13.03_110      -0.223       0.773      -0.049      -0.016      -1.468      -0.983
1.13.03_125      -0.013       0.174      -0.019      -0.002      -0.731      -0.591
1.13.03_150       0.040       0.014      -0.005      -0.000      -0.257      -0.209
1.13.03_200       0.028       0.000      -0.001       0.000      -0.048      -0.021
1.14.01_080     -14.136      34.833      -1.381      -2.041     -15.577       1.697
1.14.01_085      -9.446      23.447      -0.906      -1.418     -12.589      -0.912
1.14.01_090      -6.310      15.736      -0.638      -0.954     -10.202      -2.368
1.14.01_095      -4.216      10.539      -0.474      -0.629      -8.291      -3.072
1.14.01_100      -2.823       7.045      -0.366      -0.409      -6.758      -3.311
1.14.01_105      -1.896       4.701      -0.289      -0.263      -5.525      -3.273
1.14.01_110      -1.279       3.133      -0.231      -0.169      -4.533      -3.079
1.14.01_125      -0.415       0.918      -0.122      -0.044      -2.559      -2.221
1.14.01_150      -0.098       0.116      -0.044      -0.005      -1.068      -1.099
1.14.01_200      -0.032       0.002      -0.007      -0.000      -0.250      -0.288
1.14.02_080     -10.097      23.440      -1.307      -1.648     -10.639      -0.251
1.14.02_085      -7.422      16.328      -0.901      -1.198      -8.749      -1.942
1.14.02_090      -5.523      11.325      -0.649      -0.841      -7.214      -2.902
1.14.02_095      -4.172       7.829      -0.484      -0.578      -5.964      -3.369
1.14.02_100      -3.204       5.396      -0.370      -0.391      -4.944      -3.512
1.14.02_105      -2.505       3.709      -0.287      -0.262      -4.109      -3.454
1.14.02_110      -1.994       2.543      -0.226      -0.175      -3.425      -3.278
1.14.02_125      -1.118       0.807      -0.116      -0.051      -2.020      -2.499
1.14.02_150      -0.553       0.115      -0.043      -0.007      -0.901      -1.389
1.14.02_200      -0.203       0.002      -0.008      -0.000      -0.235      -0.444
1.14.05_080     -10.415      25.509      -1.585      -1.619     -12.262      -0.372
1.14.05_085      -7.516      17.485      -1.117      -1.197      -9.991      -2.336
1.14.05_090      -5.490      11.933      -0.823      -0.847      -8.167      -3.394
1.14.05_095      -4.067       8.114      -0.628      -0.584      -6.695      -3.861
1.14.05_100      -3.065       5.498      -0.492      -0.396      -5.506      -3.960
1.14.05_105      -2.353       3.714      -0.392      -0.265      -4.542      -3.838
1.14.05_110      -1.841       2.502      -0.317      -0.177      -3.758      -3.591
1.14.05_125      -0.993       0.752      -0.177      -0.052      -2.173      -2.642
1.14.05_150      -0.477       0.098      -0.076      -0.007      -0.942      -1.405
1.14.05_200      -0.171       0.001      -0.019      -0.000      -0.236      -0.424
1.14.06_080      -9.167      20.790      -1.134      -0.416      -8.352       1.721
1.14.06_085      -6.178      13.440      -0.710      -0.347      -6.566      -0.360
1.14.06_090      -4.203       8.658      -0.465      -0.245      -5.175      -1.431
1.14.06_095      -2.892       5.562      -0.316      -0.160      -4.090      -1.896
1.14.06_100      -2.015       3.563      -0.221      -0.100      -3.242      -2.014
1.14.06_105      -1.424       2.278      -0.157      -0.061      -2.579      -1.943
1.14.06_110      -1.021       1.452      -0.114      -0.036      -2.059      -1.777
1.14.06_125      -0.413       0.372      -0.046      -0.007      -1.076      -1.169
1.14.06_150      -0.120       0.037      -0.012      -0.001      -0.401      -0.497
1.14.06_200      -0.017       0.000      -0.001      -0.000      -0.080      -0.099
1.15.01_080      -6.164      18.757      -0.837      -1.175     -10.236       0.344
1.15.01_085      -4.360      13.059      -0.598      -0.842      -8.329      -1.069
1.15.01_090      -3.094       9.048      -0.439      -0.587      -6.791      -1.863
1.15.01_095      -2.205       6.239      -0.329      -0.402      -5.549      -2.247
1.15.01_100      -1.584       4.285      -0.251      -0.272      -4.545      -2.367
1.15.01_105      -1.148       2.932      -0.195      -0.182      -3.733      -2.326
1.15.01_110      -0.842       2.000      -0.153      -0.121      -3.076      -2.191
1.15.01_125      -0.361       0.622      -0.078      -0.034      -1.753      -1.604
1.15.01_150      -0.118       0.084      -0.030      -0.004      -0.739      -0.807
1.15.01_200      -0.027       0.001      -0.007      -0.000      -0.176      -0.208
1.15.08_080     -10.798      31.726      -1.425      -1.796     -16.233       1.475
1.15.08_085      -7.391      21.420      -0.933      -1.304     -13.026      -1.234
1.15.08_090      -5.101      14.390      -0.643      -0.908     -10.485      -2.747
1.15.08_095      -3.562       9.623      -0.465      -0.616      -8.465      -3.485
1.15.08_100      -2.527       6.407      -0.349      -0.411      -6.851      -3.731
1.15.08_105      -1.831       4.250      -0.269      -0.272      -5.563      -3.684
1.15.08_110      -1.358       2.808      -0.211      -0.178      -4.531      -3.471
1.15.08_125      -0.657       0.795      -0.112      -0.050      -2.504      -2.529
1.15.08_150      -0.314       0.092      -0.046      -0.007      -1.013      -1.287
1.15.08_200      -0.130       0.001      -0.011      -0.000      -0.227      -0.366
2.01.01_080      -2.683       8.444      -0.348      -0.652      -4.637       0.124
2.01.01_085      -1.766       5.487      -0.214      -0.481      -3.649      -0.623
2.01.01_090      -1.164       3.522      -0.136      -0.334      -2.869      -0.982
2.01.01_095      -0.773       2.236      -0.088      -0.224      -2.254      -1.103
2.01.01_100      -0.521       1.407      -0.059      -0.146      -1.771      -1.090
2.01.01_105      -0.358       0.877      -0.040      -0.093      -1.392      -1.006
2.01.01_110      -0.253       0.543      -0.028      -0.059      -1.096      -0.893
2.01.01_125      -0.110       0.123      -0.011      -0.014      -0.545      -0.556
2.01.01_150      -0.048       0.009      -0.003      -0.001      -0.189      -0.232
2.01.01_200      -0.016       0.000      -0.000      -0.000      -0.034      -0.050
2.01.02_080      -2.661       8.861      -0.519      -0.870      -4.332       0.479
2.01.02_085      -1.630       5.575      -0.296      -0.588      -3.309      -0.248
2.01.02_090      -0.987       3.471      -0.172      -0.379      -2.531      -0.599
2.01.02_095      -0.591       2.143      -0.102      -0.238      -1.940      -0.727
2.01.02_100      -0.349       1.314      -0.061      -0.146      -1.490      -0.732
2.01.02_105      -0.203       0.801      -0.037      -0.089      -1.148      -0.676
2.01.02_110      -0.115       0.486      -0.023      -0.053      -0.888      -0.594
2.01.02_125      -0.016       0.106      -0.005      -0.011      -0.424      -0.351
2.01.02_150       0.004       0.008      -0.001      -0.001      -0.141      -0.131
2.01.02_200       0.001       0.000      -0.000      -0.000      -0.025      -0.024
2.01.04_080      -1.646       5.475      -0.310      -0.758      -2.467       0.293
2.01.04_085      -1.023       3.370      -0.170      -0.467      -1.838      -0.129
2.01.04_090      -0.639       2.061      -0.095      -0.283      -1.375      -0.331
2.01.04_095      -0.402       1.254      -0.055      -0.169      -1.033      -0.405
2.01.04_100      -0.256       0.759      -0.032      -0.101      -0.779      -0.409
2.01.04_105      -0.167       0.457      -0.019      -0.059      -0.591      -0.378
2.01.04_110      -0.111       0.275      -0.011      -0.035      -0.451      -0.333
2.01.04_125      -0.039       0.059      -0.003      -0.007      -0.209      -0.199
2.01.04_150      -0.013       0.004      -0.000      -0.000      -0.068      -0.077
2.01.04_200      -0.004       0.000      -0.000      -0.000      -0.012      -0.016
2.02.01_080      -3.187       9.285      -0.445      -0.678      -4.774       0.200
2.02.01_085      -2.090       5.959      -0.269      -0.498      -3.732      -0.630
