# This file contains the metadata for categorization of the systems in the data set.
# The second column is the name of the group the complex belongs to
# The third column provides additional tags, including element and atomtype combinations the system represents, assignment of the systems into the smaller subsets obtained by clustering etc.
system	group	tags
2.02.06_125	PS	H-S,H-S2,scaling=1.25,cluster050,cluster100
2.02.06_150	PS	H-S,H-S2,scaling=1.50,cluster050,cluster100
2.02.06_200	PS	H-S,H-S2,scaling=2.00,cluster050,cluster100
2.03.01_080	PS	C-P,C1c-P1,scaling=0.80
2.03.01_085	PS	C-P,C1c-P1,scaling=0.85
2.03.01_090	PS	C-P,C1c-P1,scaling=0.90
2.03.01_095	PS	C-P,C1c-P1,scaling=0.95
2.03.01_100	PS	C-P,C1c-P1,scaling=1.00,equilibrium
2.03.01_105	PS	C-P,C1c-P1,scaling=1.05
2.03.01_110	PS	C-P,C1c-P1,scaling=1.10
2.03.01_125	PS	C-P,C1c-P1,scaling=1.25
2.03.01_150	PS	C-P,C1c-P1,scaling=1.50
2.03.01_200	PS	C-P,C1c-P1,scaling=2.00
2.03.10_080	PS	C-P,C1-P1,scaling=0.80,cluster050,cluster100,cluster200
2.03.10_085	PS	C-P,C1-P1,scaling=0.85,cluster050,cluster100,cluster200
2.03.10_090	PS	C-P,C1-P1,scaling=0.90,cluster050,cluster100,cluster200
2.03.10_095	PS	C-P,C1-P1,scaling=0.95,cluster050,cluster100,cluster200
2.03.10_100	PS	C-P,C1-P1,scaling=1.00,equilibrium,cluster050,cluster100,cluster200
2.03.10_105	PS	C-P,C1-P1,scaling=1.05,cluster050,cluster100,cluster200
2.03.10_110	PS	C-P,C1-P1,scaling=1.10,cluster050,cluster100,cluster200
2.03.10_125	PS	C-P,C1-P1,scaling=1.25,cluster050,cluster100,cluster200
2.03.10_150	PS	C-P,C1-P1,scaling=1.50,cluster050,cluster100,cluster200
2.03.10_200	PS	C-P,C1-P1,scaling=2.00,cluster050,cluster100,cluster200
2.03.13_080	PS	C-P,C0-P1,scaling=0.80,cluster100,cluster200
2.03.13_085	PS	C-P,C0-P1,scaling=0.85,cluster100,cluster200
2.03.13_090	PS	C-P,C0-P1,scaling=0.90,cluster100,cluster200
2.03.13_095	PS	C-P,C0-P1,scaling=0.95,cluster100,cluster200
2.03.13_100	PS	C-P,C0-P1,scaling=1.00,equilibrium,cluster100,cluster200
2.03.13_105	PS	C-P,C0-P1,scaling=1.05,cluster100,cluster200
2.03.13_110	PS	C-P,C0-P1,scaling=1.10,cluster100,cluster200
2.03.13_125	PS	C-P,C0-P1,scaling=1.25,cluster100,cluster200
2.03.13_150	PS	C-P,C0-P1,scaling=1.50,cluster100,cluster200
2.03.13_200	PS	C-P,C0-P1,scaling=2.00,cluster100,cluster200
2.03.18_080	PS	C-P,C1n-P1,scaling=0.80,cluster050
2.03.18_085	PS	C-P,C1n-P1,scaling=0.85,cluster050
2.03.18_090	PS	C-P,C1n-P1,scaling=0.90,cluster050
2.03.18_095	PS	C-P,C1n-P1,scaling=0.95,cluster050
2.03.18_100	PS	C-P,C1n-P1,scaling=1.00,equilibrium,cluster050
2.03.18_105	PS	C-P,C1n-P1,scaling=1.05,cluster050
2.03.18_110	PS	C-P,C1n-P1,scaling=1.10,cluster050
2.03.18_125	PS	C-P,C1n-P1,scaling=1.25,cluster050
2.03.18_150	PS	C-P,C1n-P1,scaling=1.50,cluster050
2.03.18_200	PS	C-P,C1n-P1,scaling=2.00,cluster050
2.03.22_080	PS	C-P,C0-P0,scaling=0.80
2.03.22_085	PS	C-P,C0-P0,scaling=0.85
2.03.22_090	PS	C-P,C0-P0,scaling=0.90
2.03.22_095	PS	C-P,C0-P0,scaling=0.95
2.03.22_100	PS	C-P,C0-P0,scaling=1.00,equilibrium
2.03.22_105	PS	C-P,C0-P0,scaling=1.05
2.03.22_110	PS	C-P,C0-P0,scaling=1.10
2.03.22_125	PS	C-P,C0-P0,scaling=1.25
2.03.22_150	PS	C-P,C0-P0,scaling=1.50
2.03.22_200	PS	C-P,C0-P0,scaling=2.00
2.03.23_080	PS	C-P,C1-P0,scaling=0.80,cluster200
2.03.23_085	PS	C-P,C1-P0,scaling=0.85,cluster200
2.03.23_090	PS	C-P,C1-P0,scaling=0.90,cluster200
2.03.23_095	PS	C-P,C1-P0,scaling=0.95,cluster200
2.03.23_100	PS	C-P,C1-P0,scaling=1.00,equilibrium,cluster200
2.03.23_105	PS	C-P,C1-P0,scaling=1.05,cluster200
2.03.23_110	PS	C-P,C1-P0,scaling=1.10,cluster200
2.03.23_125	PS	C-P,C1-P0,scaling=1.25,cluster200
2.03.23_150	PS	C-P,C1-P0,scaling=1.50,cluster200
2.03.23_200	PS	C-P,C1-P0,scaling=2.00,cluster200
2.03.26_080	PS	C-P,C1c-P0,scaling=0.80
2.03.26_085	PS	C-P,C1c-P0,scaling=0.85
2.03.26_090	PS	C-P,C1c-P0,scaling=0.90
2.03.26_095	PS	C-P,C1c-P0,scaling=0.95
2.03.26_100	PS	C-P,C1c-P0,scaling=1.00,equilibrium
2.03.26_105	PS	C-P,C1c-P0,scaling=1.05
2.03.26_110	PS	C-P,C1c-P0,scaling=1.10
2.03.26_125	PS	C-P,C1c-P0,scaling=1.25
2.03.26_150	PS	C-P,C1c-P0,scaling=1.50
2.03.26_200	PS	C-P,C1c-P0,scaling=2.00
2.03.28_080	PS	C-P,C1n-P0,scaling=0.80
2.03.28_085	PS	C-P,C1n-P0,scaling=0.85
2.03.28_090	PS	C-P,C1n-P0,scaling=0.90
2.03.28_095	PS	C-P,C1n-P0,scaling=0.95
2.03.28_100	PS	C-P,C1n-P0,scaling=1.00,equilibrium
2.03.28_105	PS	C-P,C1n-P0,scaling=1.05
2.03.28_110	PS	C-P,C1n-P0,scaling=1.10
2.03.28_125	PS	C-P,C1n-P0,scaling=1.25
2.03.28_150	PS	C-P,C1n-P0,scaling=1.50
2.03.28_200	PS	C-P,C1n-P0,scaling=2.00
2.03.31_080	PS	C-P,C2-P0,scaling=0.80,cluster200
2.03.31_085	PS	C-P,C2-P0,scaling=0.85,cluster200
2.03.31_090	PS	C-P,C2-P0,scaling=0.90,cluster200
2.03.31_095	PS	C-P,C2-P0,scaling=0.95,cluster200
2.03.31_100	PS	C-P,C2-P0,scaling=1.00,equilibrium,cluster200
2.03.31_105	PS	C-P,C2-P0,scaling=1.05,cluster200
2.03.31_110	PS	C-P,C2-P0,scaling=1.10,cluster200
2.03.31_125	PS	C-P,C2-P0,scaling=1.25,cluster200
2.03.31_150	PS	C-P,C2-P0,scaling=1.50,cluster200
2.03.31_200	PS	C-P,C2-P0,scaling=2.00,cluster200
2.03.34_080	PS	C-P,C3-P0,scaling=0.80,cluster100,cluster200
2.03.34_085	PS	C-P,C3-P0,scaling=0.85,cluster100,cluster200
2.03.34_090	PS	C-P,C3-P0,scaling=0.90,cluster100,cluster200
2.03.34_095	PS	C-P,C3-P0,scaling=0.95,cluster100,cluster200
2.03.34_100	PS	C-P,C3-P0,scaling=1.00,equilibrium,cluster100,cluster200
2.03.34_105	PS	C-P,C3-P0,scaling=1.05,cluster100,cluster200
2.03.34_110	PS	C-P,C3-P0,scaling=1.10,cluster100,cluster200
2.03.34_125	PS	C-P,C3-P0,scaling=1.25,cluster100,cluster200
2.03.34_150	PS	C-P,C3-P0,scaling=1.50,cluster100,cluster200
2.03.34_200	PS	C-P,C3-P0,scaling=2.00,cluster100,cluster200
2.03.37_080	PS	C-P,C2-P1,scaling=0.80
2.03.37_085	PS	C-P,C2-P1,scaling=0.85
2.03.37_090	PS	C-P,C2-P1,scaling=0.90
2.03.37_095	PS	C-P,C2-P1,scaling=0.95
2.03.37_100	PS	C-P,C2-P1,scaling=1.00,equilibrium
2.03.37_105	PS	C-P,C2-P1,scaling=1.05
2.03.37_110	PS	C-P,C2-P1,scaling=1.10
2.03.37_125	PS	C-P,C2-P1,scaling=1.25
2.03.37_150	PS	C-P,C2-P1,scaling=1.50
2.03.37_200	PS	C-P,C2-P1,scaling=2.00
2.03.41_080	PS	C-P,C3-P1,scaling=0.80
2.03.41_085	PS	C-P,C3-P1,scaling=0.85
2.03.41_090	PS	C-P,C3-P1,scaling=0.90
2.03.41_095	PS	C-P,C3-P1,scaling=0.95
2.03.41_100	PS	C-P,C3-P1,scaling=1.00,equilibrium
2.03.41_105	PS	C-P,C3-P1,scaling=1.05
2.03.41_110	PS	C-P,C3-P1,scaling=1.10
2.03.41_125	PS	C-P,C3-P1,scaling=1.25
2.03.41_150	PS	C-P,C3-P1,scaling=1.50
2.03.41_200	PS	C-P,C3-P1,scaling=2.00
2.03.45_080	PS	C-P,C0-P2,scaling=0.80
2.03.45_085	PS	C-P,C0-P2,scaling=0.85
2.03.45_090	PS	C-P,C0-P2,scaling=0.90
2.03.45_095	PS	C-P,C0-P2,scaling=0.95
2.03.45_100	PS	C-P,C0-P2,scaling=1.00,equilibrium
2.03.45_105	PS	C-P,C0-P2,scaling=1.05
2.03.45_110	PS	C-P,C0-P2,scaling=1.10
2.03.45_125	PS	C-P,C0-P2,scaling=1.25
2.03.45_150	PS	C-P,C0-P2,scaling=1.50
2.03.45_200	PS	C-P,C0-P2,scaling=2.00
2.03.49_080	PS	C-P,C1-P2,scaling=0.80,cluster200
2.03.49_085	PS	C-P,C1-P2,scaling=0.85,cluster200
2.03.49_090	PS	C-P,C1-P2,scaling=0.90,cluster200
2.03.49_095	PS	C-P,C1-P2,scaling=0.95,cluster200
2.03.49_100	PS	C-P,C1-P2,scaling=1.00,equilibrium,cluster200
2.03.49_105	PS	C-P,C1-P2,scaling=1.05,cluster200
2.03.49_110	PS	C-P,C1-P2,scaling=1.10,cluster200
2.03.49_125	PS	C-P,C1-P2,scaling=1.25,cluster200
2.03.49_150	PS	C-P,C1-P2,scaling=1.50,cluster200
2.03.49_200	PS	C-P,C1-P2,scaling=2.00,cluster200
2.03.52_080	PS	C-P,C1c-P2,scaling=0.80,cluster020
2.03.52_085	PS	C-P,C1c-P2,scaling=0.85,cluster020
2.03.52_090	PS	C-P,C1c-P2,scaling=0.90,cluster020
2.03.52_095	PS	C-P,C1c-P2,scaling=0.95,cluster020
2.03.52_100	PS	C-P,C1c-P2,scaling=1.00,equilibrium,cluster020
2.03.52_105	PS	C-P,C1c-P2,scaling=1.05,cluster020
2.03.52_110	PS	C-P,C1c-P2,scaling=1.10,cluster020
2.03.52_125	PS	C-P,C1c-P2,scaling=1.25,cluster020
2.03.52_150	PS	C-P,C1c-P2,scaling=1.50,cluster020
2.03.52_200	PS	C-P,C1c-P2,scaling=2.00,cluster020
2.03.54_080	PS	C-P,C1n-P2,scaling=0.80
2.03.54_085	PS	C-P,C1n-P2,scaling=0.85
2.03.54_090	PS	C-P,C1n-P2,scaling=0.90
2.03.54_095	PS	C-P,C1n-P2,scaling=0.95
2.03.54_100	PS	C-P,C1n-P2,scaling=1.00,equilibrium
2.03.54_105	PS	C-P,C1n-P2,scaling=1.05
2.03.54_110	PS	C-P,C1n-P2,scaling=1.10
2.03.54_125	PS	C-P,C1n-P2,scaling=1.25
2.03.54_150	PS	C-P,C1n-P2,scaling=1.50
2.03.54_200	PS	C-P,C1n-P2,scaling=2.00
2.03.55_080	PS	C-P,C2-P2,scaling=0.80
2.03.55_085	PS	C-P,C2-P2,scaling=0.85
2.03.55_090	PS	C-P,C2-P2,scaling=0.90
2.03.55_095	PS	C-P,C2-P2,scaling=0.95
2.03.55_100	PS	C-P,C2-P2,scaling=1.00,equilibrium
2.03.55_105	PS	C-P,C2-P2,scaling=1.05
2.03.55_110	PS	C-P,C2-P2,scaling=1.10
2.03.55_125	PS	C-P,C2-P2,scaling=1.25
2.03.55_150	PS	C-P,C2-P2,scaling=1.50
2.03.55_200	PS	C-P,C2-P2,scaling=2.00
2.03.57_080	PS	C-P,C3-P2,scaling=0.80,cluster050
2.03.57_085	PS	C-P,C3-P2,scaling=0.85,cluster050
2.03.57_090	PS	C-P,C3-P2,scaling=0.90,cluster050
2.03.57_095	PS	C-P,C3-P2,scaling=0.95,cluster050
2.03.57_100	PS	C-P,C3-P2,scaling=1.00,equilibrium,cluster050
2.03.57_105	PS	C-P,C3-P2,scaling=1.05,cluster050
2.03.57_110	PS	C-P,C3-P2,scaling=1.10,cluster050
2.03.57_125	PS	C-P,C3-P2,scaling=1.25,cluster050
2.03.57_150	PS	C-P,C3-P2,scaling=1.50,cluster050
2.03.57_200	PS	C-P,C3-P2,scaling=2.00,cluster050
2.04.02_080	PS	C-S,C2-S0,scaling=0.80
2.04.02_085	PS	C-S,C2-S0,scaling=0.85
2.04.02_090	PS	C-S,C2-S0,scaling=0.90
2.04.02_095	PS	C-S,C2-S0,scaling=0.95
2.04.02_100	PS	C-S,C2-S0,scaling=1.00,equilibrium
2.04.02_105	PS	C-S,C2-S0,scaling=1.05
2.04.02_110	PS	C-S,C2-S0,scaling=1.10
2.04.02_125	PS	C-S,C2-S0,scaling=1.25
2.04.02_150	PS	C-S,C2-S0,scaling=1.50
2.04.02_200	PS	C-S,C2-S0,scaling=2.00
2.04.09_080	PS	C-S,C2-S1,scaling=0.80,cluster200
2.04.09_085	PS	C-S,C2-S1,scaling=0.85,cluster200
2.04.09_090	PS	C-S,C2-S1,scaling=0.90,cluster200
2.04.09_095	PS	C-S,C2-S1,scaling=0.95,cluster200
2.04.09_100	PS	C-S,C2-S1,scaling=1.00,equilibrium,cluster200
2.04.09_105	PS	C-S,C2-S1,scaling=1.05,cluster200
2.04.09_110	PS	C-S,C2-S1,scaling=1.10,cluster200
2.04.09_125	PS	C-S,C2-S1,scaling=1.25,cluster200
2.04.09_150	PS	C-S,C2-S1,scaling=1.50,cluster200
2.04.09_200	PS	C-S,C2-S1,scaling=2.00,cluster200
2.04.14_080	PS	C-S,C1c-S1,scaling=0.80,cluster050
2.04.14_085	PS	C-S,C1c-S1,scaling=0.85,cluster050
2.04.14_090	PS	C-S,C1c-S1,scaling=0.90,cluster050
2.04.14_095	PS	C-S,C1c-S1,scaling=0.95,cluster050
2.04.14_100	PS	C-S,C1c-S1,scaling=1.00,equilibrium,cluster050
2.04.14_105	PS	C-S,C1c-S1,scaling=1.05,cluster050
2.04.14_110	PS	C-S,C1c-S1,scaling=1.10,cluster050
2.04.14_125	PS	C-S,C1c-S1,scaling=1.25,cluster050
2.04.14_150	PS	C-S,C1c-S1,scaling=1.50,cluster050
2.04.14_200	PS	C-S,C1c-S1,scaling=2.00,cluster050
2.04.20_080	PS	C-S,C0-S1,scaling=0.80,cluster200
2.04.20_085	PS	C-S,C0-S1,scaling=0.85,cluster200
2.04.20_090	PS	C-S,C0-S1,scaling=0.90,cluster200
2.04.20_095	PS	C-S,C0-S1,scaling=0.95,cluster200
2.04.20_100	PS	C-S,C0-S1,scaling=1.00,equilibrium,cluster200
2.04.20_105	PS	C-S,C0-S1,scaling=1.05,cluster200
2.04.20_110	PS	C-S,C0-S1,scaling=1.10,cluster200
2.04.20_125	PS	C-S,C0-S1,scaling=1.25,cluster200
2.04.20_150	PS	C-S,C0-S1,scaling=1.50,cluster200
2.04.20_200	PS	C-S,C0-S1,scaling=2.00,cluster200
2.04.22_080	PS	C-S,C1-S1,scaling=0.80,cluster100
2.04.22_085	PS	C-S,C1-S1,scaling=0.85,cluster100
2.04.22_090	PS	C-S,C1-S1,scaling=0.90,cluster100
2.04.22_095	PS	C-S,C1-S1,scaling=0.95,cluster100
2.04.22_100	PS	C-S,C1-S1,scaling=1.00,equilibrium,cluster100
2.04.22_105	PS	C-S,C1-S1,scaling=1.05,cluster100
2.04.22_110	PS	C-S,C1-S1,scaling=1.10,cluster100
2.04.22_125	PS	C-S,C1-S1,scaling=1.25,cluster100
2.04.22_150	PS	C-S,C1-S1,scaling=1.50,cluster100
2.04.22_200	PS	C-S,C1-S1,scaling=2.00,cluster100
2.04.29_080	PS	C-S,C0-S2,scaling=0.80
2.04.29_085	PS	C-S,C0-S2,scaling=0.85
2.04.29_090	PS	C-S,C0-S2,scaling=0.90
2.04.29_095	PS	C-S,C0-S2,scaling=0.95
2.04.29_100	PS	C-S,C0-S2,scaling=1.00,equilibrium
2.04.29_105	PS	C-S,C0-S2,scaling=1.05
2.04.29_110	PS	C-S,C0-S2,scaling=1.10
2.04.29_125	PS	C-S,C0-S2,scaling=1.25
2.04.29_150	PS	C-S,C0-S2,scaling=1.50
2.04.29_200	PS	C-S,C0-S2,scaling=2.00
2.04.35_080	PS	C-S,C1-S2,scaling=0.80,cluster200
2.04.35_085	PS	C-S,C1-S2,scaling=0.85,cluster200
2.04.35_090	PS	C-S,C1-S2,scaling=0.90,cluster200
2.04.35_095	PS	C-S,C1-S2,scaling=0.95,cluster200
2.04.35_100	PS	C-S,C1-S2,scaling=1.00,equilibrium,cluster200
2.04.35_105	PS	C-S,C1-S2,scaling=1.05,cluster200
2.04.35_110	PS	C-S,C1-S2,scaling=1.10,cluster200
2.04.35_125	PS	C-S,C1-S2,scaling=1.25,cluster200
2.04.35_150	PS	C-S,C1-S2,scaling=1.50,cluster200
2.04.35_200	PS	C-S,C1-S2,scaling=2.00,cluster200
2.04.38_080	PS	C-S,C2-S2,scaling=0.80,cluster050,cluster100
2.04.38_085	PS	C-S,C2-S2,scaling=0.85,cluster050,cluster100
2.04.38_090	PS	C-S,C2-S2,scaling=0.90,cluster050,cluster100
2.04.38_095	PS	C-S,C2-S2,scaling=0.95,cluster050,cluster100
2.04.38_100	PS	C-S,C2-S2,scaling=1.00,equilibrium,cluster050,cluster100
2.04.38_105	PS	C-S,C2-S2,scaling=1.05,cluster050,cluster100
2.04.38_110	PS	C-S,C2-S2,scaling=1.10,cluster050,cluster100
2.04.38_125	PS	C-S,C2-S2,scaling=1.25,cluster050,cluster100
2.04.38_150	PS	C-S,C2-S2,scaling=1.50,cluster050,cluster100
2.04.38_200	PS	C-S,C2-S2,scaling=2.00,cluster050,cluster100
2.04.41_080	PS	C-S,C1c-S2,scaling=0.80
2.04.41_085	PS	C-S,C1c-S2,scaling=0.85
2.04.41_090	PS	C-S,C1c-S2,scaling=0.90
2.04.41_095	PS	C-S,C1c-S2,scaling=0.95
2.04.41_100	PS	C-S,C1c-S2,scaling=1.00,equilibrium
2.04.41_105	PS	C-S,C1c-S2,scaling=1.05
2.04.41_110	PS	C-S,C1c-S2,scaling=1.10
2.04.41_125	PS	C-S,C1c-S2,scaling=1.25
2.04.41_150	PS	C-S,C1c-S2,scaling=1.50
2.04.41_200	PS	C-S,C1c-S2,scaling=2.00
2.04.48_080	PS	C-S,C1n-S2,scaling=0.80,cluster200
2.04.48_085	PS	C-S,C1n-S2,scaling=0.85,cluster200
2.04.48_090	PS	C-S,C1n-S2,scaling=0.90,cluster200
2.04.48_095	PS	C-S,C1n-S2,scaling=0.95,cluster200
2.04.48_100	PS	C-S,C1n-S2,scaling=1.00,equilibrium,cluster200
2.04.48_105	PS	C-S,C1n-S2,scaling=1.05,cluster200
2.04.48_110	PS	C-S,C1n-S2,scaling=1.10,cluster200
2.04.48_125	PS	C-S,C1n-S2,scaling=1.25,cluster200
2.04.48_150	PS	C-S,C1n-S2,scaling=1.50,cluster200
2.04.48_200	PS	C-S,C1n-S2,scaling=2.00,cluster200
2.04.52_080	PS	C-S,C0-S0,scaling=0.80
2.04.52_085	PS	C-S,C0-S0,scaling=0.85
2.04.52_090	PS	C-S,C0-S0,scaling=0.90
2.04.52_095	PS	C-S,C0-S0,scaling=0.95
2.04.52_100	PS	C-S,C0-S0,scaling=1.00,equilibrium
2.04.52_105	PS	C-S,C0-S0,scaling=1.05
2.04.52_110	PS	C-S,C0-S0,scaling=1.10
2.04.52_125	PS	C-S,C0-S0,scaling=1.25
2.04.52_150	PS	C-S,C0-S0,scaling=1.50
2.04.52_200	PS	C-S,C0-S0,scaling=2.00
2.04.55_080	PS	C-S,C1-S0,scaling=0.80,cluster020,cluster100
2.04.55_085	PS	C-S,C1-S0,scaling=0.85,cluster020,cluster100
2.04.55_090	PS	C-S,C1-S0,scaling=0.90,cluster020,cluster100
2.04.55_095	PS	C-S,C1-S0,scaling=0.95,cluster020,cluster100
2.04.55_100	PS	C-S,C1-S0,scaling=1.00,equilibrium,cluster020,cluster100
2.04.55_105	PS	C-S,C1-S0,scaling=1.05,cluster020,cluster100
2.04.55_110	PS	C-S,C1-S0,scaling=1.10,cluster020,cluster100
2.04.55_125	PS	C-S,C1-S0,scaling=1.25,cluster020,cluster100
2.04.55_150	PS	C-S,C1-S0,scaling=1.50,cluster020,cluster100
2.04.55_200	PS	C-S,C1-S0,scaling=2.00,cluster020,cluster100
2.04.58_080	PS	C-S,C1c-S0,scaling=0.80
2.04.58_085	PS	C-S,C1c-S0,scaling=0.85
2.04.58_090	PS	C-S,C1c-S0,scaling=0.90
2.04.58_095	PS	C-S,C1c-S0,scaling=0.95
2.04.58_100	PS	C-S,C1c-S0,scaling=1.00,equilibrium
2.04.58_105	PS	C-S,C1c-S0,scaling=1.05
2.04.58_110	PS	C-S,C1c-S0,scaling=1.10
2.04.58_125	PS	C-S,C1c-S0,scaling=1.25
2.04.58_150	PS	C-S,C1c-S0,scaling=1.50
2.04.58_200	PS	C-S,C1c-S0,scaling=2.00
2.04.60_080	PS	C-S,C1n-S0,scaling=0.80
2.04.60_085	PS	C-S,C1n-S0,scaling=0.85
2.04.60_090	PS	C-S,C1n-S0,scaling=0.90
2.04.60_095	PS	C-S,C1n-S0,scaling=0.95
2.04.60_100	PS	C-S,C1n-S0,scaling=1.00,equilibrium
2.04.60_105	PS	C-S,C1n-S0,scaling=1.05
2.04.60_110	PS	C-S,C1n-S0,scaling=1.10
2.04.60_125	PS	C-S,C1n-S0,scaling=1.25
2.04.60_150	PS	C-S,C1n-S0,scaling=1.50
2.04.60_200	PS	C-S,C1n-S0,scaling=2.00
2.04.62_080	PS	C-S,C3-S0,scaling=0.80
2.04.62_085	PS	C-S,C3-S0,scaling=0.85
2.04.62_090	PS	C-S,C3-S0,scaling=0.90
2.04.62_095	PS	C-S,C3-S0,scaling=0.95
2.04.62_100	PS	C-S,C3-S0,scaling=1.00,equilibrium
2.04.62_105	PS	C-S,C3-S0,scaling=1.05
2.04.62_110	PS	C-S,C3-S0,scaling=1.10
2.04.62_125	PS	C-S,C3-S0,scaling=1.25
2.04.62_150	PS	C-S,C3-S0,scaling=1.50
2.04.62_200	PS	C-S,C3-S0,scaling=2.00
2.04.66_080	PS	C-S,C1n-S1,scaling=0.80
2.04.66_085	PS	C-S,C1n-S1,scaling=0.85
2.04.66_090	PS	C-S,C1n-S1,scaling=0.90
2.04.66_095	PS	C-S,C1n-S1,scaling=0.95
2.04.66_100	PS	C-S,C1n-S1,scaling=1.00,equilibrium
2.04.66_105	PS	C-S,C1n-S1,scaling=1.05
2.04.66_110	PS	C-S,C1n-S1,scaling=1.10
2.04.66_125	PS	C-S,C1n-S1,scaling=1.25
2.04.66_150	PS	C-S,C1n-S1,scaling=1.50
2.04.66_200	PS	C-S,C1n-S1,scaling=2.00
2.04.69_080	PS	C-S,C3-S1,scaling=0.80
2.04.69_085	PS	C-S,C3-S1,scaling=0.85
2.04.69_090	PS	C-S,C3-S1,scaling=0.90
2.04.69_095	PS	C-S,C3-S1,scaling=0.95
2.04.69_100	PS	C-S,C3-S1,scaling=1.00,equilibrium
2.04.69_105	PS	C-S,C3-S1,scaling=1.05
2.04.69_110	PS	C-S,C3-S1,scaling=1.10
2.04.69_125	PS	C-S,C3-S1,scaling=1.25
2.04.69_150	PS	C-S,C3-S1,scaling=1.50
2.04.69_200	PS	C-S,C3-S1,scaling=2.00
2.04.71_080	PS	C-S,C3-S2,scaling=0.80
2.04.71_085	PS	C-S,C3-S2,scaling=0.85
2.04.71_090	PS	C-S,C3-S2,scaling=0.90
2.04.71_095	PS	C-S,C3-S2,scaling=0.95
2.04.71_100	PS	C-S,C3-S2,scaling=1.00,equilibrium
2.04.71_105	PS	C-S,C3-S2,scaling=1.05
2.04.71_110	PS	C-S,C3-S2,scaling=1.10
2.04.71_125	PS	C-S,C3-S2,scaling=1.25
2.04.71_150	PS	C-S,C3-S2,scaling=1.50
2.04.71_200	PS	C-S,C3-S2,scaling=2.00
2.05.05_080	PS	N-P,N3-P1,scaling=0.80,cluster100,cluster200
2.05.05_085	PS	N-P,N3-P1,scaling=0.85,cluster100,cluster200
2.05.05_090	PS	N-P,N3-P1,scaling=0.90,cluster100,cluster200
2.05.05_095	PS	N-P,N3-P1,scaling=0.95,cluster100,cluster200
2.05.05_100	PS	N-P,N3-P1,scaling=1.00,equilibrium,cluster100,cluster200
2.05.05_105	PS	N-P,N3-P1,scaling=1.05,cluster100,cluster200
2.05.05_110	PS	N-P,N3-P1,scaling=1.10,cluster100,cluster200
2.05.05_125	PS	N-P,N3-P1,scaling=1.25,cluster100,cluster200
2.05.05_150	PS	N-P,N3-P1,scaling=1.50,cluster100,cluster200
2.05.05_200	PS	N-P,N3-P1,scaling=2.00,cluster100,cluster200
2.05.06_080	PS	N-P,N0-P0,scaling=0.80,cluster200
2.05.06_085	PS	N-P,N0-P0,scaling=0.85,cluster200
2.05.06_090	PS	N-P,N0-P0,scaling=0.90,cluster200
2.05.06_095	PS	N-P,N0-P0,scaling=0.95,cluster200
2.05.06_100	PS	N-P,N0-P0,scaling=1.00,equilibrium,cluster200
2.05.06_105	PS	N-P,N0-P0,scaling=1.05,cluster200
2.05.06_110	PS	N-P,N0-P0,scaling=1.10,cluster200
2.05.06_125	PS	N-P,N0-P0,scaling=1.25,cluster200
2.05.06_150	PS	N-P,N0-P0,scaling=1.50,cluster200
2.05.06_200	PS	N-P,N0-P0,scaling=2.00,cluster200
2.05.07_080	PS	N-P,N1-P0,scaling=0.80
2.05.07_085	PS	N-P,N1-P0,scaling=0.85
2.05.07_090	PS	N-P,N1-P0,scaling=0.90
2.05.07_095	PS	N-P,N1-P0,scaling=0.95
2.05.07_100	PS	N-P,N1-P0,scaling=1.00,equilibrium
2.05.07_105	PS	N-P,N1-P0,scaling=1.05
2.05.07_110	PS	N-P,N1-P0,scaling=1.10
2.05.07_125	PS	N-P,N1-P0,scaling=1.25
2.05.07_150	PS	N-P,N1-P0,scaling=1.50
2.05.07_200	PS	N-P,N1-P0,scaling=2.00
2.05.11_080	PS	N-P,N2-P0,scaling=0.80,cluster100,cluster200
2.05.11_085	PS	N-P,N2-P0,scaling=0.85,cluster100,cluster200
2.05.11_090	PS	N-P,N2-P0,scaling=0.90,cluster100,cluster200
2.05.11_095	PS	N-P,N2-P0,scaling=0.95,cluster100,cluster200
2.05.11_100	PS	N-P,N2-P0,scaling=1.00,equilibrium,cluster100,cluster200
2.05.11_105	PS	N-P,N2-P0,scaling=1.05,cluster100,cluster200
2.05.11_110	PS	N-P,N2-P0,scaling=1.10,cluster100,cluster200
2.05.11_125	PS	N-P,N2-P0,scaling=1.25,cluster100,cluster200
2.05.11_150	PS	N-P,N2-P0,scaling=1.50,cluster100,cluster200
2.05.11_200	PS	N-P,N2-P0,scaling=2.00,cluster100,cluster200
2.05.13_080	PS	N-P,N3-P0,scaling=0.80
2.05.13_085	PS	N-P,N3-P0,scaling=0.85
2.05.13_090	PS	N-P,N3-P0,scaling=0.90
2.05.13_095	PS	N-P,N3-P0,scaling=0.95
2.05.13_100	PS	N-P,N3-P0,scaling=1.00,equilibrium
2.05.13_105	PS	N-P,N3-P0,scaling=1.05
2.05.13_110	PS	N-P,N3-P0,scaling=1.10
2.05.13_125	PS	N-P,N3-P0,scaling=1.25
2.05.13_150	PS	N-P,N3-P0,scaling=1.50
2.05.13_200	PS	N-P,N3-P0,scaling=2.00
2.05.14_080	PS	N-P,N0-P1,scaling=0.80,cluster020,cluster200
2.05.14_085	PS	N-P,N0-P1,scaling=0.85,cluster020,cluster200
2.05.14_090	PS	N-P,N0-P1,scaling=0.90,cluster020,cluster200
