# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for D442x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
1.10.05_110      -0.376       0.614      -0.023      -0.039      -1.279      -1.102
1.10.05_125      -0.139       0.104      -0.007      -0.006      -0.587      -0.636
1.10.05_150      -0.046       0.005      -0.002      -0.000      -0.188      -0.231
1.10.05_200      -0.011       0.000      -0.000      -0.000      -0.032      -0.043
1.10.07_080      -6.790      19.470      -0.524      -1.641      -8.028       2.486
1.10.07_085      -3.986      11.278      -0.276      -1.019      -5.953       0.045
1.10.07_090      -2.369       6.476      -0.162      -0.601      -4.431      -1.088
1.10.07_095      -1.439       3.690      -0.103      -0.345      -3.311      -1.508
1.10.07_100      -0.901       2.087      -0.070      -0.194      -2.485      -1.563
1.10.07_105      -0.588       1.174      -0.050      -0.108      -1.875      -1.448
1.10.07_110      -0.403       0.656      -0.037      -0.060      -1.424      -1.268
1.10.07_125      -0.175       0.111      -0.017      -0.010      -0.652      -0.743
1.10.07_150      -0.078       0.005      -0.006      -0.001      -0.208      -0.288
1.10.07_200      -0.026       0.000      -0.001      -0.000      -0.035      -0.062
1.10.10_080      -3.313       9.087      -0.296      -0.418      -4.076       0.985
1.10.10_085      -2.177       5.564      -0.193      -0.266      -3.118      -0.190
1.10.10_090      -1.469       3.383      -0.134      -0.163      -2.394      -0.777
1.10.10_095      -1.025       2.043      -0.096      -0.097      -1.845      -1.020
1.10.10_100      -0.741       1.227      -0.071      -0.057      -1.428      -1.070
1.10.10_105      -0.557       0.733      -0.053      -0.033      -1.111      -1.021
1.10.10_110      -0.434       0.436      -0.040      -0.019      -0.869      -0.926
1.10.10_125      -0.242       0.089      -0.019      -0.004      -0.432      -0.607
1.10.10_150      -0.122       0.006      -0.006      -0.000      -0.154      -0.277
1.10.10_200      -0.043       0.000      -0.001      -0.000      -0.030      -0.075
1.10.11_080      -3.373       8.173      -0.297      -0.499      -3.204       0.800
1.10.11_085      -2.241       5.051      -0.188      -0.313      -2.438      -0.130
1.10.11_090      -1.522       3.112      -0.126      -0.191      -1.865      -0.593
1.10.11_095      -1.061       1.913      -0.088      -0.115      -1.434      -0.785
1.10.11_100      -0.761       1.173      -0.063      -0.068      -1.108      -0.828
1.10.11_105      -0.563       0.719      -0.047      -0.040      -0.861      -0.792
1.10.11_110      -0.428       0.440      -0.035      -0.024      -0.673      -0.720
1.10.11_125      -0.221       0.101      -0.016      -0.005      -0.335      -0.475
1.10.11_150      -0.101       0.009      -0.005      -0.000      -0.120      -0.218
1.10.11_200      -0.034       0.000      -0.001      -0.000      -0.024      -0.058
1.11.03_080     -17.068      39.280      -1.523      -1.462     -16.233       2.994
1.11.03_085     -10.887      23.993      -0.927      -1.071     -12.394      -1.285
1.11.03_090      -7.030      14.554      -0.618      -0.702      -9.498      -3.294
1.11.03_095      -4.615       8.775      -0.438      -0.434      -7.307      -4.019
1.11.03_100      -3.094       5.262      -0.322      -0.259      -5.642      -4.055
1.11.03_105      -2.127       3.141      -0.241      -0.152      -4.375      -3.755
1.11.03_110      -1.504       1.866      -0.183      -0.088      -3.408      -3.316
1.11.03_125      -0.632       0.383      -0.083      -0.017      -1.666      -2.014
1.11.03_150      -0.231       0.026      -0.026      -0.001      -0.576      -0.807
1.11.03_200      -0.058       0.000      -0.004      -0.000      -0.107      -0.169
1.11.04_080      -4.633      12.723      -0.322      -0.597      -5.760       1.411
1.11.04_085      -2.848       7.680      -0.202      -0.382      -4.361      -0.113
1.11.04_090      -1.771       4.610      -0.136      -0.232      -3.316      -0.846
1.11.04_095      -1.120       2.753      -0.096      -0.137      -2.533      -1.133
1.11.04_100      -0.725       1.637      -0.070      -0.079      -1.944      -1.181
1.11.04_105      -0.484       0.970      -0.051      -0.045      -1.500      -1.110
1.11.04_110      -0.334       0.572      -0.038      -0.025      -1.164      -0.989
1.11.04_125      -0.137       0.116      -0.017      -0.005      -0.565      -0.607
1.11.04_150      -0.053       0.008      -0.005      -0.000      -0.195      -0.245
1.11.04_200      -0.016       0.000      -0.001      -0.000      -0.037      -0.053
1.11.09_080      -5.077      12.357      -0.643      -0.398      -4.142       2.098
1.11.09_085      -3.128       7.137      -0.355      -0.249      -3.029       0.377
1.11.09_090      -1.972       4.084      -0.208      -0.143      -2.228      -0.468
1.11.09_095      -1.281       2.319      -0.128      -0.079      -1.649      -0.818
1.11.09_100      -0.862       1.307      -0.082      -0.042      -1.228      -0.907
1.11.09_105      -0.602       0.733      -0.053      -0.022      -0.921      -0.866
1.11.09_110      -0.437       0.409      -0.035      -0.012      -0.696      -0.772
1.11.09_125      -0.202       0.069      -0.012      -0.002      -0.315      -0.461
1.11.09_150      -0.081       0.003      -0.003      -0.000      -0.100      -0.180
1.11.09_200      -0.021       0.000      -0.000      -0.000      -0.017      -0.039
1.11.11_080      -6.247      15.614      -0.703      -0.575      -6.814       1.274
1.11.11_085      -4.047       9.902      -0.448      -0.377      -5.295      -0.265
1.11.11_090      -2.617       6.237      -0.298      -0.236      -4.119      -1.032
1.11.11_095      -1.691       3.906      -0.203      -0.143      -3.209      -1.341
1.11.11_100      -1.092       2.434      -0.142      -0.085      -2.507      -1.392
1.11.11_105      -0.703       1.510      -0.100      -0.049      -1.964      -1.307
1.11.11_110      -0.449       0.933      -0.072      -0.029      -1.545      -1.161
1.11.11_125      -0.105       0.216      -0.028      -0.005      -0.772      -0.694
1.11.11_150       0.017       0.018      -0.007      -0.000      -0.271      -0.244
1.11.11_200       0.027       0.000      -0.001       0.000      -0.050      -0.025
1.11.12_080      -6.484      14.852      -0.888      -0.702      -6.760       0.018
1.11.12_085      -4.691       9.780      -0.631      -0.463      -5.354      -1.359
1.11.12_090      -3.468       6.430      -0.458      -0.299      -4.250      -2.045
1.11.12_095      -2.625       4.223      -0.338      -0.190      -3.382      -2.312
1.11.12_100      -2.034       2.772      -0.252      -0.120      -2.699      -2.334
1.11.12_105      -1.614       1.819      -0.191      -0.076      -2.161      -2.223
1.11.12_110      -1.308       1.193      -0.146      -0.049      -1.735      -2.045
1.11.12_125      -0.775       0.336      -0.068      -0.013      -0.921      -1.441
1.11.12_150      -0.406       0.040      -0.022      -0.002      -0.352      -0.741
1.11.12_200      -0.153       0.001      -0.004      -0.000      -0.072      -0.228
1.12.03_080      -7.005      18.485      -0.703      -0.959      -9.451       0.366
1.12.03_085      -4.765      12.166      -0.440      -0.683      -7.499      -1.221
1.12.03_090      -3.274       7.973      -0.287      -0.462      -5.971      -2.021
1.12.03_095      -2.276       5.204      -0.193      -0.304      -4.768      -2.336
1.12.03_100      -1.607       3.387      -0.133      -0.196      -3.820      -2.369
1.12.03_105      -1.152       2.195      -0.093      -0.124      -3.069      -2.244
1.12.03_110      -0.845       1.420      -0.066      -0.078      -2.476      -2.046
1.12.03_125      -0.376       0.378      -0.025      -0.019      -1.330      -1.373
1.12.03_150      -0.142       0.040      -0.006      -0.002      -0.519      -0.628
1.12.03_200      -0.037       0.000      -0.001      -0.000      -0.111      -0.148
1.12.04_080      -3.617      11.005      -0.439      -0.701      -6.576      -0.327
1.12.04_085      -2.582       7.746      -0.314      -0.503      -5.397      -1.050
1.12.04_090      -1.846       5.425      -0.228      -0.355      -4.435      -1.439
1.12.04_095      -1.325       3.781      -0.168      -0.246      -3.649      -1.606
1.12.04_100      -0.955       2.624      -0.125      -0.169      -3.007      -1.632
1.12.04_105      -0.693       1.814      -0.094      -0.115      -2.482      -1.571
1.12.04_110      -0.507       1.249      -0.072      -0.078      -2.054      -1.462
1.12.04_125      -0.213       0.399      -0.033      -0.024      -1.182      -1.053
1.12.04_150      -0.068       0.057      -0.011      -0.003      -0.502      -0.528
1.12.04_200      -0.016       0.001      -0.002      -0.000      -0.119      -0.136
1.12.05_080      -8.303      18.860      -1.513      -1.570      -8.616      -1.142
1.12.05_085      -6.264      13.417      -1.118      -1.147      -7.113      -2.225
1.12.05_090      -4.772       9.500      -0.842      -0.822      -5.880      -2.818
1.12.05_095      -3.679       6.696      -0.643      -0.582      -4.869      -3.077
1.12.05_100      -2.876       4.702      -0.497      -0.408      -4.039      -3.118
1.12.05_105      -2.282       3.289      -0.388      -0.284      -3.356      -3.021
1.12.05_110      -1.841       2.293      -0.305      -0.197      -2.794      -2.843
1.12.05_125      -1.064       0.763      -0.154      -0.065      -1.634      -2.155
1.12.05_150      -0.554       0.116      -0.055      -0.011      -0.708      -1.212
1.12.05_200      -0.232       0.002      -0.010      -0.000      -0.171      -0.411
1.12.09_080     -14.261      32.822      -1.264      -1.629     -14.356       1.312
1.12.09_085      -9.584      21.452      -0.784      -1.197     -11.450      -1.563
1.12.09_090      -6.503      13.999      -0.520      -0.828      -9.156      -3.009
1.12.09_095      -4.469       9.127      -0.364      -0.554      -7.341      -3.602
1.12.09_100      -3.120       5.948      -0.266      -0.364      -5.902      -3.704
1.12.09_105      -2.220       3.875      -0.201      -0.237      -4.758      -3.541
1.12.09_110      -1.615       2.525      -0.155      -0.154      -3.849      -3.248
1.12.09_125      -0.724       0.699      -0.078      -0.042      -2.080      -2.225
1.12.09_150      -0.302       0.082      -0.030      -0.005      -0.808      -1.064
1.12.09_200      -0.112       0.001      -0.006      -0.000      -0.167      -0.284
1.12.11_080      -8.210      18.975      -1.234      -1.508      -8.010       0.014
1.12.11_085      -5.934      12.995      -0.856      -1.149      -6.491      -1.436
1.12.11_090      -4.314       8.856      -0.613      -0.835      -5.272      -2.179
1.12.11_095      -3.159       6.009      -0.450      -0.590      -4.290      -2.480
1.12.11_100      -2.333       4.062      -0.336      -0.408      -3.499      -2.513
1.12.11_105      -1.738       2.737      -0.253      -0.279      -2.859      -2.393
1.12.11_110      -1.307       1.838      -0.192      -0.189      -2.342      -2.193
1.12.11_125      -0.592       0.548      -0.087      -0.057      -1.310      -1.499
1.12.11_150      -0.191       0.070      -0.026      -0.008      -0.535      -0.690
1.12.11_200      -0.027       0.001      -0.004      -0.000      -0.121      -0.151
1.12.15_080      -6.663      18.688      -1.110      -2.111      -8.345       0.458
1.12.15_085      -4.474      12.359      -0.703      -1.533      -6.655      -1.006
1.12.15_090      -3.022       8.131      -0.463      -1.074      -5.322      -1.749
1.12.15_095      -2.060       5.327      -0.314      -0.736      -4.268      -2.051
1.12.15_100      -1.424       3.477      -0.219      -0.498      -3.432      -2.096
1.12.15_105      -1.001       2.261      -0.155      -0.334      -2.768      -1.997
1.12.15_110      -0.721       1.467      -0.112      -0.223      -2.241      -1.829
1.12.15_125      -0.318       0.396      -0.047      -0.065      -1.215      -1.249
1.12.15_150      -0.140       0.043      -0.015      -0.009      -0.477      -0.596
1.12.15_200      -0.058       0.001      -0.003      -0.000      -0.103      -0.164
1.13.02_080      -9.104      23.568      -0.811      -1.133     -11.861       0.659
1.13.02_085      -6.135      15.188      -0.586      -0.767      -9.314      -1.614
1.13.02_090      -4.186       9.733      -0.440      -0.501      -7.330      -2.725
1.13.02_095      -2.906       6.205      -0.338      -0.320      -5.784      -3.142
1.13.02_100      -2.061       3.939      -0.262      -0.201      -4.578      -3.163
1.13.02_105      -1.498       2.491      -0.205      -0.125      -3.637      -2.975
1.13.02_110      -1.120       1.569      -0.161      -0.078      -2.901      -2.691
1.13.02_125      -0.555       0.385      -0.081      -0.018      -1.514      -1.782
1.13.02_150      -0.263       0.035      -0.028      -0.002      -0.568      -0.826
1.13.02_200      -0.105       0.000      -0.005      -0.000      -0.116      -0.226
1.13.03_080      -4.536      12.912      -0.424      -0.368      -6.461       1.123
1.13.03_085      -2.869       8.166      -0.276      -0.237      -5.000      -0.216
1.13.03_090      -1.801       5.123      -0.186      -0.145      -3.874      -0.883
1.13.03_095      -1.121       3.191      -0.128      -0.086      -3.006      -1.151
1.13.03_100      -0.690       1.975      -0.089      -0.050      -2.340      -1.194
1.13.03_105      -0.418       1.215      -0.063      -0.028      -1.827      -1.121
1.13.03_110      -0.246       0.745      -0.045      -0.016      -1.434      -0.996
1.13.03_125      -0.028       0.167      -0.018      -0.002      -0.714      -0.595
1.13.03_150       0.033       0.013      -0.005      -0.000      -0.251      -0.210
1.13.03_200       0.026       0.000      -0.001       0.000      -0.047      -0.022
1.14.01_080     -13.454      33.195      -1.338      -2.041     -15.296       1.064
1.14.01_085      -8.970      22.298      -0.891      -1.418     -12.347      -1.328
1.14.01_090      -5.980      14.936      -0.635      -0.954      -9.995      -2.629
1.14.01_095      -3.988       9.981      -0.477      -0.629      -8.117      -3.229
1.14.01_100      -2.666       6.656      -0.370      -0.409      -6.611      -3.401
1.14.01_105      -1.789       4.428      -0.293      -0.263      -5.403      -3.321
1.14.01_110      -1.207       2.942      -0.235      -0.169      -4.431      -3.100
1.14.01_125      -0.397       0.854      -0.124      -0.044      -2.500      -2.211
1.14.01_150      -0.100       0.106      -0.045      -0.005      -1.045      -1.090
1.14.01_200      -0.036       0.001      -0.008      -0.000      -0.246      -0.287
1.14.02_080      -9.776      22.582      -1.285      -1.648     -10.513      -0.640
1.14.02_085      -7.190      15.711      -0.891      -1.198      -8.641      -2.209
1.14.02_090      -5.356      10.883      -0.644      -0.841      -7.122      -3.081
1.14.02_095      -4.051       7.512      -0.481      -0.578      -5.887      -3.486
1.14.02_100      -3.117       5.169      -0.368      -0.391      -4.879      -3.586
1.14.02_105      -2.441       3.546      -0.286      -0.262      -4.055      -3.498
1.14.02_110      -1.947       2.426      -0.225      -0.175      -3.380      -3.301
1.14.02_125      -1.098       0.765      -0.115      -0.051      -1.994      -2.493
1.14.02_150      -0.545       0.108      -0.043      -0.007      -0.891      -1.377
1.14.02_200      -0.200       0.002      -0.008      -0.000      -0.233      -0.439
1.14.05_080     -10.146      24.646      -1.537      -1.619     -12.140      -0.796
1.14.05_085      -7.319      16.868      -1.086      -1.197      -9.885      -2.618
1.14.05_090      -5.345      11.494      -0.803      -0.847      -8.075      -3.575
1.14.05_095      -3.960       7.802      -0.614      -0.584      -6.617      -3.973
1.14.05_100      -2.985       5.276      -0.481      -0.396      -5.439      -4.025
1.14.05_105      -2.292       3.557      -0.384      -0.265      -4.485      -3.870
1.14.05_110      -1.795       2.390      -0.311      -0.177      -3.710      -3.602
1.14.05_125      -0.969       0.714      -0.174      -0.052      -2.145      -2.627
1.14.05_150      -0.465       0.092      -0.075      -0.007      -0.931      -1.387
1.14.05_200      -0.166       0.001      -0.019      -0.000      -0.233      -0.417
1.14.06_080      -8.783      19.809      -1.036      -0.416      -8.171       1.403
1.14.06_085      -5.918      12.777      -0.649      -0.347      -6.412      -0.548
1.14.06_090      -4.028       8.210      -0.426      -0.245      -5.045      -1.534
1.14.06_095      -2.774       5.260      -0.291      -0.160      -3.982      -1.947
1.14.06_100      -1.935       3.360      -0.205      -0.100      -3.153      -2.033
1.14.06_105      -1.370       2.140      -0.146      -0.061      -2.506      -1.943
1.14.06_110      -0.985       1.360      -0.106      -0.036      -2.000      -1.767
1.14.06_125      -0.402       0.345      -0.043      -0.007      -1.043      -1.152
1.14.06_150      -0.119       0.034      -0.011      -0.001      -0.390      -0.487
1.14.06_200      -0.017       0.000      -0.001      -0.000      -0.078      -0.097
1.15.01_080      -6.086      18.299      -0.818      -1.175     -10.188       0.032
1.15.01_085      -4.305      12.728      -0.583      -0.842      -8.284      -1.286
1.15.01_090      -3.056       8.809      -0.427      -0.587      -6.752      -2.014
1.15.01_095      -2.179       6.066      -0.319      -0.402      -5.515      -2.350
1.15.01_100      -1.566       4.160      -0.243      -0.272      -4.517      -2.437
1.15.01_105      -1.135       2.842      -0.188      -0.182      -3.709      -2.372
1.15.01_110      -0.833       1.935      -0.147      -0.121      -3.055      -2.221
1.15.01_125      -0.357       0.599      -0.075      -0.034      -1.742      -1.609
1.15.01_150      -0.117       0.080      -0.029      -0.004      -0.735      -0.804
1.15.01_200      -0.026       0.001      -0.006      -0.000      -0.175      -0.206
1.15.08_080     -10.487      30.591      -1.368      -1.796     -16.046       0.895
1.15.08_085      -7.190      20.608      -0.900      -1.304     -12.861      -1.648
1.15.08_090      -4.980      13.813      -0.625      -0.908     -10.342      -3.041
1.15.08_095      -3.495       9.214      -0.453      -0.616      -8.342      -3.693
1.15.08_100      -2.497       6.117      -0.341      -0.411      -6.747      -3.879
1.15.08_105      -1.826       4.046      -0.263      -0.272      -5.476      -3.790
1.15.08_110      -1.369       2.665      -0.207      -0.178      -4.459      -3.548
1.15.08_125      -0.687       0.747      -0.110      -0.050      -2.462      -2.563
1.15.08_150      -0.341       0.085      -0.045      -0.007      -0.996      -1.304
1.15.08_200      -0.142       0.001      -0.010      -0.000      -0.224      -0.376
2.01.01_080      -2.711       8.278      -0.343      -0.652      -4.580      -0.008
2.01.01_085      -1.790       5.372      -0.213      -0.481      -3.600      -0.712
2.01.01_090      -1.187       3.445      -0.137      -0.334      -2.828      -1.041
2.01.01_095      -0.795       2.185      -0.090      -0.224      -2.220      -1.143
2.01.01_100      -0.541       1.373      -0.061      -0.146      -1.743      -1.117
2.01.01_105      -0.377       0.855      -0.042      -0.093      -1.369      -1.026
2.01.01_110      -0.270       0.528      -0.030      -0.059      -1.077      -0.907
2.01.01_125      -0.122       0.120      -0.012      -0.014      -0.536      -0.564
2.01.01_150      -0.054       0.009      -0.003      -0.001      -0.185      -0.235
2.01.01_200      -0.018       0.000      -0.001      -0.000      -0.033      -0.052
2.01.02_080      -2.675       8.745      -0.506      -0.870      -4.297       0.397
2.01.02_085      -1.639       5.493      -0.288      -0.588      -3.278      -0.299
2.01.02_090      -0.994       3.416      -0.167      -0.379      -2.505      -0.630
2.01.02_095      -0.597       2.106      -0.099      -0.238      -1.917      -0.746
2.01.02_100      -0.355       1.289      -0.059      -0.146      -1.472      -0.743
2.01.02_105      -0.209       0.784      -0.036      -0.089      -1.133      -0.683
2.01.02_110      -0.121       0.474      -0.022      -0.053      -0.876      -0.598
2.01.02_125      -0.019       0.102      -0.005      -0.011      -0.418      -0.352
2.01.02_150       0.002       0.007      -0.001      -0.001      -0.139      -0.131
2.01.02_200       0.001       0.000      -0.000      -0.000      -0.025      -0.024
2.01.04_080      -1.619       5.390      -0.305      -0.758      -2.438       0.270
2.01.04_085      -1.007       3.317      -0.168      -0.467      -1.815      -0.139
2.01.04_090      -0.629       2.028      -0.095      -0.283      -1.357      -0.335
2.01.04_095      -0.396       1.232      -0.054      -0.169      -1.018      -0.406
2.01.04_100      -0.253       0.745      -0.032      -0.101      -0.768      -0.408
2.01.04_105      -0.165       0.448      -0.019      -0.059      -0.582      -0.377
2.01.04_110      -0.110       0.269      -0.011      -0.035      -0.444      -0.331
2.01.04_125      -0.040       0.057      -0.003      -0.007      -0.206      -0.198
2.01.04_150      -0.013       0.004      -0.000      -0.000      -0.067      -0.077
2.01.04_200      -0.004       0.000      -0.000      -0.000      -0.012      -0.016
2.02.01_080      -3.213       9.095      -0.440      -0.678      -4.714       0.050
2.02.01_085      -2.113       5.830      -0.268      -0.498      -3.681      -0.730
2.02.01_090      -1.400       3.696      -0.171      -0.343      -2.873      -1.090
2.02.01_095      -0.938       2.321      -0.113      -0.227      -2.244      -1.200
2.02.01_100      -0.641       1.445      -0.077      -0.147      -1.753      -1.172
2.02.01_105      -0.448       0.893      -0.054      -0.093      -1.372      -1.074
2.02.01_110      -0.323       0.548      -0.039      -0.058      -1.075      -0.947
2.02.01_125      -0.147       0.122      -0.016      -0.014      -0.529      -0.584
2.02.01_150      -0.064       0.009      -0.005      -0.001      -0.180      -0.242
2.02.01_200      -0.020       0.000      -0.001      -0.000      -0.032      -0.053
2.02.04_080      -4.846      11.512      -0.473      -0.797      -5.719      -0.323
2.02.04_085      -3.344       7.781      -0.282      -0.618      -4.560      -1.022
2.02.04_090      -2.309       5.214      -0.174      -0.449      -3.636      -1.356
2.02.04_095      -1.599       3.464      -0.110      -0.314      -2.899      -1.459
2.02.04_100      -1.114       2.286      -0.072      -0.214      -2.312      -1.425
2.02.04_105      -0.781       1.498      -0.047      -0.143      -1.845      -1.318
2.02.04_110      -0.554       0.975      -0.031      -0.094      -1.474      -1.178
2.02.04_125      -0.214       0.261      -0.009      -0.026      -0.762      -0.750
2.02.04_150      -0.061       0.027      -0.002      -0.003      -0.274      -0.312
2.02.04_200      -0.012       0.000      -0.000      -0.000      -0.050      -0.062
2.02.06_080      -2.611       7.463      -0.338      -0.753      -3.840      -0.079
2.02.06_085      -1.759       4.835      -0.217      -0.511      -3.020      -0.673
2.02.06_090      -1.200       3.109      -0.146      -0.337      -2.379      -0.952
2.02.06_095      -0.832       1.987      -0.101      -0.218      -1.877      -1.041
2.02.06_100      -0.590       1.262      -0.071      -0.139      -1.483      -1.022
2.02.06_105      -0.428       0.797      -0.052      -0.088      -1.175      -0.946
2.02.06_110      -0.319       0.500      -0.038      -0.055      -0.933      -0.845
2.02.06_125      -0.157       0.120      -0.017      -0.013      -0.478      -0.544
2.02.06_150      -0.070       0.010      -0.005      -0.001      -0.173      -0.239
2.02.06_200      -0.024       0.000      -0.001      -0.000      -0.033      -0.057
2.03.01_080      -7.175      20.144      -1.023      -1.231     -10.765      -0.051
2.03.01_085      -4.908      13.786      -0.632      -0.903      -8.729      -1.386
2.03.01_090      -3.355       9.385      -0.400      -0.636      -7.094      -2.101
2.03.01_095      -2.295       6.357      -0.258      -0.437      -5.779      -2.412
2.03.01_100      -1.572       4.284      -0.170      -0.294      -4.717      -2.469
2.03.01_105      -1.080       2.876      -0.113      -0.196      -3.861      -2.374
2.03.01_110      -0.746       1.923      -0.077      -0.129      -3.170      -2.199
2.03.01_125      -0.261       0.564      -0.026      -0.036      -1.790      -1.548
2.03.01_150      -0.062       0.069      -0.005      -0.004      -0.747      -0.749
2.03.01_200      -0.012       0.001      -0.001      -0.000      -0.178      -0.189
2.03.10_080      -7.870      23.702      -1.160      -1.535     -13.479      -0.342
2.03.10_085      -5.529      16.923      -0.762      -1.157     -11.165      -1.690
2.03.10_090      -3.865      12.028      -0.510      -0.845      -9.261      -2.453
2.03.10_095      -2.690       8.515      -0.347      -0.603      -7.695      -2.820
2.03.10_100      -1.863       6.006      -0.239      -0.424      -6.406      -2.925
2.03.10_105      -1.281       4.219      -0.167      -0.294      -5.341      -2.864
2.03.10_110      -0.875       2.953      -0.118      -0.202      -4.462      -2.703
2.03.10_125      -0.261       0.993      -0.044      -0.063      -2.638      -2.013
2.03.10_150      -0.016       0.153      -0.010      -0.008      -1.167      -1.048
2.03.10_200       0.012       0.003      -0.001      -0.000      -0.293      -0.279
2.03.13_080     -14.076      34.756      -1.663      -2.821     -16.387      -0.190
2.03.13_085      -9.547      23.351      -1.020      -2.160     -13.198      -2.574
2.03.13_090      -6.504      15.610      -0.661      -1.562     -10.657      -3.774
2.03.13_095      -4.461      10.393      -0.450      -1.092      -8.626      -4.236
2.03.13_100      -3.088       6.894      -0.319      -0.747      -6.998      -4.257
2.03.13_105      -2.164       4.556      -0.233      -0.504      -5.688      -4.034
2.03.13_110      -1.540       3.003      -0.175      -0.337      -4.635      -3.684
2.03.13_125      -0.627       0.846      -0.082      -0.098      -2.551      -2.512
2.03.13_150      -0.223       0.098      -0.029      -0.013      -1.013      -1.179
2.03.13_200      -0.069       0.001      -0.005      -0.000      -0.217      -0.291
2.03.18_080      -4.066      12.563      -0.510      -0.842      -7.098       0.048
2.03.18_085      -2.782       8.691      -0.332      -0.610      -5.755      -0.787
2.03.18_090      -1.893       5.973      -0.220      -0.429      -4.672      -1.240
2.03.18_095      -1.281       4.081      -0.148      -0.296      -3.799      -1.444
2.03.18_100      -0.864       2.773      -0.102      -0.201      -3.095      -1.489
2.03.18_105      -0.579       1.875      -0.070      -0.135      -2.528      -1.438
2.03.18_110      -0.387       1.262      -0.049      -0.089      -2.071      -1.334
2.03.18_125      -0.112       0.377      -0.018      -0.025      -1.159      -0.938
2.03.18_150      -0.013       0.047      -0.004      -0.003      -0.476      -0.448
2.03.18_200      -0.001       0.001      -0.001      -0.000      -0.109      -0.110
2.03.22_080     -15.994      41.000      -1.170      -2.901     -21.003      -0.068
2.03.22_085     -10.390      27.513      -0.681      -2.329     -16.965      -2.852
2.03.22_090      -6.668      18.367      -0.440      -1.728     -13.745      -4.213
2.03.22_095      -4.210      12.206      -0.314      -1.224     -11.166      -4.707
2.03.22_100      -2.596       8.077      -0.241      -0.840      -9.093      -4.693
2.03.22_105      -1.544       5.324      -0.195      -0.565      -7.423      -4.402
2.03.22_110      -0.865       3.496      -0.161      -0.373      -6.075      -3.977
2.03.22_125       0.009       0.972      -0.097      -0.100      -3.389      -2.605
2.03.22_150       0.203       0.109      -0.043      -0.008      -1.378      -1.117
2.03.22_200       0.103       0.001      -0.009       0.000      -0.306      -0.211
2.03.23_080      -9.161      25.358      -0.587      -1.679     -13.856       0.076
2.03.23_085      -6.045      16.807      -0.340      -1.259     -11.076      -1.914
2.03.23_090      -3.981      11.072      -0.210      -0.896      -8.875      -2.890
2.03.23_095      -2.619       7.253      -0.138      -0.618      -7.125      -3.247
2.03.23_100      -1.725       4.728      -0.095      -0.417      -5.734      -3.243
2.03.23_105      -1.139       3.067      -0.069      -0.277      -4.625      -3.044
2.03.23_110      -0.757       1.982      -0.051      -0.183      -3.741      -2.750
2.03.23_125      -0.236       0.523      -0.025      -0.051      -2.020      -1.808
2.03.23_150      -0.054       0.054      -0.010      -0.006      -0.788      -0.803
2.03.23_200      -0.014       0.001      -0.002      -0.000      -0.168      -0.184
2.03.26_080      -9.615      26.616      -0.659      -1.809     -14.595      -0.062
2.03.26_085      -6.387      17.752      -0.384      -1.355     -11.747      -2.120
2.03.26_090      -4.234      11.780      -0.238      -0.968      -9.478      -3.137
2.03.26_095      -2.805       7.784      -0.156      -0.672      -7.666      -3.515
2.03.26_100      -1.860       5.125      -0.107      -0.458      -6.217      -3.517
2.03.26_105      -1.236       3.362      -0.077      -0.308      -5.054      -3.314
2.03.26_110      -0.824       2.199      -0.058      -0.206      -4.121      -3.009
2.03.26_125      -0.255       0.605      -0.028      -0.060      -2.277      -2.014
2.03.26_150      -0.050       0.068      -0.011      -0.007      -0.919      -0.920
2.03.26_200      -0.010       0.001      -0.003      -0.000      -0.206      -0.218
2.03.28_080      -8.214      23.416      -0.655      -1.536     -12.968       0.043
2.03.28_085      -5.533      15.778      -0.401      -1.122     -10.483      -1.761
2.03.28_090      -3.729      10.583      -0.259      -0.788      -8.500      -2.693
2.03.28_095      -2.517       7.069      -0.176      -0.540      -6.910      -3.074
2.03.28_100      -1.705       4.702      -0.124      -0.363      -5.633      -3.124
2.03.28_105      -1.161       3.118      -0.091      -0.242      -4.606      -2.981
2.03.28_110      -0.796       2.062      -0.068      -0.160      -3.777      -2.740
2.03.28_125      -0.273       0.584      -0.033      -0.045      -2.124      -1.891
2.03.28_150      -0.066       0.068      -0.012      -0.005      -0.882      -0.898
2.03.28_200      -0.014       0.001      -0.002      -0.000      -0.206      -0.222
2.03.31_080     -13.773      33.142      -2.124      -3.446     -14.037      -0.239
2.03.31_085      -9.214      22.221      -1.184      -2.659     -11.157      -1.993
2.03.31_090      -6.165      14.800      -0.699      -1.920      -8.902      -2.887
2.03.31_095      -4.135       9.801      -0.441      -1.332      -7.127      -3.233
2.03.31_100      -2.784       6.458      -0.295      -0.900      -5.722      -3.243
2.03.31_105      -1.887       4.237      -0.209      -0.597      -4.608      -3.065
2.03.31_110      -1.291       2.767      -0.154      -0.392      -3.721      -2.790
2.03.31_125      -0.449       0.755      -0.072      -0.106      -1.997      -1.870
2.03.31_150      -0.115       0.082      -0.026      -0.011      -0.768      -0.838
2.03.31_200      -0.021       0.001      -0.005      -0.000      -0.160      -0.186
2.03.34_080      -5.262      15.872      -1.123      -1.729      -7.905      -0.147
