# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for SH250x10
# All energy units have been converted to kcal/mol
# The calculations have been performed by E. Masumian and A. D. Boese (reference)

System             Elst        Exch        Ind       deltaHF       Disp       Total    
2.4.03_105     -19.680      25.209      -2.640      -3.999      -9.911     -11.021
2.4.03_110     -14.014      17.180      -1.741      -3.141      -7.981      -9.697
2.4.03_125      -5.417       5.326      -0.641      -1.193      -4.265      -6.190
2.4.03_150      -1.489       0.721      -0.180      -0.182      -1.592      -2.722
2.4.03_200      -0.303       0.012      -0.024      -0.003      -0.287      -0.605
2.4.04_080     -32.967      47.597      -4.337       4.092     -13.825       0.561
2.4.04_085     -21.297      30.321      -2.231       1.339     -10.510      -2.378
2.4.04_090     -13.920      19.160      -1.251       0.325      -8.056      -3.741
2.4.04_095      -9.231      12.035      -0.775      -0.002      -6.214      -4.188
2.4.04_100      -6.229       7.522      -0.523      -0.080      -4.818      -4.129
2.4.04_105      -4.289       4.682      -0.376      -0.079      -3.752      -3.814
2.4.04_110      -3.021       2.904      -0.279      -0.059      -2.934      -3.389
2.4.04_125      -1.228       0.679      -0.126      -0.017      -1.437      -2.128
2.4.04_150      -0.435       0.057      -0.038      -0.003      -0.482      -0.900
2.4.04_200      -0.127       0.000      -0.006      -0.000      -0.085      -0.217
2.4.05_080     -19.582      30.454      -1.694       2.437     -10.951       0.664
2.4.05_085     -12.077      18.865      -0.893       1.022      -8.323      -1.406
2.4.05_090      -7.469      11.615      -0.531       0.454      -6.360      -2.291
2.4.05_095      -4.628       7.112      -0.350       0.222      -4.879      -2.524
2.4.05_100      -2.869       4.333      -0.247       0.120      -3.755      -2.419
2.4.05_105      -1.775       2.626      -0.180       0.072      -2.900      -2.157
2.4.05_110      -1.092       1.583      -0.133       0.046      -2.246      -1.843
2.4.05_125      -0.222       0.336      -0.058       0.014      -1.070      -1.001
2.4.05_150       0.047       0.023      -0.017       0.002      -0.348      -0.294
2.4.05_200       0.060       0.000      -0.003       0.000      -0.060      -0.003
2.5.01_080      -5.307      12.948      -0.967      -0.435      -4.485       1.753
2.5.01_085      -2.998       7.271      -0.544      -0.251      -3.270       0.209
2.5.01_090      -1.709       4.060      -0.313      -0.139      -2.398      -0.498
2.5.01_095      -0.988       2.257      -0.184      -0.075      -1.770      -0.761
2.5.01_100      -0.583       1.249      -0.110      -0.040      -1.316      -0.801
2.5.01_105      -0.354       0.689      -0.068      -0.022      -0.987      -0.741
2.5.01_110      -0.222       0.379      -0.043      -0.012      -0.747      -0.644
2.5.01_125      -0.072       0.063      -0.012      -0.002      -0.341      -0.365
2.5.01_150      -0.022       0.003      -0.002      -0.000      -0.111      -0.132
2.5.01_200      -0.006       0.000      -0.000       0.000      -0.020      -0.027
2.6.01_080     -18.269      35.637      -3.416      -1.142     -11.113       1.697
2.6.01_085     -10.732      21.135      -1.828      -1.130      -8.228      -0.782
2.6.01_090      -6.322      12.403      -1.035      -0.821      -6.139      -1.914
2.6.01_095      -3.747       7.216      -0.616      -0.529      -4.610      -2.284
2.6.01_100      -2.243       4.169      -0.380      -0.321      -3.481      -2.256
2.6.01_105      -1.362       2.393      -0.241      -0.188      -2.643      -2.041
2.6.01_110      -0.844       1.367      -0.156      -0.108      -2.017      -1.759
2.6.01_125      -0.242       0.248      -0.047      -0.020      -0.932      -0.992
2.6.01_150      -0.065       0.014      -0.009      -0.001      -0.301      -0.363
2.6.01_200      -0.018       0.000      -0.001       0.001      -0.054      -0.072
2.6.02_080      -9.117      19.534      -1.160      -0.067      -7.926       1.264
2.6.02_085      -5.101      11.009      -0.623      -0.164      -5.807      -0.687
2.6.02_090      -2.872       6.145      -0.359      -0.128      -4.281      -1.495
2.6.02_095      -1.636       3.403      -0.217      -0.080      -3.174      -1.705
2.6.02_100      -0.950       1.871      -0.136      -0.046      -2.366      -1.628
2.6.02_105      -0.569       1.023      -0.088      -0.026      -1.775      -1.433
2.6.02_110      -0.354       0.556      -0.058      -0.014      -1.340      -1.209
2.6.02_125      -0.119       0.087      -0.019      -0.002      -0.606      -0.660
2.6.02_150      -0.048       0.004      -0.005      -0.000      -0.196      -0.245
2.6.02_200      -0.017       0.000      -0.001       0.000      -0.035      -0.053
2.7.01_080     -26.168      44.029      -5.424       2.743     -13.829       1.351
2.7.01_085     -15.631      26.780      -2.818       0.515     -10.284      -1.438
2.7.01_090      -9.355      16.095      -1.552      -0.148      -7.712      -2.671
2.7.01_095      -5.625       9.582      -0.904      -0.266      -5.826      -3.040
2.7.01_100      -3.409       5.660      -0.553      -0.226      -4.429      -2.957
2.7.01_105      -2.091       3.321      -0.350      -0.160      -3.385      -2.665
2.7.01_110      -1.305       1.938      -0.228      -0.104      -2.602      -2.301
2.7.01_125      -0.371       0.374      -0.070      -0.024      -1.220      -1.312
2.7.01_150      -0.094       0.023      -0.014      -0.002      -0.395      -0.482
2.7.01_200      -0.025       0.000      -0.011       0.018      -0.070      -0.089
2.7.02_080     -10.959      20.574      -1.412       1.478      -8.978       0.704
2.7.02_085      -6.185      11.731      -0.740       0.587      -6.611      -1.217
2.7.02_090      -3.514       6.623      -0.421       0.245      -4.902      -1.969
2.7.02_095      -2.022       3.708      -0.255       0.108      -3.656      -2.116
2.7.02_100      -1.187       2.062      -0.161       0.050      -2.742      -1.978
2.7.02_105      -0.718       1.139      -0.105       0.024      -2.068      -1.728
2.7.02_110      -0.453       0.626      -0.070       0.011      -1.569      -1.454
2.7.02_125      -0.157       0.101      -0.024       0.001      -0.716      -0.795
2.7.02_150      -0.065       0.005      -0.006      -0.000      -0.231      -0.297
2.7.02_200      -0.024       0.000      -0.002       0.002      -0.041      -0.065
2.8.01_080     -43.586      66.652     -11.814      10.394     -18.988       2.658
2.8.01_085     -26.689      42.081      -5.871       3.104     -14.181      -1.556
2.8.01_090     -16.336      26.183      -3.049       0.448     -10.682      -3.436
2.8.01_095     -10.016      16.105      -1.676      -0.354      -8.110      -4.051
2.8.01_100      -6.165       9.814      -0.978      -0.481      -6.200      -4.010
2.8.01_105      -3.820       5.937      -0.601      -0.404      -4.768      -3.657
2.8.01_110      -2.391       3.569      -0.385      -0.291      -3.687      -3.185
2.8.01_125      -0.649       0.753      -0.119      -0.079      -1.755      -1.850
2.8.01_150      -0.133       0.052      -0.023      -0.007      -0.570      -0.681
2.8.01_200      -0.031       0.000      -0.010       0.014      -0.099      -0.127
2.8.02_080     -14.176      25.060      -1.994       2.754     -10.660       0.985
2.8.02_085      -8.067      14.510      -0.980       1.098      -7.886      -1.325
2.8.02_090      -4.610       8.314      -0.531       0.455      -5.877      -2.249
2.8.02_095      -2.657       4.725      -0.312       0.198      -4.407      -2.453
2.8.02_100      -1.554       2.667      -0.195       0.091      -3.323      -2.314
2.8.02_105      -0.929       1.496      -0.127       0.044      -2.518      -2.034
2.8.02_110      -0.574       0.835      -0.085       0.021      -1.919      -1.721
2.8.02_125      -0.182       0.141      -0.029       0.002      -0.883      -0.951
2.8.02_150      -0.070       0.007      -0.007      -0.000      -0.286      -0.356
2.8.02_200      -0.027       0.000      -0.001       0.000      -0.050      -0.078
3.1.01_080     -21.599      40.307      -4.074       2.156     -15.445       1.346
3.1.01_085     -13.460      24.852      -2.298       0.445     -11.820      -2.281
3.1.01_090      -8.494      15.157      -1.383      -0.101      -9.092      -3.914
3.1.01_095      -5.465       9.159      -0.882      -0.219      -7.020      -4.427
3.1.01_100      -3.612       5.489      -0.588      -0.200      -5.437      -4.348
3.1.01_105      -2.471       3.266      -0.405      -0.151      -4.225      -3.986
3.1.01_110      -1.759       1.930      -0.287      -0.106      -3.295      -3.516
3.1.01_125      -0.812       0.385      -0.115      -0.032      -1.608      -2.182
3.1.01_150      -0.381       0.024      -0.033      -0.005      -0.548      -0.943
3.1.01_200      -0.136       0.000      -0.005      -0.000      -0.098      -0.240
3.1.02_080     -15.786      31.079      -2.182       2.231     -13.369       1.972
3.1.02_085      -9.387      18.737      -1.164       0.847     -10.188      -1.155
3.1.02_090      -5.580      11.179      -0.664       0.320      -7.797      -2.542
3.1.02_095      -3.324       6.610      -0.402       0.124      -5.987      -2.979
3.1.02_100      -1.990       3.877      -0.255       0.052      -4.611      -2.927
3.1.02_105      -1.200       2.258      -0.169       0.024      -3.564      -2.651
3.1.02_110      -0.732       1.307      -0.115       0.013      -2.767      -2.294
3.1.02_125      -0.181       0.245      -0.043       0.004      -1.335      -1.311
3.1.02_150      -0.017       0.014      -0.012       0.001      -0.449      -0.465
3.1.02_200       0.018       0.000      -0.002       0.000      -0.080      -0.063
3.1.03_080     -32.502      57.890      -7.710       2.437     -19.012       1.103
3.1.03_085     -20.683      36.956      -4.305      -0.240     -14.647      -2.920
3.1.03_090     -13.231      23.330      -2.525      -0.977     -11.359      -4.763
3.1.03_095      -8.543      14.593      -1.556      -0.989      -8.854      -5.349
3.1.03_100      -5.593       9.057      -1.001      -0.788      -6.929      -5.255
3.1.03_105      -3.733       5.582      -0.667      -0.568      -5.442      -4.828
3.1.03_110      -2.554       3.419      -0.457      -0.388      -4.288      -4.269
3.1.03_125      -0.990       0.761      -0.167      -0.109      -2.148      -2.653
3.1.03_150      -0.371       0.057      -0.042      -0.013      -0.751      -1.120
3.1.03_200      -0.117       0.000      -0.005      -0.000      -0.138      -0.261
3.2.01_080     -46.510      67.444     -13.568       4.150     -15.105      -3.588
3.2.01_085     -30.864      44.164      -7.931       0.507     -11.358      -5.481
3.2.01_090     -20.769      28.557      -4.883      -0.639      -8.639      -6.372
3.2.01_095     -14.234      18.282      -3.175      -0.830      -6.639      -6.596
3.2.01_100      -9.978      11.613      -2.172      -0.713      -5.146      -6.397
3.2.01_105      -7.180       7.329      -1.550      -0.534      -4.017      -5.953
3.2.01_110      -5.316       4.599      -1.145      -0.376      -3.153      -5.390
3.2.01_125      -2.559       1.105      -0.530      -0.114      -1.565      -3.663
3.2.01_150      -1.149       0.096      -0.193      -0.016      -0.535      -1.797
3.2.01_200      -0.413       0.001      -0.044       0.003      -0.098      -0.551
3.2.02_080     -20.054      32.409      -4.181       1.496      -9.106       0.564
3.2.02_085     -12.531      19.845      -2.515       0.357      -6.781      -1.625
3.2.02_090      -7.940      12.036      -1.642       0.001      -5.103      -2.648
3.2.02_095      -5.121       7.246      -1.146      -0.082      -3.875      -2.977
3.2.02_100      -3.372       4.335      -0.840      -0.080      -2.963      -2.921
3.2.02_105      -2.273       2.580      -0.637      -0.060      -2.280      -2.670
3.2.02_110      -1.570       1.528      -0.495      -0.040      -1.764      -2.342
3.2.02_125      -0.592       0.310      -0.255      -0.010      -0.846      -1.394
3.2.02_150      -0.146       0.020      -0.102      -0.000      -0.287      -0.515
3.2.02_200       0.027       0.000      -0.024       0.000      -0.056      -0.053
3.2.03_080     -58.034      77.308     -14.910      11.866     -17.285      -1.055
3.2.03_085     -38.697      51.087      -8.380       4.729     -13.284      -4.546
3.2.03_090     -26.076      33.387      -4.919       1.684     -10.290      -6.213
3.2.03_095     -17.814      21.632      -3.042       0.468      -8.029      -6.785
3.2.03_100     -12.376      13.923      -1.981       0.026      -6.304      -6.712
3.2.03_105      -8.767       8.914      -1.350      -0.104      -4.975      -6.283
3.2.03_110      -6.349       5.681      -0.953      -0.121      -3.943      -5.684
3.2.03_125      -2.779       1.439      -0.382      -0.057      -2.006      -3.785
3.2.03_150      -1.056       0.139      -0.105      -0.011      -0.712      -1.744
3.2.03_200      -0.310       0.001      -0.014      -0.001      -0.134      -0.458
3.2.04_080     -37.387      52.669      -7.188       6.686     -13.554       1.227
3.2.04_085     -23.999      33.595      -3.906       2.788     -10.360      -1.882
3.2.04_090     -15.519      21.217      -2.253       1.153      -7.982      -3.384
3.2.04_095     -10.133      13.300      -1.384       0.481      -6.192      -3.927
3.2.04_100      -6.694       8.287      -0.900       0.208      -4.828      -3.927
3.2.04_105      -4.485       5.138      -0.612       0.096      -3.781      -3.643
3.2.04_110      -3.053       3.171      -0.429       0.049      -2.972      -3.234
3.2.04_125      -1.070       0.730      -0.167       0.012      -1.479      -1.975
3.2.04_150      -0.253       0.060      -0.043       0.002      -0.514      -0.749
3.2.04_200      -0.009       0.000      -0.005       0.000      -0.097      -0.111
3.2.05_080     -96.664     123.610     -31.960      24.355     -24.290      -4.948
3.2.05_085     -66.108      85.509     -18.574       9.475     -18.957      -8.655
3.2.05_090     -45.449      58.436     -11.003       2.833     -14.890     -10.073
3.2.05_095     -31.484      39.541      -6.724       0.159     -11.774     -10.282
3.2.05_100     -22.026      26.546      -4.270      -0.728      -9.370      -9.848
3.2.05_105     -15.598      17.713      -2.821      -0.878      -7.500      -9.084
3.2.05_110     -11.204      11.762      -1.933      -0.767      -6.031      -8.173
3.2.05_125      -4.600       3.368      -0.728      -0.305      -3.203      -5.469
3.2.05_150      -1.505       0.397      -0.189      -0.046      -1.193      -2.536
3.2.05_200      -0.375       0.005      -0.022      -0.002      -0.230      -0.624
3.2.06_080     -39.826      55.844      -7.860       6.922     -14.168       0.913
3.2.06_085     -25.758      35.851      -4.285       2.845     -10.865      -2.212
3.2.06_090     -16.805      22.797      -2.479       1.146      -8.402      -3.743
3.2.06_095     -11.087      14.396      -1.530       0.456      -6.544      -4.308
3.2.06_100      -7.415       9.044      -1.001       0.183      -5.127      -4.315
3.2.06_105      -5.040       5.657      -0.685       0.076      -4.035      -4.028
3.2.06_110      -3.489       3.525      -0.484       0.034      -3.190      -3.605
3.2.06_125      -1.309       0.836      -0.193       0.006      -1.618      -2.277
3.2.06_150      -0.373       0.072      -0.051       0.001      -0.581      -0.932
3.2.06_200      -0.056       0.000      -0.006       0.000      -0.116      -0.178
3.2.07_080    -134.608     164.949     -44.611      40.834     -31.697      -5.134
3.2.07_085     -93.707     116.440     -26.382      16.738     -25.357     -12.268
3.2.07_090     -65.454      81.264     -15.746       5.163     -20.344     -15.116
3.2.07_095     -45.956      56.182      -9.614       0.134     -16.377     -15.631
3.2.07_100     -32.492      38.545      -6.068      -1.689     -13.228     -14.931
3.2.07_105     -23.175      26.284      -3.981      -2.064     -10.717     -13.653
3.2.07_110     -16.706      17.837      -2.715      -1.866      -8.707     -12.155
3.2.07_125      -6.773       5.462      -1.032      -0.823      -4.735      -7.902
3.2.07_150      -2.061       0.726      -0.278      -0.136      -1.811      -3.561
3.2.07_200      -0.467       0.012      -0.033      -0.004      -0.348      -0.840
3.2.08_080     -62.457      83.622     -12.621      13.657     -20.512       1.690
3.2.08_085     -41.268      55.322      -6.786       5.767     -16.070      -3.035
3.2.08_090     -27.412      36.245      -3.814       2.312     -12.648      -5.316
3.2.08_095     -18.339      23.572      -2.276       0.870      -9.996      -6.169
3.2.08_100     -12.381      15.245      -1.448       0.300      -7.928      -6.211
3.2.08_105      -8.450       9.819      -0.976       0.091      -6.308      -5.824
3.2.08_110      -5.840       6.302      -0.687       0.022      -5.034      -5.238
3.2.08_125      -2.111       1.637      -0.279       0.002      -2.610      -3.362
3.2.08_150      -0.539       0.166      -0.076       0.002      -0.952      -1.399
3.2.08_200      -0.072       0.002      -0.009       0.000      -0.183      -0.263
3.3.01_080     -24.743      40.380      -4.147       0.972     -11.471       0.991
3.3.01_085     -15.809      25.399      -2.494       0.048      -8.866      -1.722
3.3.01_090     -10.214      15.902      -1.604      -0.196      -6.888      -2.999
3.3.01_095      -6.682       9.923      -1.090      -0.211      -5.375      -3.435
3.3.01_100      -4.432       6.175      -0.773      -0.164      -4.210      -3.405
3.3.01_105      -2.984       3.833      -0.565      -0.114      -3.309      -3.138
3.3.01_110      -2.039       2.374      -0.422      -0.074      -2.611      -2.771
3.3.01_125      -0.706       0.557      -0.191      -0.017      -1.315      -1.671
3.3.01_150      -0.129       0.048      -0.062      -0.001      -0.464      -0.608
3.3.01_200       0.042       0.000      -0.011       0.000      -0.087      -0.056
3.3.02_080     -57.559      85.803     -14.490       2.114     -17.956      -2.089
3.3.02_085     -38.858      57.118      -8.696      -0.952     -14.091      -5.479
3.3.02_090     -26.539      37.730      -5.444      -1.704     -11.126      -7.082
3.3.02_095     -18.390      24.786      -3.568      -1.605      -8.834      -7.610
3.3.02_100     -12.962      16.218      -2.441      -1.269      -7.048      -7.502
3.3.02_105      -9.314      10.583      -1.733      -0.927      -5.646      -7.037
3.3.02_110      -6.836       6.891      -1.267      -0.650      -4.539      -6.401
3.3.02_125      -3.084       1.879      -0.558      -0.201      -2.405      -4.368
3.3.02_150      -1.197       0.209      -0.179      -0.028      -0.901      -2.095
3.3.02_200      -0.360       0.002      -0.031      -0.001      -0.177      -0.567
3.3.03_080     -27.351      44.038      -4.733       0.998     -12.100       0.853
3.3.03_085     -17.654      27.884      -2.845      -0.011      -9.380      -2.007
3.3.03_090     -11.544      17.578      -1.830      -0.267      -7.315      -3.379
3.3.03_095      -7.666      11.053      -1.248      -0.271      -5.734      -3.865
3.3.03_100      -5.178       6.938      -0.889      -0.209      -4.514      -3.853
3.3.03_105      -3.564       4.347      -0.654      -0.145      -3.568      -3.584
3.3.03_110      -2.501       2.719      -0.492      -0.096      -2.831      -3.201
3.3.03_125      -0.973       0.660      -0.228      -0.024      -1.453      -2.019
3.3.03_150      -0.274       0.060      -0.077      -0.002      -0.531      -0.823
3.3.03_200      -0.020       0.000      -0.015       0.000      -0.106      -0.141
3.3.04_080     -24.162      40.908      -4.717       0.984     -10.825       2.188
3.3.04_085     -15.367      25.195      -2.704       0.033      -8.235      -1.078
3.3.04_090      -9.950      15.390      -1.628      -0.210      -6.307      -2.704
3.3.04_095      -6.593       9.342      -1.024      -0.220      -4.858      -3.353
3.3.04_100      -4.489       5.639      -0.670      -0.172      -3.760      -3.451
3.3.04_105      -3.153       3.388      -0.452      -0.120      -2.925      -3.262
3.3.04_110      -2.288       2.026      -0.313      -0.081      -2.287      -2.942
3.3.04_125      -1.055       0.425      -0.118      -0.023      -1.133      -1.904
3.3.04_150      -0.444       0.030      -0.032      -0.003      -0.404      -0.853
3.3.04_200      -0.143       0.000      -0.005      -0.000      -0.081      -0.229
3.3.05_080     -15.627      28.476      -2.256       0.548      -9.020       2.122
3.3.05_085      -9.545      17.056      -1.246       0.043      -6.831      -0.524
3.3.05_090      -5.901      10.142      -0.724      -0.081      -5.204      -1.769
3.3.05_095      -3.706       5.996      -0.439      -0.087      -3.985      -2.222
3.3.05_100      -2.372       3.526      -0.276      -0.066      -3.066      -2.253
3.3.05_105      -1.551       2.065      -0.179      -0.043      -2.372      -2.081
3.3.05_110      -1.038       1.205      -0.119      -0.027      -1.846      -1.826
3.3.05_125      -0.358       0.235      -0.041      -0.006      -0.904      -1.073
3.3.05_150      -0.080       0.015      -0.010      -0.000      -0.317      -0.393
3.3.05_200       0.008       0.000      -0.001       0.000      -0.063      -0.057
3.3.06_080     -30.703      51.364      -6.746       0.445     -12.792       1.568
3.3.06_085     -19.702      32.268      -3.875      -0.572      -9.822      -1.703
3.3.06_090     -12.819      20.107      -2.319      -0.708      -7.593      -3.331
3.3.06_095      -8.488      12.449      -1.443      -0.583      -5.903      -3.968
3.3.06_100      -5.744       7.670      -0.929      -0.420      -4.612      -4.035
3.3.06_105      -3.985       4.705      -0.616      -0.284      -3.620      -3.801
3.3.06_110      -2.843       2.874      -0.419      -0.186      -2.854      -3.428
3.3.06_125      -1.224       0.642      -0.149      -0.049      -1.444      -2.223
3.3.06_150      -0.467       0.050      -0.037      -0.006      -0.524      -0.983
3.3.06_200      -0.132       0.000      -0.005      -0.000      -0.106      -0.244
3.3.07_080     -17.414      30.984      -2.640       0.682      -9.362       2.251
3.3.07_085     -10.730      18.709      -1.463       0.087      -7.115      -0.512
3.3.07_090      -6.701      11.225      -0.855      -0.069      -5.443      -1.843
3.3.07_095      -4.256       6.703      -0.523      -0.086      -4.188      -2.350
3.3.07_100      -2.759       3.987      -0.333      -0.067      -3.241      -2.413
3.3.07_105      -1.830       2.362      -0.219      -0.046      -2.521      -2.253
3.3.07_110      -1.245       1.395      -0.148      -0.029      -1.974      -2.000
3.3.07_125      -0.456       0.283      -0.052      -0.007      -0.986      -1.218
3.3.07_150      -0.124       0.019      -0.013      -0.000      -0.359      -0.478
3.3.07_200      -0.008       0.000      -0.002       0.000      -0.076      -0.086
3.3.08_080     -24.278      39.869      -4.692       0.545     -10.600       0.844
3.3.08_085     -15.665      24.643      -2.766      -0.215      -8.074      -2.077
3.3.08_090     -10.347      15.117      -1.733      -0.359      -6.187      -3.509
3.3.08_095      -7.040       9.219      -1.149      -0.315      -4.766      -4.051
3.3.08_100      -4.959       5.594      -0.799      -0.234      -3.688      -4.086
3.3.08_105      -3.630       3.379      -0.578      -0.163      -2.865      -3.857
3.3.08_110      -2.763       2.033      -0.432      -0.110      -2.236      -3.507
3.3.08_125      -1.498       0.435      -0.205      -0.033      -1.096      -2.397
3.3.08_150      -0.804       0.032      -0.077      -0.006      -0.378      -1.233
3.3.08_200      -0.357       0.000      -0.017      -0.000      -0.071      -0.445
3.3.09_080     -17.003      30.715      -2.538       0.110     -10.221       1.063
3.3.09_085     -10.827      19.086      -1.543      -0.285      -7.862      -1.431
3.3.09_090      -7.021      11.829      -0.995      -0.327      -6.074      -2.588
3.3.09_095      -4.649       7.316      -0.673      -0.268      -4.708      -2.982
3.3.09_100      -3.152       4.515      -0.472      -0.195      -3.661      -2.964
3.3.09_105      -2.192       2.781      -0.339      -0.135      -2.856      -2.741
3.3.09_110      -1.566       1.709      -0.249      -0.090      -2.235      -2.432
3.3.09_125      -0.668       0.390      -0.108      -0.025      -1.101      -1.512
3.3.09_150      -0.243       0.032      -0.034      -0.003      -0.376      -0.624
3.3.09_200      -0.070       0.000      -0.006      -0.000      -0.068      -0.144
3.3.10_080     -34.087      55.846      -7.789      -0.259     -13.177       0.534
3.3.10_085     -22.127      35.521      -4.572      -1.166     -10.143      -2.487
3.3.10_090     -14.576      22.410      -2.820      -1.166      -7.858      -4.009
3.3.10_095      -9.791      14.052      -1.828      -0.918      -6.121      -4.606
3.3.10_100      -6.736       8.769      -1.241      -0.658      -4.791      -4.656
3.3.10_105      -4.768       5.449      -0.876      -0.449      -3.764      -4.407
3.3.10_110      -3.482       3.374      -0.640      -0.299      -2.969      -4.016
3.3.10_125      -1.645       0.785      -0.290      -0.084      -1.494      -2.729
3.3.10_150      -0.757       0.066      -0.107      -0.011      -0.529      -1.337
3.3.10_200      -0.292       0.000      -0.025      -0.001      -0.100      -0.417
3.3.11_080     -18.044      32.347      -2.718       0.142     -10.610       1.117
3.3.11_085     -11.558      20.199      -1.644      -0.288      -8.186      -1.477
3.3.11_090      -7.545      12.591      -1.056      -0.339      -6.348      -2.696
3.3.11_095      -5.036       7.844      -0.712      -0.280      -4.943      -3.127
3.3.11_100      -3.444       4.882      -0.498      -0.205      -3.863      -3.128
3.3.11_105      -2.419       3.035      -0.358      -0.142      -3.029      -2.913
3.3.11_110      -1.745       1.884      -0.263      -0.096      -2.385      -2.605
3.3.11_125      -0.768       0.446      -0.114      -0.027      -1.197      -1.659
3.3.11_150      -0.291       0.039      -0.036      -0.003      -0.423      -0.714
3.3.11_200      -0.085       0.000      -0.006      -0.000      -0.081      -0.172
3.3.12_080     -56.668      85.561     -14.101       4.958     -18.591       1.160
3.3.12_085     -38.056      56.211      -8.347       0.399     -14.521      -4.315
3.3.12_090     -25.875      36.598      -5.180      -1.084     -11.423      -6.963
3.3.12_095     -17.875      23.666      -3.381      -1.329      -9.042      -7.960
3.3.12_100     -12.592      15.226      -2.313      -1.151      -7.195      -8.025
3.3.12_105      -9.072       9.757      -1.646      -0.880      -5.752      -7.594
3.3.12_110      -6.702       6.232      -1.209      -0.634      -4.616      -6.930
3.3.12_125      -3.163       1.597      -0.544      -0.208      -2.440      -4.757
3.3.12_150      -1.383       0.159      -0.182      -0.033      -0.920      -2.359
3.3.12_200      -0.509       0.002      -0.034      -0.002      -0.188      -0.731
3.3.13_080     -34.434      55.945      -6.179       1.689     -14.817       2.204
3.3.13_085     -22.070      35.462      -3.604      -0.069     -11.584      -1.864
3.3.13_090     -14.240      22.316      -2.235      -0.515      -9.107      -3.781
3.3.13_095      -9.268      13.966      -1.469      -0.510      -7.192      -4.472
3.3.13_100      -6.096       8.702      -1.012      -0.389      -5.700      -4.495
3.3.13_105      -4.060       5.402      -0.724      -0.266      -4.533      -4.180
3.3.13_110      -2.742       3.343      -0.532      -0.171      -3.616      -3.718
3.3.13_125      -0.923       0.779      -0.238      -0.038      -1.879      -2.298
3.3.13_150      -0.182       0.066      -0.080      -0.001      -0.695      -0.892
3.3.13_200       0.030       0.000      -0.015       0.000      -0.139      -0.124
3.3.14_080     -83.018     119.069     -23.839       6.024     -22.467      -4.232
3.3.14_085     -57.233      81.938     -14.530      -0.444     -17.873      -8.143
3.3.14_090     -39.794      55.940      -9.145      -2.533     -14.310      -9.842
3.3.14_095     -27.966      37.962      -5.987      -2.784     -11.524     -10.300
3.3.14_100     -19.906      25.652      -4.085      -2.384      -9.328     -10.052
3.3.14_105     -14.376      17.282      -2.897      -1.842      -7.582      -9.414
3.3.14_110     -10.549      11.619      -2.122      -1.348      -6.185      -8.585
3.3.14_125      -4.634       3.497      -0.952      -0.458      -3.416      -5.963
3.3.14_150      -1.660       0.458      -0.313      -0.069      -1.348      -2.932
3.3.14_200      -0.460       0.007      -0.054      -0.003      -0.279      -0.789
3.3.15_080     -36.091      56.522      -6.928       1.588     -14.324       0.766
3.3.15_085     -23.657      36.634      -4.175      -0.014     -11.232      -2.443
3.3.15_090     -15.668      23.625      -2.685      -0.444      -8.861      -4.033
3.3.15_095     -10.505      15.190      -1.833      -0.461      -7.027      -4.636
3.3.15_100      -7.139       9.748      -1.312      -0.363      -5.597      -4.662
3.3.15_105      -4.924       6.246      -0.972      -0.256      -4.475      -4.381
3.3.15_110      -3.450       3.995      -0.737      -0.170      -3.592      -3.954
3.3.15_125      -1.307       1.034      -0.349      -0.042      -1.900      -2.565
3.3.15_150      -0.338       0.104      -0.119      -0.003      -0.720      -1.076
3.3.15_200      -0.016       0.001      -0.022       0.000      -0.152      -0.189
3.4.01_080     -67.673      89.238     -20.383      23.986     -22.207       2.961
3.4.01_085     -43.935      58.344     -10.387       9.696     -16.942      -3.224
3.4.01_090     -28.701      37.607      -5.504       3.541     -12.993      -6.050
3.4.01_095     -18.926      23.972      -3.100       1.060     -10.018      -7.012
3.4.01_100     -12.640      15.145      -1.873       0.150      -7.762      -6.981
3.4.01_105      -8.580       9.498      -1.208      -0.130      -6.039      -6.459
3.4.01_110      -5.938       5.920      -0.820      -0.178      -4.716      -5.732
3.4.01_125      -2.272       1.393      -0.305      -0.080      -2.294      -3.557
3.4.01_150      -0.739       0.117      -0.075      -0.011      -0.755      -1.463
3.4.01_200      -0.193       0.001      -0.009      -0.000      -0.126      -0.328
3.4.02_080     -42.392      60.668      -8.258      10.952     -17.996       2.973
3.4.02_085     -26.482      38.056      -3.994       4.323     -13.668      -1.766
3.4.02_090     -16.612      23.568      -2.066       1.656     -10.430      -3.884
3.4.02_095     -10.491      14.446      -1.160       0.623      -7.990      -4.573
3.4.02_100      -6.688       8.780      -0.704       0.236      -6.143      -4.518
3.4.02_105      -4.317       5.298      -0.453       0.094      -4.737      -4.114
3.4.02_110      -2.829       3.176      -0.303       0.042      -3.663      -3.576
3.4.02_125      -0.894       0.663      -0.103       0.010      -1.733      -2.056
3.4.02_150      -0.196       0.045      -0.022       0.002      -0.554      -0.725
3.4.02_200      -0.016       0.000      -0.003       0.000      -0.091      -0.109
3.4.03_080    -121.639     147.912     -52.902      60.744     -31.675       2.440
3.4.03_085     -81.910     102.354     -28.904      26.051     -24.599      -7.009
3.4.03_090     -55.257      69.715     -15.878       9.546     -19.155     -11.029
3.4.03_095     -37.427      46.875      -8.931       2.303     -14.981     -12.160
3.4.03_100     -25.511      31.195      -5.223      -0.504     -11.776     -11.819
