# SAPT(DFT) benchmark energies with the asymptotically corrected B3LYP potential for IHB100x10
# All energy units have been converted to kcal/mol
# The DFT-SAPT calculations have been performed by E. Masumian and A. D. Boese (https://doi.org/10.1021/acs.jctc.3c00801)

System             Elst         Exch          Ind         deltaHF         Disp           Total     
05.005_085       -39.244        56.719       -12.862        -8.424        -9.222       -13.033
05.005_090       -33.529        43.346       -10.395        -6.640        -7.961       -15.178
05.005_095       -28.857        33.112        -8.620        -5.171        -6.899       -16.434
05.005_100       -25.043        25.293        -7.302        -3.995        -5.986       -17.033
05.005_105       -21.923        19.326        -6.291        -3.071        -5.205       -17.164
05.005_110       -19.361        14.776        -5.492        -2.355        -4.534       -16.966
05.005_125       -14.018         6.642        -3.850        -1.058        -3.016       -15.300
05.005_150        -9.346         1.797        -2.339        -0.288        -1.560       -11.736
05.005_200        -5.432         0.148        -1.023        -0.027        -0.462        -6.796
05.006_080       -39.158        63.003       -12.994        -8.590        -9.626        -7.366
05.006_085       -32.943        47.510       -10.188        -6.737        -8.237       -10.594
05.006_090       -27.931        35.785        -8.247        -5.193        -7.078       -12.664
05.006_095       -23.902        26.929        -6.856        -3.958        -6.099       -13.887
05.006_100       -20.663        20.259        -5.822        -2.996        -5.266       -14.488
05.006_105       -18.048        15.241        -5.027        -2.257        -4.550       -14.641
05.006_110       -15.927        11.469        -4.395        -1.697        -3.937       -14.488
05.006_125       -11.581         4.898        -3.087        -0.720        -2.566       -13.056
05.006_150        -7.851         1.199        -1.877        -0.178        -1.279        -9.985
05.006_200        -4.678         0.077        -0.827        -0.013        -0.356        -5.798
05.007_080       -47.375        75.201       -15.808       -10.731       -10.220        -8.932
05.007_085       -40.402        58.015       -12.445        -8.601        -8.807       -12.240
05.007_090       -34.679        44.809       -10.101        -6.785        -7.629       -14.385
05.007_095       -29.993        34.663        -8.418        -5.298        -6.631       -15.677
05.007_100       -26.153        26.866        -7.171        -4.111        -5.771       -16.340
05.007_105       -22.997        20.870        -6.220        -3.177        -5.032       -16.556
05.007_110       -20.390        16.251        -5.471        -2.451        -4.397       -16.458
05.007_125       -14.887         7.793        -3.938        -1.126        -2.950       -15.109
05.007_150        -9.953         2.409        -2.492        -0.318        -1.546       -11.900
05.007_200        -5.699         0.275        -1.121        -0.030        -0.462        -7.037
05.008_080       -67.801       114.772       -32.766       -19.557       -14.660       -20.012
05.008_085       -59.208        90.697       -26.291       -16.515       -12.700       -24.017
05.008_090       -51.786        71.635       -21.648       -13.661       -11.041       -26.500
05.008_095       -45.451        56.571       -18.240       -11.145        -9.655       -27.920
05.008_100       -40.077        44.678       -15.676        -9.009        -8.480       -28.563
05.008_105       -35.533        35.297       -13.694        -7.237        -7.469       -28.637
05.008_110       -31.691        27.900       -12.123        -5.791        -6.594       -28.299
05.008_125       -23.319        13.862        -8.886        -2.939        -4.596       -25.879
05.008_150       -15.569         4.427        -5.832        -0.963        -2.576       -20.513
05.008_200        -8.928         0.499        -2.907        -0.122        -0.881       -12.339
05.009_080       -60.037       104.496       -30.366       -17.352       -14.220       -17.479
05.009_085       -52.865        83.415       -24.012       -14.787       -12.497       -20.746
05.009_090       -46.508        66.593       -19.472       -12.322       -11.072       -22.782
05.009_095       -40.967        53.188       -16.157       -10.123        -9.876       -23.935
05.009_100       -36.185        42.513       -13.678        -8.240        -8.824       -24.415
05.009_105       -32.079        34.013       -11.780        -6.671        -7.925       -24.442
05.009_110       -28.563        27.242       -10.290        -5.386        -7.142       -24.137
05.009_125       -20.751        14.115        -7.295        -2.830        -5.291       -22.052
05.009_150       -13.387         4.866        -4.634        -1.015        -3.271       -17.442
05.009_200        -7.277         0.617        -2.280        -0.175        -1.326       -10.442
05.010_080       -51.841        86.371       -21.941       -13.861       -12.272       -13.544
05.010_085       -44.745        67.114       -17.592       -11.323       -10.635       -17.182
05.010_090       -38.770        52.103       -14.522        -9.088        -9.262       -19.539
05.010_095       -33.779        40.425       -12.292        -7.210        -8.089       -20.945
05.010_100       -29.626        31.355       -10.619        -5.678        -7.086       -21.654
05.010_105       -26.173        24.320        -9.324        -4.450        -6.228       -21.854
05.010_110       -23.296        18.871        -8.291        -3.479        -5.477       -21.673
05.010_125       -17.157         8.843        -6.130        -1.658        -3.761       -19.863
05.010_150       -11.620         2.525        -4.041        -0.499        -2.044       -15.679
05.010_200        -6.862         0.214        -2.027        -0.057        -0.659        -9.391
05.011_080       -58.595        97.319       -28.209       -17.072       -11.670       -18.228
05.011_085       -51.542        77.592       -22.590       -14.404       -10.216       -21.159
05.011_090       -45.432        61.942       -18.588       -11.927        -8.993       -22.997
05.011_095       -40.201        49.534       -15.672        -9.759        -7.986       -24.085
05.011_100       -35.750        39.692       -13.494        -7.926        -7.087       -24.566
05.011_105       -31.969        31.877       -11.823        -6.410        -6.325       -24.651
05.011_110       -28.754        25.662       -10.510        -5.173        -5.668       -24.443
05.011_125       -21.658        13.595        -7.844        -2.719        -4.118       -22.745
05.011_150       -14.895         4.958        -5.363        -0.965        -2.476       -18.740
05.011_200        -8.784         0.765        -2.860        -0.144        -0.945       -11.968
05.012_080       -85.358       160.058       -62.295       -32.597       -15.006       -35.199
05.012_085       -78.509       133.427       -49.399       -30.433       -13.062       -37.976
05.012_090       -71.553       111.083       -39.800       -27.425       -11.469       -39.164
05.012_095       -64.875        92.409       -32.575       -24.139       -10.110       -39.290
05.012_100       -58.673        76.851       -27.069       -20.903        -8.972       -38.766
05.012_105       -53.030        63.916       -22.815       -17.893        -8.002       -37.824
05.012_110       -47.962        53.177       -19.479       -15.190        -7.164       -36.618
05.012_125       -35.918        30.763       -12.917        -9.018        -5.204       -32.294
05.012_150       -23.551        12.686        -7.502        -3.634        -3.134       -25.136
05.012_200       -12.458         2.438        -3.212        -0.592        -1.179       -15.004
05.013_080       -33.558        52.385       -10.723        -7.230        -6.970        -6.096
05.013_085       -28.295        39.165        -8.246        -5.581        -5.890        -8.848
05.013_090       -24.071        29.238        -6.547        -4.236        -5.001       -10.616
05.013_095       -20.689        21.805        -5.338        -3.179        -4.262       -11.664
05.013_100       -17.978        16.251        -4.449        -2.369        -3.644       -12.189
05.013_105       -15.796        12.111        -3.771        -1.758        -3.122       -12.336
05.013_110       -14.028         9.028        -3.240        -1.301        -2.677       -12.218
05.013_125       -10.406         3.746        -2.170        -0.525        -1.700       -11.054
05.013_150        -7.264         0.876        -1.238        -0.118        -0.814        -8.557
05.013_200        -4.509         0.052        -0.500        -0.007        -0.211        -5.175
05.014_080       -46.283        72.276       -15.650       -10.312        -8.508        -8.477
05.014_085       -39.452        55.437       -11.925        -8.371        -7.275       -11.586
05.014_090       -33.811        42.478        -9.362        -6.645        -6.257       -13.599
05.014_095       -29.178        32.521        -7.553        -5.197        -5.384       -14.790
05.014_100       -25.381        24.883        -6.237        -4.022        -4.654       -15.411
05.014_105       -22.264        19.034        -5.252        -3.092        -4.024       -15.599
05.014_110       -19.699        14.564        -4.492        -2.366        -3.492       -15.485
05.014_125       -14.324         6.544        -2.994        -1.045        -2.282       -14.101
05.014_150        -9.589         1.758        -1.702        -0.267        -1.135       -10.935
05.014_200        -5.602         0.140        -0.671        -0.019        -0.303        -6.455
05.015_080       -51.350        70.477       -10.617        -6.418       -10.168        -8.075
05.015_085       -42.812        52.176        -8.179        -4.957        -8.669       -12.440
05.015_090       -36.062        38.581        -6.533        -3.751        -7.387       -15.153
05.015_095       -30.720        28.512        -5.382        -2.799        -6.291       -16.680
05.015_100       -26.476        21.072        -4.544        -2.070        -5.364       -17.381
05.015_105       -23.086        15.574        -3.909        -1.521        -4.553       -17.495
05.015_110       -20.358        11.510        -3.409        -1.113        -3.870       -17.240
05.015_125       -14.815         4.665        -2.372        -0.435        -2.385       -15.342
05.015_150       -10.070         1.064        -1.389        -0.095        -1.079       -11.569
05.015_200        -5.985         0.063        -0.541        -0.007        -0.251        -6.721
06.001_080       -61.124       118.173       -43.329       -23.396       -14.466       -24.144
06.001_085       -55.305        95.551       -33.991       -20.816       -12.188       -26.748
06.001_090       -49.715        77.102       -27.171       -17.970       -10.322       -28.076
06.001_095       -44.551        62.110       -22.120       -15.197        -8.829       -28.587
06.001_100       -39.891        49.963       -18.321       -12.667        -7.605       -28.522
06.001_105       -35.749        40.145       -15.415       -10.447        -6.587       -28.054
06.001_110       -32.101        32.222       -13.152        -8.550        -5.740       -27.321
06.001_125       -23.668        16.594        -8.723        -4.557        -3.890       -24.244
06.001_150       -15.285         5.474        -5.035        -1.538        -2.119       -18.503
06.001_200        -7.881         0.605        -2.110        -0.178        -0.685       -10.248
06.002_080       -59.256       100.763       -33.280       -16.372       -13.515       -21.661
06.002_085       -52.552        80.343       -26.452       -14.207       -11.501       -24.369
06.002_090       -46.569        64.010       -21.539       -11.986        -9.872       -25.956
06.002_095       -41.324        50.972       -17.935        -9.927        -8.565       -26.778
06.002_100       -36.778        40.580       -15.233        -8.119        -7.453       -27.003
06.002_105       -32.859        32.303       -13.161        -6.585        -6.529       -26.831
06.002_110       -29.492        25.715       -11.533        -5.311        -5.728       -26.349
06.002_125       -21.960        13.014        -8.255        -2.744        -3.961       -23.906
06.002_150       -14.726         4.251        -5.292        -0.918        -2.234       -18.919
06.002_200        -8.341         0.478        -2.585        -0.120        -0.755       -11.324
06.003_080       -40.837        64.136       -15.868        -8.868        -8.370        -9.807
06.003_085       -35.130        49.038       -12.197        -7.173        -6.985       -12.447
06.003_090       -30.354        37.432        -9.638        -5.665        -5.864       -14.089
06.003_095       -26.386        28.531        -7.806        -4.402        -4.960       -15.022
06.003_100       -23.098        21.720        -6.456        -3.383        -4.217       -15.433
06.003_105       -20.373        16.522        -5.432        -2.579        -3.597       -15.460
06.003_110       -18.109        12.562        -4.634        -1.956        -3.064       -15.202
06.003_125       -13.285         5.520        -3.043        -0.840        -1.939       -13.588
06.003_150        -8.916         1.411        -1.677        -0.203        -0.919       -10.304
06.003_200        -5.138         0.099        -0.629        -0.012        -0.230        -5.911
07.001_080       -46.501        73.795       -20.622        -9.550       -10.703       -13.580
07.001_085       -40.330        57.849       -15.917        -8.375        -9.013       -15.787
07.001_090       -35.041        45.311       -12.606        -7.078        -7.639       -17.053
07.001_095       -30.553        35.471       -10.229        -5.838        -6.509       -17.659
07.001_100       -26.763        27.760        -8.484        -4.735        -5.567       -17.789
07.001_105       -23.567        21.723        -7.170        -3.795        -4.798       -17.608
07.001_110       -20.873        16.997        -6.157        -3.016        -4.150       -17.199
07.001_125       -15.027         8.135        -4.166        -1.471        -2.698       -15.226
07.001_150        -9.680         2.387        -2.427        -0.431        -1.365       -11.516
07.001_200        -5.232         0.213        -0.968        -0.041        -0.378        -6.406
07.002_080       -41.815        64.258       -16.409        -8.539        -8.980       -11.485
07.002_085       -36.237        49.880       -12.579        -7.243        -7.445       -13.623
07.002_090       -31.497        38.683        -9.897        -5.955        -6.246       -14.912
07.002_095       -27.500        29.981        -7.978        -4.795        -5.280       -15.572
07.002_100       -24.142        23.228        -6.571        -3.805        -4.484       -15.774
07.002_105       -21.322        17.989        -5.511        -2.989        -3.815       -15.647
07.002_110       -18.949        13.930        -4.693        -2.330        -3.255       -15.298
07.002_125       -13.811         6.457        -3.087        -1.076        -2.049       -13.566
07.002_150        -9.078         1.798        -1.703        -0.289        -0.977       -10.249
07.002_200        -5.034         0.145        -0.614        -0.022        -0.243        -5.769
08.001_080       -64.889        96.848       -22.102       -12.695       -12.174       -15.011
08.001_085       -55.064        75.878       -18.173       -10.479       -10.605       -18.443
08.001_090       -47.039        59.539       -15.456        -8.453        -9.289       -20.697
08.001_095       -40.496        46.813       -13.506        -6.709        -8.174       -22.072
08.001_100       -35.159        36.896       -12.048        -5.261        -7.187       -22.760
08.001_105       -30.795        29.162       -10.910        -4.086        -6.305       -22.934
08.001_110       -27.210        23.126        -9.985        -3.149        -5.553       -22.770
08.001_125       -19.737        11.812        -7.933        -1.379        -3.817       -21.054
08.001_150       -13.230         4.177        -5.632        -0.279        -2.082       -17.046
08.001_200        -7.873         0.665        -2.889         0.043        -0.667       -10.723
08.002_080       -49.456        71.298       -11.908        -7.223       -10.256        -7.545
08.002_085       -40.676        53.352        -9.839        -5.570        -8.736       -11.470
08.002_090       -33.854        40.022        -8.442        -4.209        -7.457       -13.940
08.002_095       -28.536        30.128        -7.446        -3.133        -6.377       -15.364
08.002_100       -24.368        22.778        -6.692        -2.305        -5.460       -16.046
08.002_105       -21.077        17.308        -6.090        -1.679        -4.673       -16.210
08.002_110       -18.460        13.220        -5.582        -1.212        -4.002       -16.036
08.002_125       -13.244         6.103        -4.388        -0.428        -2.530       -14.487
08.002_150        -8.932         1.900        -2.980        -0.045        -1.219       -11.277
08.002_200        -5.406         0.251        -1.395         0.019        -0.322        -6.852
08.003_080       -52.760        85.382       -21.882       -14.973       -11.669       -15.901
08.003_085       -45.469        65.998       -17.348       -12.368        -9.984       -19.171
08.003_090       -39.429        50.955       -14.198       -10.015        -8.575       -21.262
08.003_095       -34.456        39.308       -11.945        -8.002        -7.427       -22.523
08.003_100       -30.367        30.310       -10.280        -6.339        -6.450       -23.126
08.003_105       -26.997        23.375        -9.010        -4.994        -5.623       -23.249
08.003_110       -24.212        18.046        -8.009        -3.921        -4.918       -23.014
08.003_125       -18.314         8.359        -5.935        -1.889        -3.335       -21.114
08.003_150       -12.938         2.411        -3.919        -0.575        -1.802       -16.824
08.003_200        -8.038         0.236        -1.925        -0.067        -0.580       -10.375
08.004_080       -47.976        77.664       -18.906       -13.294       -11.255       -13.767
08.004_085       -41.094        59.461       -14.958       -10.835        -9.610       -17.036
08.004_090       -35.459        45.463       -12.229        -8.668        -8.267       -19.160
08.004_095       -30.864        34.725       -10.281        -6.852        -7.152       -20.423
08.004_100       -27.121        26.510        -8.843        -5.374        -6.216       -21.043
08.004_105       -24.062        20.243        -7.743        -4.196        -5.415       -21.174
08.004_110       -21.552        15.466        -6.873        -3.268        -4.727       -20.954
08.004_125       -16.281         6.955        -5.064        -1.545        -3.191       -19.126
08.004_150       -11.528         1.906        -3.310        -0.467        -1.709       -15.108
08.004_200        -7.194         0.168        -1.609        -0.059        -0.552        -9.245
08.005_080       -48.495        76.253       -17.953       -12.904       -10.198       -13.297
08.005_085       -41.782        58.915       -14.266       -10.483        -8.714       -16.331
08.005_090       -36.293        45.561       -11.716        -8.381        -7.507       -18.336
08.005_095       -31.812        35.288        -9.897        -6.633        -6.492       -19.546
08.005_100       -28.148        27.393        -8.558        -5.218        -5.645       -20.176
08.005_105       -25.140        21.333        -7.540        -4.090        -4.926       -20.364
08.005_110       -22.655        16.653        -6.738        -3.202        -4.310       -20.252
08.005_125       -17.335         8.104        -5.081        -1.541        -2.920       -18.774
08.005_150       -12.361         2.605        -3.440        -0.477        -1.590       -15.263
08.005_200        -7.633         0.322        -1.711        -0.058        -0.517        -9.596
08.006_080       -29.956        50.668        -9.240        -6.751        -7.796        -3.075
08.006_085       -24.415        37.908        -7.185        -5.180        -6.637        -5.509
08.006_090       -20.060        28.349        -5.791        -3.904        -5.666        -7.073
08.006_095       -16.639        21.198        -4.804        -2.908        -4.857        -8.010
08.006_100       -13.947        15.858        -4.074        -2.147        -4.177        -8.487
08.006_105       -11.820        11.873        -3.512        -1.576        -3.596        -8.632
08.006_110       -10.132         8.897        -3.063        -1.152        -3.104        -8.553
08.006_125        -6.807         3.772        -2.121        -0.442        -2.010        -7.609
08.006_150        -4.193         0.927        -1.241        -0.085        -0.993        -5.586
08.006_200        -2.297         0.063        -0.505        -0.001        -0.272        -3.011
08.007_080       -28.114        43.018        -6.445        -4.546        -7.592        -3.678
08.007_085       -22.778        31.574        -5.196        -3.415        -6.426        -6.241
08.007_090       -18.687        23.179        -4.363        -2.522        -5.466        -7.859
08.007_095       -15.543        17.025        -3.773        -1.840        -4.651        -8.782
08.007_100       -13.113        12.517        -3.329        -1.332        -3.959        -9.215
08.007_105       -11.222         9.215        -2.975        -0.958        -3.375        -9.315
08.007_110        -9.739         6.793        -2.680        -0.685        -2.879        -9.190
08.007_125        -6.860         2.747        -2.006        -0.243        -1.800        -8.163
08.007_150        -4.585         0.629        -1.273        -0.036        -0.844        -6.109
08.007_200        -2.765         0.037        -0.547         0.004        -0.213        -3.485
08.008_080       -45.195        77.121       -17.645       -11.399       -11.890        -9.008
08.008_085       -37.701        58.651       -14.360        -9.029       -10.188       -12.627
08.008_090       -31.696        44.598       -12.069        -7.037        -8.767       -14.970
08.008_095       -26.892        33.919       -10.404        -5.425        -7.583       -16.387
08.008_100       -23.044        25.813        -9.143        -4.155        -6.578       -17.107
08.008_105       -19.950        19.665        -8.150        -3.168        -5.725       -17.328
08.008_110       -17.449        15.000        -7.339        -2.411        -4.991       -17.190
08.008_125       -12.367         6.706        -5.558        -1.061        -3.349       -15.629
08.008_150        -8.110         1.799        -3.710        -0.281        -1.771       -12.073
08.008_200        -4.693         0.144        -1.839        -0.025        -0.563        -6.976
08.009_080       -43.604        68.777       -15.925       -10.595        -9.418       -10.765
08.009_085       -37.203        53.233       -12.931        -8.510        -8.121       -13.533
08.009_090       -32.012        41.308       -10.882        -6.730        -7.034       -15.350
08.009_095       -27.802        32.151        -9.427        -5.270        -6.131       -16.479
08.009_100       -24.378        25.111        -8.353        -4.104        -5.361       -17.084
08.009_105       -21.576        19.685        -7.526        -3.185        -4.710       -17.312
08.009_110       -19.267        15.488        -6.863        -2.469        -4.144       -17.255
08.009_125       -14.381         7.695        -5.424        -1.153        -2.865       -16.128
08.009_150        -9.921         2.527        -3.851        -0.336        -1.596       -13.178
08.009_200        -5.889         0.311        -2.028        -0.033        -0.538        -8.176
08.010_080       -34.906        58.654       -11.676        -7.190       -10.866        -5.983
08.010_085       -28.424        44.077        -9.610        -5.583        -9.349        -8.889
08.010_090       -23.359        33.130        -8.195        -4.256        -8.051       -10.731
08.010_095       -19.402        24.916        -7.171        -3.205        -6.951       -11.813
08.010_100       -16.304        18.755        -6.388        -2.394        -6.017       -12.347
08.010_105       -13.869        14.135        -5.758        -1.778        -5.224       -12.494
08.010_110       -11.943        10.668        -5.232        -1.315        -4.531       -12.353
08.010_125        -8.179         4.631        -4.014        -0.524        -2.982       -11.069
08.010_150        -5.234         1.192        -2.657        -0.108        -1.515        -8.322
08.010_200        -3.025         0.090        -1.241        -0.000        -0.435        -4.611
08.011_080       -67.554       120.994       -35.525       -20.035       -12.221       -14.340
08.011_085       -58.011        97.413       -28.058       -17.564       -10.587       -16.808
08.011_090       -49.807        78.454       -22.771       -14.939        -9.266       -18.329
08.011_095       -42.834        63.238       -18.951       -12.450        -8.153       -19.151
08.011_100       -36.947        51.034       -16.128       -10.229        -7.227       -19.497
08.011_105       -31.995        41.249       -13.985        -8.319        -6.423       -19.474
08.011_110       -27.836        33.398       -12.313        -6.715        -5.702       -19.168
08.011_125       -18.923        17.953        -8.951        -3.432        -4.081       -17.435
08.011_150       -11.088         6.689        -5.840        -1.065        -2.393       -13.696
08.011_200        -5.244         1.070        -2.769        -0.085        -0.867        -7.895
08.012_080       -31.221        53.208       -10.330        -6.701        -9.118        -4.161
08.012_085       -25.286        39.594        -8.421        -5.117        -7.757        -6.988
08.012_090       -20.686        29.467        -7.105        -3.842        -6.613        -8.779
08.012_095       -17.118        21.942        -6.147        -2.853        -5.663        -9.839
08.012_100       -14.341        16.355        -5.414        -2.102        -4.857       -10.358
08.012_105       -12.168        12.206        -4.826        -1.539        -4.174       -10.502
08.012_110       -10.456         9.124        -4.338        -1.123        -3.592       -10.384
08.012_125        -7.125         3.850        -3.233        -0.427        -2.308        -9.243
08.012_150        -4.522         0.949        -2.064        -0.077        -1.132        -6.847
08.012_200        -2.562         0.067        -0.924         0.003        -0.309        -3.725
08.013_080       -29.028        46.675        -8.060        -5.400        -8.952        -4.765
08.013_085       -23.575        34.604        -6.596        -4.101        -7.661        -7.330
08.013_090       -19.370        25.659        -5.611        -3.062        -6.574        -8.958
08.013_095       -16.122        19.038        -4.906        -2.261        -5.654        -9.905
08.013_100       -13.604        14.139        -4.369        -1.656        -4.875       -10.365
08.013_105       -11.639        10.514        -3.937        -1.207        -4.207       -10.477
08.013_110       -10.095         7.830        -3.574        -0.877        -3.629       -10.345
08.013_125        -7.097         3.263        -2.729        -0.331        -2.350        -9.244
08.013_150        -4.739         0.783        -1.785        -0.061        -1.162        -6.964
08.013_200        -2.871         0.051        -0.811         0.001        -0.321        -3.952
08.014_080       -25.191        41.088        -6.847        -4.610        -8.155        -3.714
08.014_085       -20.304        30.071        -5.634        -3.436        -6.942        -6.245
08.014_090       -16.583        21.995        -4.813        -2.521        -5.920        -7.842
08.014_095       -13.743        16.088        -4.220        -1.829        -5.059        -8.762
08.014_100       -11.565        11.771        -3.761        -1.317        -4.331        -9.203
08.014_105        -9.884         8.615        -3.388        -0.943        -3.709        -9.309
08.014_110        -8.576         6.306        -3.070        -0.673        -3.178        -9.191
08.014_125        -6.071         2.478        -2.328        -0.239        -2.009        -8.168
08.014_150        -4.124         0.527        -1.507        -0.038        -0.954        -6.096
08.014_200        -2.539         0.025        -0.680         0.002        -0.247        -3.438
08.015_080       -30.171        47.594        -7.887        -5.520        -8.340        -4.325
08.015_085       -24.751        35.803        -6.479        -4.207        -7.159        -6.793
08.015_090       -20.545        27.013        -5.539        -3.157        -6.169        -8.397
08.015_095       -17.266        20.450        -4.875        -2.346        -5.323        -9.360
08.015_100       -14.696        15.537        -4.375        -1.731        -4.604        -9.869
08.015_105       -12.667        11.846        -3.976        -1.272        -3.987       -10.055
08.015_110       -11.052         9.064        -3.642        -0.931        -3.458       -10.019
08.015_125        -7.837         4.134        -2.853        -0.360        -2.268        -9.183
08.015_150        -5.195         1.180        -1.917        -0.068        -1.144        -7.143
08.015_200        -3.059         0.112        -0.883         0.002        -0.318        -4.145
09.001_080       -47.068        77.058       -21.274       -13.263       -10.200       -14.746
09.001_085       -40.843        59.355       -16.668       -11.006        -8.503       -17.665
09.001_090       -35.602        45.609       -13.460        -8.912        -7.098       -19.464
09.001_095       -31.224        34.970       -11.162        -7.099        -6.012       -20.527
09.001_100       -27.579        26.767        -9.465        -5.592        -5.134       -21.003
09.001_105       -24.547        20.457        -8.171        -4.371        -4.391       -21.024
09.001_110       -22.017        15.618        -7.151        -3.400        -3.782       -20.732
09.001_125       -16.560         6.956        -5.068        -1.580        -2.460       -18.713
09.001_150       -11.490         1.825        -3.133        -0.448        -1.257       -14.503
09.001_200        -6.892         0.137        -1.413        -0.046        -0.365        -8.578
09.002_080       -25.360        42.656        -8.983        -5.333        -6.546        -3.567
09.002_085       -20.730        31.489        -7.084        -4.048        -5.388        -5.761
09.002_090       -17.109        23.208        -5.781        -3.009        -4.475        -7.166
09.002_095       -14.278        17.087        -4.843        -2.204        -3.742        -7.980
09.002_100       -12.059        12.572        -4.136        -1.597        -3.134        -8.353
09.002_105       -10.310         9.247        -3.582        -1.147        -2.632        -8.424
09.002_110        -8.922         6.803        -3.133        -0.819        -2.222        -8.293
09.002_125        -6.186         2.709        -2.172        -0.287        -1.351        -7.286
09.002_150        -3.985         0.589        -1.259        -0.041        -0.607        -5.304
09.002_200        -2.269         0.031        -0.497         0.004        -0.141        -2.873
09.003_080       -41.043        69.255       -19.130       -10.115       -10.124       -11.158
09.003_085       -34.979        53.196       -15.342        -8.249        -8.502       -13.875
09.003_090       -29.975        40.826       -12.701        -6.570        -7.187       -15.607
09.003_095       -25.864        31.313       -10.797        -5.151        -6.138       -16.638
09.003_100       -22.493        24.011        -9.373        -3.998        -5.295       -17.147
09.003_105       -19.722        18.417        -8.268        -3.081        -4.560       -17.215
09.003_110       -17.437        14.132        -7.381        -2.365        -3.958       -17.008
09.003_125       -12.628         6.409        -5.489        -1.059        -2.620       -15.388
09.003_150        -8.362         1.738        -3.602        -0.283        -1.371       -11.879
09.003_200        -4.757         0.137        -1.761        -0.024        -0.418        -6.822
09.004_080       -30.790        52.996       -12.120        -6.835        -8.520        -5.269
09.004_085       -25.232        39.722        -9.668        -5.377        -7.130        -7.686
09.004_090       -20.834        29.732        -7.999        -4.126        -6.022        -9.249
09.004_095       -17.362        22.230        -6.807        -3.113        -5.115       -10.168
09.004_100       -14.621        16.611        -5.914        -2.321        -4.353       -10.597
09.004_105       -12.448        12.409        -5.213        -1.715        -3.722       -10.690
09.004_110       -10.718         9.271        -4.641        -1.260        -3.190       -10.538
09.004_125        -7.301         3.871        -3.386        -0.486        -2.043        -9.346
09.004_150        -4.589         0.909        -2.110        -0.092        -1.002        -6.885
09.004_200        -2.559         0.054        -0.927         0.000        -0.270        -3.701
09.005_080       -27.443        46.510       -10.105        -5.769        -7.575        -4.382
09.005_085       -22.413        34.543        -8.053        -4.446        -6.314        -6.683
09.005_090       -18.471        25.619        -6.651        -3.349        -5.295        -8.147
09.005_095       -15.385        18.982        -5.646        -2.484        -4.459        -8.992
09.005_100       -12.963        14.057        -4.888        -1.822        -3.777        -9.393
09.005_105       -11.056        10.409        -4.291        -1.325        -3.208        -9.471
09.005_110        -9.543         7.708        -3.802        -0.958        -2.732        -9.328
09.005_125        -6.573         3.134        -2.732        -0.351        -1.710        -8.233
09.005_150        -4.216         0.706        -1.664        -0.059        -0.806        -6.039
09.005_200        -2.414         0.039        -0.706         0.002        -0.204        -3.283
09.006_080       -49.992        75.720       -20.516       -10.666       -11.287       -16.742
09.006_085       -43.450        58.517       -16.260        -8.862        -9.490       -19.546
09.006_090       -37.991        45.175       -13.299        -7.174        -8.048       -21.336
09.006_095       -33.458        34.848       -11.173        -5.710        -6.901       -22.395
09.006_100       -29.699        26.868        -9.597        -4.495        -5.939       -22.861
09.006_105       -26.578        20.715        -8.385        -3.514        -5.141       -22.903
09.006_110       -23.976        15.975        -7.424        -2.735        -4.476       -22.636
09.006_125       -18.387         7.343        -5.412        -1.280        -2.965       -20.701
09.006_150       -13.204         2.035        -3.461        -0.374        -1.555       -16.559
09.006_200        -8.446         0.167        -1.613        -0.043        -0.470       -10.405
10.001_080       -25.574        41.921        -8.705        -5.051        -6.814        -4.224
10.001_085       -21.042        31.390        -6.816        -3.995        -5.602        -6.064
10.001_090       -17.453        23.487        -5.529        -3.077        -4.616        -7.188
10.001_095       -14.613        17.561        -4.615        -2.327        -3.858        -7.851
10.001_100       -12.359        13.123        -3.936        -1.737        -3.221        -8.129
10.001_105       -10.566         9.802        -3.409        -1.283        -2.699        -8.154
10.001_110        -9.131         7.319        -2.984        -0.941        -2.271        -8.007
10.001_125        -6.261         3.047        -2.071        -0.359        -1.369        -7.013
10.001_150        -3.929         0.711        -1.187        -0.065        -0.618        -5.089
10.001_200        -2.155         0.041        -0.450         0.001        -0.136        -2.700
10.002_080       -41.135        67.422       -18.829        -9.192       -10.292       -12.026
10.002_085       -35.241        52.409       -14.981        -7.843        -8.585       -14.242
10.002_090       -30.327        40.721       -12.299        -6.483        -7.223       -15.611
10.002_095       -26.248        31.637       -10.376        -5.247        -6.113       -16.346
10.002_100       -22.867        24.582        -8.953        -4.185        -5.228       -16.650
10.002_105       -20.061        19.104        -7.863        -3.304        -4.502       -16.625
10.002_110       -17.725        14.847        -6.998        -2.590        -3.889       -16.355
10.002_125       -12.751         6.974        -5.180        -1.220        -2.552       -14.729
10.002_150        -8.285         1.991        -3.366        -0.343        -1.319       -11.322
10.002_200        -4.560         0.168        -1.587        -0.031        -0.390        -6.400
10.003_080       -31.751        52.773       -12.495        -5.980        -8.809        -6.260
10.003_085       -26.170        40.103        -9.840        -4.990        -7.332        -8.229
10.003_090       -21.703        30.452        -8.036        -4.014        -6.176        -9.477
10.003_095       -18.136        23.113        -6.764        -3.151        -5.220       -10.159
10.003_100       -15.286        17.537        -5.829        -2.432        -4.436       -10.445
10.003_105       -13.004        13.302        -5.109        -1.854        -3.763       -10.427
10.003_110       -11.170        10.087        -4.530        -1.401        -3.227       -10.242
