# DFT-SAPT benchmark energies with the asymptotically corrected PBE0 potential for HB375x10
# All energy units have been converted to kcal/mol
# The DFT-SAPT calculations have been performed by E. Masumian and A. D. Boese (reference)

System             Elst         Exch          Ind        deltaHF        Disp           Total     
2.009_105        -8.114         7.096        -1.358        -0.943        -4.025        -7.343
2.009_110        -6.924         5.094        -1.092        -0.679        -3.424        -7.024
2.009_125        -4.550         1.904        -0.597        -0.256        -2.150        -5.647
2.009_150        -2.599         0.373        -0.245        -0.055        -1.044        -3.569
2.009_200        -1.129         0.014        -0.058        -0.004        -0.298        -1.476
2.010_080       -12.654        23.091        -2.843        -2.728        -6.994        -2.129
2.010_085       -10.001        15.934        -2.076        -1.911        -5.729        -3.783
2.010_090        -8.055        10.977        -1.567        -1.328        -4.712        -4.685
2.010_095        -6.618         7.560        -1.213        -0.919        -3.891        -5.082
2.010_100        -5.545         5.203        -0.960        -0.636        -3.225        -5.162
2.010_105        -4.729         3.577        -0.772        -0.441        -2.681        -5.045
2.010_110        -4.098         2.455        -0.629        -0.307        -2.235        -4.815
2.010_125        -2.878         0.800        -0.361        -0.108        -1.328        -3.875
2.010_150        -1.878         0.125        -0.166        -0.023        -0.602        -2.543
2.010_200        -1.004         0.003        -0.048        -0.002        -0.163        -1.214
2.011_080       -23.996        41.224        -6.532        -5.616       -10.694        -5.614
2.011_085       -19.730        30.119        -4.825        -4.216        -9.057        -7.711
2.011_090       -16.380        21.985        -3.672        -3.124        -7.708        -8.900
2.011_095       -13.742        16.018        -2.864        -2.297        -6.581        -9.466
2.011_100       -11.652        11.672        -2.278        -1.683        -5.638        -9.578
2.011_105        -9.984         8.516        -1.839        -1.231        -4.847        -9.386
2.011_110        -8.636         6.219        -1.502        -0.901        -4.181        -9.002
2.011_125        -5.892         2.434        -0.864        -0.359        -2.717        -7.399
2.011_150        -3.533         0.514        -0.383        -0.086        -1.379        -4.867
2.011_200        -1.629         0.023        -0.101        -0.008        -0.420        -2.135
2.012_080       -14.805        28.537        -3.447        -3.308        -9.182        -2.207
2.012_085       -11.592        20.074        -2.469        -2.368        -7.668        -4.022
2.012_090        -9.193        14.109        -1.823        -1.675        -6.432        -5.013
2.012_095        -7.389         9.906        -1.380        -1.178        -5.416        -5.458
2.012_100        -6.024         6.952        -1.067        -0.826        -4.575        -5.541
2.012_105        -4.982         4.877        -0.838        -0.579        -3.877        -5.400
2.012_110        -4.175         3.425        -0.668        -0.407        -3.298        -5.123
2.012_125        -2.640         1.184        -0.361        -0.145        -2.062        -4.024
2.012_150        -1.465         0.203        -0.151        -0.030        -1.003        -2.446
2.012_200        -0.627         0.006        -0.040        -0.003        -0.298        -0.962
2.013_080       -16.060        27.274        -3.950        -3.612        -5.758        -2.107
2.013_085       -12.894        19.080        -2.849        -2.577        -4.669        -3.909
2.013_090       -10.487        13.297        -2.116        -1.814        -3.801        -4.921
2.013_095        -8.646         9.238        -1.608        -1.266        -3.107        -5.390
2.013_100        -7.228         6.409        -1.244        -0.879        -2.551        -5.492
2.013_105        -6.124         4.434        -0.976        -0.609        -2.101        -5.375
2.013_110        -5.256         3.059        -0.774        -0.422        -1.734        -5.127
2.013_125        -3.539         0.995        -0.408        -0.141        -0.994        -4.087
2.013_150        -2.122         0.150        -0.162        -0.025        -0.422        -2.581
2.013_200        -0.991         0.003        -0.038        -0.002        -0.102        -1.130
2.014_080       -15.536        26.320        -2.812        -2.432        -6.946        -1.406
2.014_085       -12.258        18.898        -2.071        -1.735        -5.735        -2.901
2.014_090        -9.781        13.578        -1.564        -1.226        -4.748        -3.741
2.014_095        -7.896         9.760        -1.202        -0.862        -3.940        -4.140
2.014_100        -6.451         7.014        -0.935        -0.603        -3.276        -4.251
2.014_105        -5.330         5.037        -0.734        -0.421        -2.727        -4.176
2.014_110        -4.451         3.618        -0.581        -0.294        -2.276        -3.983
2.014_125        -2.753         1.342        -0.296        -0.100        -1.340        -3.146
2.014_150        -1.449         0.249        -0.104        -0.017        -0.577        -1.899
2.014_200        -0.576         0.008        -0.018        -0.001        -0.131        -0.719
2.015_080       -17.924        30.309        -3.608        -3.059        -7.779        -2.060
2.015_085       -14.252        21.924        -2.666        -2.213        -6.462        -3.670
2.015_090       -11.453        15.866        -2.024        -1.583        -5.385        -4.578
2.015_095        -9.311        11.483        -1.567        -1.123        -4.497        -5.014
2.015_100        -7.652         8.320        -1.230        -0.794        -3.765        -5.121
2.015_105        -6.357         6.031        -0.976        -0.559        -3.160        -5.021
2.015_110        -5.337         4.375        -0.781        -0.393        -2.657        -4.794
2.015_125        -3.348         1.666        -0.413        -0.137        -1.597        -3.828
2.015_150        -1.797         0.322        -0.154        -0.024        -0.706        -2.359
2.015_200        -0.729         0.011        -0.030        -0.001        -0.170        -0.918
2.016_080       -16.055        27.262        -2.943        -2.498        -7.201        -1.435
2.016_085       -12.676        19.561        -2.167        -1.789        -5.949        -3.019
2.016_090       -10.120        14.034        -1.635        -1.268        -4.927        -3.915
2.016_095        -8.173        10.073        -1.255        -0.892        -4.091        -4.337
2.016_100        -6.677         7.231        -0.975        -0.625        -3.404        -4.451
2.016_105        -5.517         5.188        -0.765        -0.437        -2.838        -4.369
2.016_110        -4.608         3.722        -0.604        -0.305        -2.370        -4.165
2.016_125        -2.842         1.362        -0.305        -0.103        -1.394        -3.283
2.016_150        -1.483         0.246        -0.106        -0.017        -0.600        -1.961
2.016_200        -0.575         0.007        -0.018        -0.001        -0.138        -0.725
2.017_080       -16.268        27.724        -3.093        -2.656        -7.172        -1.465
2.017_085       -12.840        19.954        -2.270        -1.899        -5.936        -2.991
2.017_090       -10.246        14.364        -1.710        -1.343        -4.926        -3.862
2.017_095        -8.267        10.351        -1.312        -0.944        -4.101        -4.274
2.017_100        -6.746         7.467        -1.021        -0.661        -3.423        -4.385
2.017_105        -5.567         5.387        -0.802        -0.462        -2.863        -4.308
2.017_110        -4.644         3.886        -0.635        -0.322        -2.399        -4.114
2.017_125        -2.859         1.451        -0.326        -0.110        -1.425        -3.269
2.017_150        -1.496         0.273        -0.117        -0.019        -0.623        -1.982
2.017_200        -0.597         0.009        -0.022        -0.001        -0.147        -0.758
2.018_080       -15.557        26.714        -2.963        -2.648        -7.489        -1.943
2.018_085       -12.457        19.328        -2.211        -1.904        -6.231        -3.474
2.018_090       -10.088        14.003        -1.690        -1.359        -5.199        -4.333
2.018_095        -8.261        10.149        -1.315        -0.966        -4.347        -4.740
2.018_100        -6.841         7.360        -1.036        -0.685        -3.643        -4.844
2.018_105        -5.727         5.338        -0.823        -0.485        -3.058        -4.755
2.018_110        -4.843         3.872        -0.658        -0.343        -2.572        -4.544
2.018_125        -3.095         1.483        -0.346        -0.122        -1.551        -3.631
2.018_150        -1.688         0.292        -0.128        -0.022        -0.693        -2.239
2.018_200        -0.696         0.010        -0.024        -0.001        -0.167        -0.878
2.019_080       -12.930        24.064        -2.355        -2.086        -7.296        -0.603
2.019_085        -9.757        16.684        -1.637        -1.452        -5.956        -2.118
2.019_090        -7.449        11.543        -1.174        -0.993        -4.877        -2.950
2.019_095        -5.763         7.970        -0.863        -0.672        -4.004        -3.331
2.019_100        -4.524         5.490        -0.646        -0.451        -3.293        -3.424
2.019_105        -3.605         3.776        -0.491        -0.301        -2.716        -3.338
2.019_110        -2.918         2.594        -0.377        -0.201        -2.245        -3.148
2.019_125        -1.687         0.832        -0.180        -0.059        -1.288        -2.383
2.019_150        -0.847         0.122        -0.060        -0.008        -0.543        -1.337
2.019_200        -0.325         0.002        -0.011        -0.000        -0.125        -0.459
2.020_080       -11.441        21.811        -1.729        -1.649        -7.328        -0.337
2.020_085        -8.526        14.906        -1.195        -1.129        -5.968        -1.912
2.020_090        -6.437        10.165        -0.855        -0.760        -4.875        -2.763
2.020_095        -4.933         6.918        -0.628        -0.507        -3.992        -3.142
2.020_100        -3.840         4.698        -0.471        -0.335        -3.277        -3.224
2.020_105        -3.038         3.185        -0.358        -0.221        -2.697        -3.129
2.020_110        -2.443         2.156        -0.276        -0.146        -2.225        -2.934
2.020_125        -1.388         0.662        -0.133        -0.042        -1.272        -2.173
2.020_150        -0.673         0.090        -0.046        -0.006        -0.537        -1.171
2.020_200        -0.232         0.002        -0.009        -0.000        -0.125        -0.364
2.021_080       -10.753        19.310        -1.528        -1.525        -6.098        -0.594
2.021_085        -8.053        12.878        -1.073        -1.042        -4.863        -2.154
2.021_090        -6.135         8.566        -0.778        -0.700        -3.893        -2.940
2.021_095        -4.752         5.679        -0.576        -0.466        -3.126        -3.240
2.021_100        -3.749         3.751        -0.434        -0.307        -2.516        -3.255
2.021_105        -3.011         2.474        -0.331        -0.202        -2.033        -3.102
2.021_110        -2.455         1.629        -0.255        -0.132        -1.648        -2.861
2.021_125        -1.448         0.461        -0.122        -0.037        -0.897        -2.044
2.021_150        -0.723         0.055        -0.041        -0.005        -0.355        -1.069
2.021_200        -0.248         0.001        -0.007        -0.000        -0.078        -0.332
2.022_080       -14.356        25.213        -2.736        -2.481        -7.122        -1.482
2.022_085       -11.439        18.189        -2.026        -1.764        -5.921        -2.961
2.022_090        -9.213        13.150        -1.537        -1.245        -4.941        -3.786
2.022_095        -7.505         9.515        -1.188        -0.875        -4.132        -4.186
2.022_100        -6.184         6.893        -0.930        -0.614        -3.463        -4.299
2.022_105        -5.150         4.993        -0.735        -0.431        -2.907        -4.230
2.022_110        -4.332         3.619        -0.584        -0.303        -2.445        -4.045
2.022_125        -2.729         1.386        -0.303        -0.105        -1.475        -3.227
2.022_150        -1.449         0.277        -0.109        -0.019        -0.664        -1.964
2.022_200        -0.568         0.009        -0.019        -0.001        -0.160        -0.738
2.023_080       -13.025        22.493        -2.030        -1.918        -6.233        -0.714
2.023_085       -10.111        15.964        -1.484        -1.350        -5.086        -2.065
2.023_090        -7.936        11.324        -1.109        -0.940        -4.159        -2.820
2.023_095        -6.303         8.027        -0.842        -0.651        -3.408        -3.177
2.023_100        -5.066         5.686        -0.647        -0.448        -2.798        -3.273
2.023_105        -4.120         4.022        -0.501        -0.307        -2.301        -3.208
2.023_110        -3.390         2.839        -0.391        -0.210        -1.895        -3.048
2.023_125        -2.024         0.988        -0.191        -0.067        -1.072        -2.366
2.023_150        -1.037         0.163        -0.064        -0.010        -0.434        -1.382
2.023_200        -0.413         0.004        -0.011        -0.000        -0.091        -0.511
2.024_080       -16.999        29.390        -3.615        -3.186        -7.808        -2.218
2.024_085       -13.676        21.476        -2.699        -2.306        -6.546        -3.752
2.024_090       -11.120        15.736        -2.071        -1.655        -5.509        -4.621
2.024_095        -9.135        11.558        -1.621        -1.184        -4.651        -5.032
2.024_100        -7.586         8.505        -1.286        -0.845        -3.935        -5.148
2.024_105        -6.365         6.270        -1.032        -0.603        -3.337        -5.067
2.024_110        -5.393         4.628        -0.833        -0.431        -2.835        -4.864
2.024_125        -3.453         1.888        -0.453        -0.159        -1.763        -3.940
2.024_150        -1.878         0.424        -0.176        -0.031        -0.828        -2.489
2.024_200        -0.769         0.019        -0.035        -0.001        -0.212        -0.997
2.025_080       -12.043        22.118        -2.109        -1.934        -6.522        -0.489
2.025_085        -9.341        15.719        -1.535        -1.354        -5.382        -1.893
2.025_090        -7.324        11.180        -1.144        -0.940        -4.455        -2.684
2.025_095        -5.806         7.957        -0.868        -0.650        -3.699        -3.065
2.025_100        -4.655         5.668        -0.667        -0.448        -3.079        -3.180
2.025_105        -3.773         4.037        -0.517        -0.308        -2.568        -3.129
2.025_110        -3.083         2.870        -0.403        -0.212        -2.146        -2.974
2.025_125        -1.794         1.032        -0.198        -0.069        -1.272        -2.300
2.025_150        -0.844         0.183        -0.066        -0.011        -0.561        -1.299
2.025_200        -0.265         0.005        -0.011        -0.000        -0.137        -0.408
2.026_080       -17.209        33.807        -2.324        -3.217       -13.280        -2.222
2.026_085       -13.188        23.934        -1.699        -2.323       -11.031        -4.307
2.026_090       -10.252        16.954        -1.289        -1.662        -9.189        -5.438
2.026_095        -8.095        12.018        -1.006        -1.183        -7.675        -5.940
2.026_100        -6.492         8.523        -0.801        -0.840        -6.425        -6.035
2.026_105        -5.292         6.047        -0.648        -0.596        -5.390        -5.880
2.026_110        -4.382         4.290        -0.531        -0.423        -4.530        -5.577
2.026_125        -2.709         1.537        -0.306        -0.153        -2.732        -4.362
2.026_150        -1.493         0.278        -0.135        -0.030        -1.238        -2.620
2.026_200        -0.639         0.009        -0.035        -0.002        -0.316        -0.982
2.027_080       -26.592        47.598        -6.325        -6.241       -13.421        -4.981
2.027_085       -21.579        35.301        -4.796        -4.709       -11.377        -7.160
2.027_090       -17.684        26.201        -3.743        -3.517        -9.671        -8.413
2.027_095       -14.637        19.463        -2.985        -2.612        -8.241        -9.011
2.027_100       -12.239        14.472        -2.421        -1.933        -7.040        -9.160
2.027_105       -10.340        10.775        -1.987        -1.429        -6.028        -9.009
2.027_110        -8.824         8.032        -1.645        -1.056        -5.173        -8.667
2.027_125        -5.792         3.325        -0.966        -0.429        -3.297        -7.159
2.027_150        -3.288         0.775        -0.426        -0.100        -1.624        -4.663
2.027_200        -1.404         0.041        -0.103        -0.007        -0.461        -1.933
2.028_080       -17.309        33.328        -2.494        -2.903       -13.570        -2.948
2.028_085       -13.544        24.032        -1.853        -2.091       -11.461        -4.916
2.028_090       -10.733        17.359        -1.425        -1.499        -9.708        -6.006
2.028_095        -8.620        12.556        -1.126        -1.074        -8.242        -6.505
2.028_100        -7.017         9.096        -0.906        -0.771        -7.012        -6.610
2.028_105        -5.791         6.600        -0.740        -0.556        -5.978        -6.465
2.028_110        -4.842         4.792        -0.611        -0.402        -5.105        -6.168
2.028_125        -3.029         1.843        -0.357        -0.157        -3.218        -4.919
2.028_150        -1.653         0.378        -0.160        -0.036        -1.553        -3.024
2.028_200        -0.687         0.016        -0.040        -0.003        -0.427        -1.141
2.029_080       -19.310        38.469        -2.718        -3.620       -16.130        -3.308
2.029_085       -14.976        27.588        -2.030        -2.609       -13.554        -5.581
2.029_090       -11.771        19.806        -1.574        -1.869       -11.423        -6.831
2.029_095        -9.382        14.232        -1.253        -1.335        -9.655        -7.392
2.029_100        -7.591        10.238        -1.019        -0.954        -8.179        -7.505
2.029_105        -6.232         7.368        -0.841        -0.683        -6.943        -7.331
2.029_110        -5.189         5.305        -0.701        -0.490        -5.907        -6.982
2.029_125        -3.241         1.986        -0.424        -0.187        -3.683        -5.549
2.029_150        -1.789         0.389        -0.200        -0.042        -1.759        -3.400
2.029_200        -0.771         0.015        -0.054        -0.003        -0.479        -1.292
2.030_080       -20.936        41.686        -2.923        -3.273       -18.444        -3.890
2.030_085       -16.163        29.806        -2.220        -2.390       -15.541        -6.507
2.030_090       -12.649        21.345        -1.746        -1.731       -13.136        -7.916
2.030_095       -10.052        15.320        -1.409        -1.250       -11.137        -8.528
2.030_100        -8.124        11.009        -1.160        -0.903        -9.463        -8.642
2.030_105        -6.664         7.912        -0.969        -0.654        -8.050        -8.425
2.030_110        -5.551         5.690        -0.816        -0.476        -6.860        -8.013
2.030_125        -3.485         2.127        -0.507        -0.189        -4.297        -6.352
2.030_150        -1.966         0.417        -0.248        -0.046        -2.057        -3.901
2.030_200        -0.877         0.017        -0.071        -0.004        -0.565        -1.501
2.031_080       -18.422        34.736        -3.610        -3.759       -10.844        -1.899
2.031_085       -14.424        25.097        -2.559        -2.727        -9.129        -3.742
2.031_090       -11.400        18.144        -1.878        -1.951        -7.715        -4.802
2.031_095        -9.109        13.129        -1.420        -1.384        -6.542        -5.327
2.031_100        -7.358         9.506        -1.098        -0.978        -5.563        -5.491
2.031_105        -6.015         6.887        -0.865        -0.690        -4.742        -5.424
2.031_110        -4.974         4.993        -0.690        -0.486        -4.052        -5.211
2.031_125        -3.014         1.912        -0.373        -0.173        -2.566        -4.214
2.031_150        -1.580         0.391        -0.153        -0.034        -1.259        -2.635
2.031_200        -0.642         0.017        -0.035        -0.002        -0.365        -1.028
2.032_080       -16.106        30.519        -2.837        -3.202       -10.455        -2.081
2.032_085       -12.645        22.061        -2.038        -2.308        -8.854        -3.784
2.032_090       -10.045        15.976        -1.520        -1.649        -7.523        -4.761
2.032_095        -8.078        11.593        -1.168        -1.174        -6.412        -5.239
2.032_100        -6.583         8.433        -0.918        -0.835        -5.481        -5.384
2.032_105        -5.434         6.146        -0.734        -0.596        -4.696        -5.313
2.032_110        -4.544         4.488        -0.594        -0.426        -4.032        -5.108
2.032_125        -2.845         1.771        -0.332        -0.160        -2.591        -4.156
2.032_150        -1.553         0.385        -0.140        -0.035        -1.293        -2.636
2.032_200        -0.649         0.019        -0.033        -0.002        -0.382        -1.047
2.033_080       -16.678        30.617        -3.264        -3.313        -9.409        -2.047
2.033_085       -13.158        21.969        -2.346        -2.371        -7.882        -3.789
2.033_090       -10.499        15.777        -1.745        -1.679        -6.629        -4.775
2.033_095        -8.482        11.343        -1.335        -1.181        -5.594        -5.249
2.033_100        -6.941         8.163        -1.044        -0.829        -4.734        -5.385
2.033_105        -5.755         5.879        -0.830        -0.582        -4.017        -5.305
2.033_110        -4.830         4.237        -0.668        -0.409        -3.418        -5.089
2.033_125        -3.062         1.594        -0.370        -0.146        -2.134        -4.119
2.033_150        -1.701         0.318        -0.157        -0.029        -1.026        -2.596
2.033_200        -0.729         0.013        -0.039        -0.002        -0.286        -1.043
2.034_080       -18.023        35.845        -2.612        -3.133       -15.100        -3.022
2.034_085       -14.025        25.834        -1.927        -2.259       -12.752        -5.130
2.034_090       -11.060        18.659        -1.474        -1.620       -10.806        -6.301
2.034_095        -8.834        13.490        -1.159        -1.160        -9.175        -6.839
2.034_100        -7.151         9.771        -0.929        -0.832        -7.811        -6.953
2.034_105        -5.869         7.088        -0.757        -0.599        -6.665        -6.801
2.034_110        -4.883         5.148        -0.623        -0.432        -5.698        -6.489
2.034_125        -3.024         1.987        -0.365        -0.168        -3.607        -5.177
2.034_150        -1.636         0.408        -0.165        -0.038        -1.753        -3.184
2.034_200        -0.682         0.017        -0.042        -0.003        -0.490        -1.199
2.035_080       -22.071        41.765        -4.068        -4.282       -15.780        -4.435
2.035_085       -17.537        30.558        -3.039        -3.157       -13.420        -6.593
2.035_090       -14.084        22.394        -2.349        -2.305       -11.451        -7.796
2.035_095       -11.451        16.441        -1.867        -1.676        -9.799        -8.352
2.035_100        -9.422        12.085        -1.514        -1.218        -8.403        -8.471
2.035_105        -7.852         8.896        -1.247        -0.886        -7.222        -8.310
2.035_110        -6.622         6.558        -1.038        -0.646        -6.222        -7.971
2.035_125        -4.248         2.643        -0.628        -0.258        -4.023        -6.515
2.035_150        -2.413         0.591        -0.299        -0.062        -2.025        -4.209
2.035_200        -1.075         0.031        -0.085        -0.005        -0.602        -1.737
2.036_080       -13.175        23.873        -2.478        -2.274        -7.520        -1.575
2.036_085       -10.429        16.966        -1.863        -1.604        -6.244        -3.174
2.036_090        -8.384        12.088        -1.432        -1.126        -5.201        -4.054
2.036_095        -6.843         8.632        -1.118        -0.789        -4.343        -4.461
2.036_100        -5.665         6.177        -0.882        -0.554        -3.635        -4.558
2.036_105        -4.752         4.430        -0.701        -0.389        -3.049        -4.462
2.036_110        -4.034         3.183        -0.562        -0.275        -2.563        -4.251
2.036_125        -2.617         1.189        -0.298        -0.099        -1.543        -3.368
2.036_150        -1.456         0.231        -0.116        -0.019        -0.693        -2.053
2.036_200        -0.578         0.009        -0.025        -0.001        -0.171        -0.767
2.037_080       -10.479        22.968        -1.510        -2.517        -8.643        -0.180
2.037_085        -7.743        15.871        -1.078        -1.709        -7.104        -1.762
2.037_090        -5.792        10.949        -0.808        -1.147        -5.857        -2.655
2.037_095        -4.396         7.543        -0.627        -0.765        -4.844        -3.089
2.037_100        -3.391         5.190        -0.498        -0.508        -4.019        -3.225
2.037_105        -2.661         3.567        -0.402        -0.337        -3.343        -3.176
2.037_110        -2.128         2.450        -0.328        -0.223        -2.788        -3.018
2.037_125        -1.216         0.787        -0.186        -0.066        -1.646        -2.326
2.037_150        -0.636         0.117        -0.080        -0.010        -0.730        -1.338
2.037_200        -0.276         0.002        -0.020        -0.000        -0.185        -0.479
2.038_080       -17.049        34.566        -4.049        -3.919       -10.591        -1.042
2.038_085       -13.058        24.752        -3.001        -2.793        -8.803        -2.903
2.038_090       -10.086        17.722        -2.293        -1.966        -7.342        -3.964
2.038_095        -7.859        12.679        -1.792        -1.371        -6.139        -4.482
2.038_100        -6.177         9.068        -1.424        -0.951        -5.145        -4.629
2.038_105        -4.910         6.492        -1.146        -0.658        -4.326        -4.548
2.038_110        -3.944         4.643        -0.929        -0.454        -3.644        -4.328
2.038_125        -2.175         1.699        -0.513        -0.149        -2.210        -3.348
2.038_150        -0.980         0.317        -0.208        -0.025        -1.010        -1.906
2.038_200        -0.301         0.011        -0.046        -0.001        -0.260        -0.597
2.039_080       -17.536        30.634        -2.991        -2.878        -8.846        -1.617
2.039_085       -13.800        22.225        -2.209        -2.099        -7.401        -3.284
2.039_090       -10.963        16.132        -1.675        -1.514        -6.208        -4.228
2.039_095        -8.798        11.714        -1.295        -1.083        -5.221        -4.684
2.039_100        -7.135         8.505        -1.015        -0.772        -4.400        -4.816
2.039_105        -5.846         6.173        -0.802        -0.548        -3.715        -4.737
2.039_110        -4.838         4.482        -0.638        -0.388        -3.143        -4.525
2.039_125        -2.905         1.704        -0.329        -0.137        -1.923        -3.591
2.039_150        -1.455         0.329        -0.117        -0.024        -0.885        -2.152
2.039_200        -0.537         0.011        -0.020        -0.001        -0.225        -0.772
2.040_080       -17.932        31.435        -3.210        -3.106        -8.895        -1.708
2.040_085       -14.113        22.878        -2.362        -2.259        -7.460        -3.316
2.040_090       -11.207        16.659        -1.789        -1.625        -6.274        -4.236
2.040_095        -8.989        12.142        -1.383        -1.160        -5.291        -4.681
2.040_100        -7.283         8.856        -1.086        -0.825        -4.473        -4.811
2.040_105        -5.961         6.458        -0.861        -0.585        -3.789        -4.738
2.040_110        -4.929         4.715        -0.688        -0.414        -3.218        -4.535
2.040_125        -2.956         1.824        -0.362        -0.147        -1.990        -3.630
2.040_150        -1.489         0.371        -0.135        -0.026        -0.933        -2.212
2.040_200        -0.566         0.013        -0.026        -0.001        -0.244        -0.825
2.041_080       -16.707        30.654        -2.825        -2.888       -10.460        -2.225
2.041_085       -13.232        22.344        -2.119        -2.120        -8.792        -3.920
2.041_090       -10.590        16.312        -1.634        -1.543        -7.409        -4.864
2.041_095        -8.566        11.931        -1.284        -1.118        -6.261        -5.298
2.041_100        -7.002         8.736        -1.023        -0.808        -5.301        -5.398
2.041_105        -5.785         6.395        -0.821        -0.582        -4.497        -5.290
2.041_110        -4.826         4.683        -0.663        -0.419        -3.822        -5.048
2.041_125        -2.956         1.836        -0.357        -0.156        -2.376        -4.008
2.041_150        -1.520         0.375        -0.135        -0.029        -1.122        -2.431
2.041_200        -0.586         0.013        -0.026        -0.001        -0.298        -0.898
2.042_080       -13.667        27.500        -2.087        -2.592        -9.583        -0.429
2.042_085       -10.178        19.228        -1.435        -1.818        -7.896        -2.099
2.042_090        -7.645        13.425        -1.029        -1.255        -6.526        -3.028
2.042_095        -5.803         9.365        -0.762        -0.857        -5.410        -3.468
2.042_100        -4.459         6.524        -0.579        -0.582        -4.499        -3.594
2.042_105        -3.470         4.538        -0.448        -0.393        -3.751        -3.523
2.042_110        -2.739         3.156        -0.351        -0.265        -3.135        -3.336
2.042_125        -1.472         1.054        -0.179        -0.082        -1.865        -2.543
2.042_150        -0.676         0.167        -0.066        -0.012        -0.835        -1.422
2.042_200        -0.240         0.004        -0.013        -0.001        -0.215        -0.464
2.043_080       -14.720        28.398        -2.078        -2.171       -10.360        -0.931
2.043_085       -11.187        20.193        -1.485        -1.540        -8.649        -2.668
2.043_090        -8.583        14.363        -1.094        -1.080        -7.237        -3.632
2.043_095        -6.651        10.222        -0.824        -0.752        -6.072        -4.078
2.043_100        -5.210         7.276        -0.630        -0.521        -5.107        -4.192
2.043_105        -4.127         5.180        -0.487        -0.361        -4.303        -4.098
2.043_110        -3.306         3.688        -0.379        -0.250        -3.633        -3.880
2.043_125        -1.813         1.328        -0.184        -0.083        -2.215        -2.967
2.043_150        -0.807         0.239        -0.060        -0.014        -1.019        -1.661
2.043_200        -0.250         0.007        -0.009        -0.000        -0.264        -0.516
2.044_080       -12.771        25.106        -2.056        -2.539        -8.257        -0.518
2.044_085        -9.582        17.490        -1.439        -1.764        -6.768        -2.063
2.044_090        -7.263        12.167        -1.048        -1.209        -5.566        -2.919
2.044_095        -5.573         8.452        -0.787        -0.821        -4.591        -3.320
2.044_100        -4.334         5.863        -0.605        -0.554        -3.798        -3.429
2.044_105        -3.421         4.062        -0.473        -0.373        -3.150        -3.355
2.044_110        -2.741         2.812        -0.375        -0.251        -2.621        -3.176
2.044_125        -1.544         0.926        -0.196        -0.077        -1.533        -2.424
2.044_150        -0.763         0.144        -0.076        -0.011        -0.670        -1.377
2.044_200        -0.300         0.003        -0.016        -0.000        -0.166        -0.479
2.045_080       -15.666        29.776        -2.621        -2.855       -10.399        -1.765
2.045_085       -12.328        21.666        -1.942        -2.064        -8.750        -3.417
2.045_090        -9.803        15.815        -1.480        -1.481        -7.389        -4.338
2.045_095        -7.870        11.561        -1.150        -1.059        -6.256        -4.773
2.045_100        -6.380         8.457        -0.905        -0.755        -5.305        -4.888
2.045_105        -5.220         6.187        -0.718        -0.538        -4.506        -4.795
2.045_110        -4.309         4.530        -0.573        -0.383        -3.836        -4.570
2.045_125        -2.558         1.770        -0.299        -0.138        -2.390        -3.614
2.045_150        -1.253         0.365        -0.107        -0.025        -1.133        -2.155
2.045_200        -0.447         0.014        -0.019        -0.001        -0.303        -0.757
2.046_080       -18.349        33.831        -3.479        -3.553       -11.109        -2.659
2.046_085       -14.604        24.886        -2.601        -2.608        -9.427        -4.354
2.046_090       -11.740        18.364        -2.008        -1.898        -8.028        -5.310
2.046_095        -9.536        13.615        -1.586        -1.375        -6.863        -5.745
2.046_100        -7.820        10.111        -1.272        -0.995        -5.878        -5.853
2.046_105        -6.474         7.517        -1.031        -0.719        -5.041        -5.748
2.046_110        -5.409         5.595        -0.841        -0.521        -4.332        -5.507
2.046_125        -3.314         2.331        -0.469        -0.199        -2.783        -4.435
2.046_150        -1.687         0.536        -0.187        -0.041        -1.377        -2.756
2.046_200        -0.640         0.025        -0.039        -0.002        -0.386        -1.042
2.047_080       -13.493        25.884        -1.938        -2.188        -9.185        -0.920
2.047_085       -10.418        18.620        -1.413        -1.570        -7.711        -2.491
2.047_090        -8.121        13.413        -1.057        -1.117        -6.492        -3.374
2.047_095        -6.393         9.668        -0.806        -0.790        -5.479        -3.800
2.047_100        -5.084         6.971        -0.622        -0.557        -4.634        -3.925
2.047_105        -4.081         5.027        -0.484        -0.391        -3.926        -3.856
2.047_110        -3.307         3.623        -0.379        -0.275        -3.333        -3.672
2.047_125        -1.863         1.347        -0.187        -0.094        -2.062        -2.859
2.047_150        -0.841         0.252        -0.062        -0.016        -0.968        -1.635
2.047_200        -0.258         0.008        -0.010        -0.000        -0.259        -0.519
2.048_080       -16.061        28.137        -2.705        -2.535        -8.349        -1.514
2.048_085       -12.582        20.282        -2.002        -1.831        -6.959        -3.092
2.048_090        -9.958        14.623        -1.519        -1.308        -5.813        -3.976
2.048_095        -7.968        10.545        -1.173        -0.928        -4.867        -4.392
2.048_100        -6.445         7.600        -0.917        -0.655        -4.083        -4.501
2.048_105        -5.270         5.473        -0.723        -0.461        -3.430        -4.411
2.048_110        -4.354         3.939        -0.574        -0.324        -2.886        -4.198
2.048_125        -2.613         1.463        -0.294        -0.111        -1.740        -3.295
2.048_150        -1.320         0.270        -0.105        -0.019        -0.778        -1.952
2.048_200        -0.504         0.008        -0.019        -0.001        -0.187        -0.703
2.049_080       -18.242        31.589        -3.431        -3.043        -9.069        -2.196
